Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ADVANCED SPECIALTY HOSP. OF TOLEDO (362038),General Long Term,Proprietary-Partnership,1.04,76.03,-665031.0,-883124.0,,,,17563068.0,,,14348709.0,110704.0,,,562105.0,6168737.0,,35314716.0,OH,,84467.0,,,7485.0,12775.0,,16846472.0,,,2251.0,1.0,,,2024-03-01 00:00:00,15397566.0,245.0,,,35.0,,2025-02-28,35.0,16809253.0,601312.0,2024,2024,17563068.0,,110704.0,0.03650609453468165,554673.0,0.03602342084456725,inf,inf,,inf,0.0,0.0,1.0,,17563068.0,0.8767013826969183,0.9139935055838397,for-profit
ADVANCED SURGICAL HOSPITAL (390323),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,82.51,3060522.0,14284169.0,,,,43835568.0,,1041916.0,20202821.0,2581639.0,2008261.0,,3256507.0,5707713.0,,88943696.0,PA,1021063.0,471131.0,,2350133.0,688.0,5124.0,880.0,6339368.0,-34752.0,,300.0,1.0,,6095307.0,2024-01-01 00:00:00,23467858.0,409.0,,,14.0,,2024-12-31,14.0,6968952.0,117948.0,2024,2024,29551399.0,,2581639.0,0.13876456044688867,2826464.0,0.12043979471837608,2.2770468567126785,3.9789000046397316,2.238220800242573,0.8435289796969275,0.483366929599509,0.32585796538555173,0.6741420346144482,inf,29551399.0,0.5353611021990179,3.7019239141819815,for-profit
ADVENT HEALTH CASTLE ROCK HOSP (060125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,659.5,-13700240.0,-2344949.0,,75254.0,,175824892.0,,7841603.0,144964186.0,-205167590.0,10481765.0,,-67124005.0,79926874.0,,1006089555.0,CO,7684459.0,11618956.0,,11721812.0,16574.0,32574.0,3876293.0,253258159.0,214991.0,,3259.0,1.0,,53953348.0,2024-01-01 00:00:00,134890879.0,4599.0,,,77.0,12.0,2024-12-31,89.0,2139974.0,2035276.0,2024,2024,175824892.0,,0.0,-0.4976170775786849,-68324756.0,-0.5065187246648456,inf,inf,-inf,,0.0,0.0,1.0,-263.7589480489881,175824892.0,0.7671887493609266,0.532622046739272,non-profit
ADVENTHEALTH - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,670.01,29196558.0,72047973.0,,-25793.0,47059.0,74390706.0,,5209613.0,168849962.0,-57036960.0,15772319.0,,-916224.0,61278280.0,,1034973586.0,FL,5106058.0,7196010.0,,17630143.0,27869.0,49776.0,4832720.0,27696240.0,2906028.0,,6503.0,1.0,,58625289.0,2024-01-01 00:00:00,184757788.0,6378.0,,,123.0,13.0,2024-12-31,136.0,-16639026.0,7854383.0,2024,2024,2342733.0,,0.0,-0.004959054824795802,-5936659.0,-0.032132117754083526,0.0,0.9172319559038432,-0.4345410510375915,0.0,30.753813174612727,0.9685077192304103,0.03149228076958969,0.43335817824191647,2342733.0,2.483613853590797,6.67086174874279,non-profit
ADVENTHEALTH CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1.06,670.02,32369354.0,77931447.0,,49308.0,,376787827.0,,7784456.0,231842873.0,138005937.0,18337837.0,,51913916.0,81044187.0,,1873074620.0,FL,7482377.0,15508131.0,,19961495.0,31498.0,43554.0,5226133.0,23938177.0,1520713.0,,5112.0,1.0,,79726624.0,2024-01-01 00:00:00,295022368.0,7691.0,,,111.0,8.0,2024-12-31,119.0,190172523.0,5003739.0,2024,2024,298856380.0,,138005937.0,0.17596603387035387,39689010.0,0.13452881647265472,5.875079342022087,6.606805622379736,5.559043625028785,4.263475168518964,0.26076554564436605,0.20683111665388276,0.7931688833461172,36.296882449219545,298856380.0,0.7829933635302926,12.324345667591981,non-profit
ADVENTHEALTH CENTRAL TEXAS (450152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,883.09,19242579.0,22028238.0,,12794.0,,94895014.0,,7241448.0,143587708.0,31388604.0,15136560.0,,11634703.0,86739578.0,,861704856.0,TX,7096608.0,3415021.0,,16734050.0,27393.0,76128.0,3033865.0,16334676.0,1385.0,,4979.0,1.0,,71194199.0,2023-10-01 00:00:00,169593089.0,8903.0,,,194.0,10.0,2024-09-30,208.0,58509951.0,15248819.0,2023,2024,72866776.0,,31388604.0,0.06860363867775296,2274327.0,0.01341049339575388,3.0406501644088353,3.0847207643008767,2.0905340703031543,1.6312056715474574,0.3023083936086317,0.23213272301113733,0.7678672769888627,4107.832490974729,72866776.0,1.7871654352672313,10.382396871538806,non-profit
ADVENTHEALTH CONNERTON (102026),General Long Term,Proprietary-Corporation,,285.0,-8454803.0,-24784575.0,,,,46490685.0,,1089.0,46515790.0,-3565506.0,,,-886439.0,25026542.0,,313291728.0,FL,1067.0,2793959.0,,,24840.0,28182.0,195925.0,12994079.0,549952.0,,7823.0,1.0,,22541925.0,2024-01-01 00:00:00,49533875.0,735.0,,,67.0,10.0,2024-12-31,77.0,10025825.0,600782.0,2024,2024,46490685.0,,0.0,-0.017895611841391372,-1449558.0,-0.029263973391946422,inf,inf,inf,,0.0,0.0,1.0,2.444578799604329,46490685.0,1.0654580589638547,3.8120343119354594,for-profit
ADVENTHEALTH DADE CITY (100211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,446.35,19371377.0,30672483.0,,118606.0,,73148314.0,,1288547.0,89272866.0,27420761.0,8425757.0,,15460013.0,41965799.0,,825013990.0,FL,1262437.0,4438559.0,,9287981.0,18193.0,27450.0,2497822.0,18640304.0,264342.0,,3324.0,1.0,,38128782.0,2023-10-01 00:00:00,108557342.0,5184.0,,,63.0,12.0,2024-09-30,75.0,46298793.0,1202542.0,2023,2024,42475831.0,,27420761.0,0.14241333395948474,12464424.0,0.11481880239845961,2.3900620487640087,3.1758753133553697,2.1990397998035967,1.4155297788071546,0.7221161370568595,0.41931907001985036,0.5806809299801496,63.94361471124528,42475831.0,1.4840716902921371,5.823796757821117,non-profit
ADVENTHEALTH DAYTONA BEACH (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,3001.0,96722104.0,209990072.0,,591632.0,,751269486.0,,30101360.0,536228340.0,256137061.0,82081076.0,,94957615.0,224802830.0,,3245275110.0,FL,29486678.0,23451267.0,,89321663.0,115918.0,120780.0,12069335.0,96267765.0,28734795.0,,29878.0,2.0,,233846903.0,2024-01-01 00:00:00,748327939.0,23594.0,,,268.0,62.0,2024-12-31,330.0,372481193.0,11167244.0,2024,2024,541279414.0,,256137061.0,0.1268930505613529,60532245.0,0.08088999734647084,3.8510451861138173,4.6252347963811875,3.6108045581804133,2.6481750334959626,0.3879513363499171,0.2795136444554065,0.7204863555445935,2.9227113678729917,541279414.0,0.9960845647869159,7.773400982145997,non-profit
ADVENTHEALTH DELAND (100045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,925.27,39707917.0,60453036.0,,173900.0,,314249513.0,,8223670.0,187484120.0,217908417.0,26620404.0,,68982147.0,84533338.0,,1259134433.0,FL,8058703.0,7547421.0,,28925357.0,42286.0,52338.0,3308050.0,35310921.0,,,10960.0,2.0,,71864394.0,2024-01-01 00:00:00,270926952.0,10263.0,,,119.0,24.0,2024-12-31,143.0,259327705.0,4342662.0,2024,2024,253796477.0,,217908417.0,0.25461529940365624,55388388.0,0.20444030241775282,6.530881612349497,8.114288266493556,6.338206887054791,5.487782625313738,0.2381949375916672,0.19237272771843564,0.8076272722815644,,253796477.0,0.8621396081527102,7.672610748385747,non-profit
ADVENTHEALTH DURAND (521307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,75.59,4736061.0,7678943.0,,,,17280937.0,,3341737.0,16670098.0,11820968.0,,,4227857.0,7375758.0,,34498163.0,WI,3768432.0,190648.0,,,679.0,9150.0,209797.0,3015428.0,101158.0,,526.0,2.0,,,2024-01-01 00:00:00,20010790.0,185.0,,,25.0,,2024-12-31,25.0,14614988.0,160229.0,2024,2024,9601994.0,,11820968.0,0.21127886505230428,1286561.0,0.06429336373026752,3.08589521967728,4.02533941180234,3.007765736125443,2.4959492709236644,0.7997237865385044,0.44435918029213345,0.5556408197078665,14.602987405840368,9601994.0,1.157969038368695,6.636135898452889,non-profit
ADVENTHEALTH FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1047.63,42130264.0,81302311.0,,236545.0,,366535848.0,,7821442.0,232111963.0,150253695.0,27982891.0,,61537592.0,96495446.0,,1368934789.0,FL,7665004.0,14958349.0,,30514582.0,54923.0,92598.0,4283337.0,43846581.0,,,12556.0,2.0,,88884976.0,2024-01-01 00:00:00,318514592.0,12378.0,,,217.0,36.0,2024-12-31,253.0,203368645.0,4856139.0,2024,2024,285233537.0,,150253695.0,0.19320179842812352,49298424.0,0.15477602985297453,4.827139108361628,6.067796489478442,4.610205362112139,3.5664076303913026,0.28503769877523205,0.2218127133911333,0.7781872866088667,,285233537.0,0.8689861953147895,7.26429711817211,non-profit
ADVENTHEALTH GORDON (110023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,894.14,27663628.0,57088892.0,,85708.0,126054.0,248673954.0,,11545567.0,139798525.0,122484707.0,11200779.0,,23536293.0,96718101.0,,1192057311.0,GA,11314651.0,8903815.0,,12753324.0,19907.0,25254.0,5469241.0,40459683.0,,,4366.0,2.0,,49630050.0,2024-01-01 00:00:00,238119543.0,4759.0,,,61.0,8.0,2024-12-31,69.0,155578888.0,1523739.0,2024,2024,191585062.0,,122484707.0,0.09884234071455446,16522919.0,0.06938917651122822,5.623950987195172,6.741006024227914,5.371164910112296,4.42764437838739,0.29798195853077525,0.22957326684884738,0.7704267331511526,,191585062.0,0.9575572317477206,5.885353649458895,non-profit
ADVENTHEALTH HEART OF FLORIDA (100137),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1013.18,48901832.0,70388844.0,,-111096.0,212245.0,420490444.0,,7037856.0,258325943.0,155016093.0,18734461.0,,82158329.0,101494662.0,,2794877781.0,FL,6926672.0,16839019.0,,21338474.0,46916.0,73730.0,7533796.0,63279406.0,644851.0,,7774.0,1.0,,103331710.0,2024-07-01 00:00:00,360746334.0,10828.0,,,187.0,15.0,2025-06-30,202.0,224036890.0,3896095.0,2024,2024,350101600.0,,155016093.0,0.22774543011710827,66462579.0,0.18423632546186872,4.581359855802539,6.144019880482187,4.347628510113895,3.1699444920591113,0.20105262015369252,0.1673970122374529,0.8326029877625472,129.17960583142462,350101600.0,0.8579180315450878,5.700848930219099,non-profit
ADVENTHEALTH HENDERSONVILLE (340023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1170.99,36788250.0,69620614.0,,66152.0,,303269674.0,,22654664.0,231564993.0,116566599.0,11881782.0,,13845720.0,118495856.0,,846315998.0,NC,22184539.0,8683459.0,,13528818.0,22279.0,35868.0,7058054.0,48314075.0,905777.0,,5052.0,1.0,,72919320.0,2024-01-01 00:00:00,288726500.0,4776.0,,,84.0,14.0,2024-12-31,98.0,164421645.0,2354537.0,2024,2024,233649060.0,,116566599.0,0.04795444824080921,-586121.0,-0.002030021490926534,4.4694065360543105,4.858246695616128,4.213547912716696,3.1685823326741556,0.29797087135723976,0.22956668591927856,0.7704333140807215,8.939659540924533,233649060.0,0.9520454062940695,5.976032864129138,non-profit
ADVENTHEALTH LAKE WALES (100099),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,376.97,15234492.0,32477772.0,,86489.0,,74778457.0,,2867858.0,85229368.0,23894524.0,7208427.0,,12207511.0,39795122.0,,846235554.0,FL,2895411.0,3898537.0,,7655663.0,13147.0,43070.0,1675446.0,17160823.0,537370.0,,2603.0,1.0,,33061669.0,2024-07-01 00:00:00,107425572.0,3592.0,,,110.0,8.0,2025-06-30,118.0,42973482.0,3428109.0,2024,2024,42300685.0,,23894524.0,0.11363691877758864,9896327.0,0.09212263724320686,2.8208017700885595,3.4962017768626614,2.485801758273266,1.5684490168756529,0.7677835949937927,0.4343199004494035,0.5656800995505965,25.67107207324562,42300685.0,1.4365844965215049,6.259931239894497,non-profit
ADVENTHEALTH LITTLETON HOSPITAL (060113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1153.42,-14773286.0,68219668.0,,-65960.0,,209026690.0,,14509393.0,269552898.0,-443356977.0,34357187.0,,-12311423.0,135247117.0,,2041343471.0,CO,14218343.0,15161264.0,,36446768.0,43166.0,73566.0,7619803.0,464024526.0,2642243.0,,10454.0,1.0,,100131181.0,2024-01-01 00:00:00,377136664.0,9553.0,,,163.0,38.0,2024-12-31,201.0,-68629364.0,4461145.0,2024,2024,140807022.0,,0.0,-0.032644460682825574,-16676261.0,-0.04421808482667174,,inf,-inf,,0.4844905249114636,0.3263682164225057,0.6736317835774943,-0.5733753481417114,140807022.0,1.8042512370071018,0.812751574256228,non-profit
ADVENTHEALTH MANCHESTER (180043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,315.63,14231540.0,27405499.0,,5775.0,29885.0,47117941.0,,1411511.0,84940216.0,-15907657.0,2676113.0,,3572676.0,37278925.0,,310721890.0,KY,1383288.0,4251815.0,,2535379.0,6623.0,17934.0,1007256.0,9550561.0,936634.0,,1015.0,2.0,,20032987.0,2023-10-01 00:00:00,91402000.0,1548.0,,,43.0,6.0,2024-09-30,49.0,-1390658.0,532573.0,2023,2024,19712442.0,,0.0,0.03908750355572088,1010692.0,0.01105765738167655,0.0,0.9221234666100787,-0.1081983397439771,0.0,1.390264027156047,0.5816361754856818,0.41836382451431825,5.6185308242066805,19712442.0,1.9398555637225319,9.570327858227385,non-profit
ADVENTHEALTH MURRAY (110050),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,171.91,7342551.0,7911046.0,,,5650.0,39878441.0,,1822919.0,22889693.0,21577683.0,1829556.0,,7397304.0,18964105.0,,268316906.0,GA,1891638.0,1547330.0,,2209766.0,2117.0,10614.0,752438.0,11187770.0,,,638.0,1.0,,10094611.0,2024-01-01 00:00:00,49205311.0,771.0,,,29.0,,2024-12-31,29.0,28968514.0,358565.0,2024,2024,31967395.0,,21577683.0,0.15033547902989577,6248425.0,0.1269868002663371,3.945292855303286,5.469864220214473,3.7939826362799525,2.938717483882645,0.24747233861251441,0.1983790188788975,0.8016209811211025,,31967395.0,1.2338825131102793,4.398133944476871,non-profit
ADVENTHEALTH NEW SMYRNA BEACH (100014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,688.48,27173794.0,40622666.0,,121936.0,,136511114.0,,11758688.0,167402107.0,25114030.0,21501980.0,,30327603.0,64498228.0,,815333454.0,FL,11523664.0,4932307.0,,22656462.0,29711.0,39894.0,4347026.0,24981115.0,,,7958.0,2.0,,56756451.0,2024-01-01 00:00:00,207518916.0,7744.0,,,95.0,14.0,2024-12-31,109.0,61527480.0,4299637.0,2024,2024,95888448.0,,25114030.0,0.14614380021144674,23058220.0,0.11111382251052236,2.264221183100159,2.9595700916846575,1.9460225907357656,0.9242003527369053,0.42364504637722367,0.29757771956941176,0.7024222804305882,,95888448.0,1.5201613254727377,8.307031771800418,non-profit
ADVENTHEALTH OCALA (100062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,2096.08,75531733.0,153223973.0,,465442.0,,337713243.0,,17697766.0,417259034.0,10414074.0,48907408.0,,48302028.0,162418488.0,,3700703182.0,FL,17343556.0,9870940.0,,54139016.0,95927.0,128115.0,11543926.0,91673006.0,2727011.0,,19855.0,2.0,,159649957.0,2023-10-01 00:00:00,524610225.0,20188.0,,,295.0,56.0,2024-09-30,351.0,117254145.0,8064913.0,2023,2024,184489270.0,,10414074.0,0.09207221990383432,35989563.0,0.06860248101340381,1.5523825595263385,1.9910718584995264,1.29277195321336,0.13787680470670519,0.8305305397977888,0.45371028876116654,0.5462897112388335,16.817131650734083,184489270.0,1.55341916810766,5.722624880436451,non-profit
ADVENTHEALTH ORLANDO (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,228.98,27310.0,941263588.0,1918400079.0,,1627291.0,,10197717660.0,,187728131.0,4775663107.0,5071286368.0,492336353.0,,1611713308.0,2059509879.0,,37819858048.0,FL,180986435.0,294757132.0,,538470346.0,873236.0,1047858.0,108450404.0,451071947.0,26759144.0,,162037.0,2.0,,1885937249.0,2024-01-01 00:00:00,7153306371.0,167558.0,,,2368.0,381.0,2024-12-31,2863.0,6387965247.0,53128014.0,2024,2024,8279317581.0,,5071286368.0,0.22531025855875508,1089662908.0,0.15232996484221184,6.7865848933699535,7.579249547046114,6.614923713589992,5.387743064379539,0.23170992780884364,0.1881205327467362,0.8118794672532638,51.73633506363283,8279317581.0,0.7014615043774413,15.858459872256255,non-profit
ADVENTHEALTH OTTAWA (170014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,225.44,10197616.0,15953584.0,,10135.0,79007.0,33336669.0,,6033894.0,50707128.0,2489479.0,7128227.0,,2426185.0,22967604.0,,333803922.0,KS,5913316.0,2293187.0,,6588071.0,2849.0,13176.0,934439.0,10397041.0,,,1433.0,2.0,,18312918.0,2023-10-01 00:00:00,55772307.0,1118.0,,,28.0,8.0,2024-09-30,36.0,13102543.0,647307.0,2023,2024,17383085.0,,2489479.0,0.043501607347890416,-1275891.0,-0.022876783633856135,1.2848633445307216,1.501596549624932,1.129753954257544,0.2441236265417329,0.9177648271293617,0.47855963053777206,0.5214403694622279,,17383085.0,1.6730017927106033,5.364248058654381,non-profit
ADVENTHEALTH PALM COAST (100118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,916.45,-152320444.0,-105799056.0,,126840.0,85961.0,425451747.0,,13142778.0,202723893.0,257694353.0,30394509.0,,57299411.0,127744934.0,,1140527388.0,FL,12879883.0,9484301.0,,33542224.0,35303.0,36234.0,3911937.0,36735459.0,1578977.0,,10380.0,2.0,,113527085.0,2024-01-01 00:00:00,285741407.0,7670.0,,,81.0,18.0,2024-12-31,99.0,296192973.0,4777561.0,2024,2024,425451747.0,,257694353.0,0.20052890339410975,40963287.0,0.14335789632337045,inf,inf,inf,inf,0.0,0.0,1.0,31.949539480309085,425451747.0,0.671618835778338,7.778354069293105,non-profit
ADVENTHEALTH PALM COAST PARKWAY (100363),General Short Term,Voluntary Nonprofit-Church,,667.12,239373104.0,309728039.0,,,,297938666.0,,5915335.0,106902666.0,115006939.0,16431873.0,,7183792.0,46920933.0,,695257901.0,FL,5797027.0,9994730.0,,19402783.0,23583.0,36500.0,3874055.0,19702128.0,1755162.0,,7313.0,1.0,,49122327.0,2024-07-01 00:00:00,139454163.0,5918.0,,,82.0,18.0,2025-06-30,100.0,137285465.0,1148072.0,2024,2024,-11789373.0,,115006939.0,0.05151364323200592,1505192.0,0.010793453329894497,0.5735208455165456,0.5927685969264116,0.5525405143261208,0.48045054802815274,-26.27179910246287,1.0395697985705554,-0.03956979857055546,6.552057302972603,-11789373.0,0.4680633261612308,7.078126941414653,non-profit
ADVENTHEALTH PARKER HOSPITAL (060114),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1173.11,-185118176.0,-136997336.0,,160817.0,,203433279.0,,13014258.0,263020882.0,-362389338.0,25681468.0,,44839037.0,141812224.0,,2053567749.0,CO,12753678.0,16323008.0,,28248038.0,37225.0,61685.0,5292742.0,496597565.0,1659467.0,,8229.0,1.0,,97746002.0,2024-01-01 00:00:00,412332297.0,8527.0,,,137.0,32.0,2024-12-31,169.0,30482172.0,3959264.0,2024,2024,203433279.0,,0.0,0.10874490629580734,36445314.0,0.0883882108318088,inf,inf,inf,,0.0,0.0,1.0,31.79835573711318,203433279.0,2.026867477272487,0.8303147781242142,non-profit
ADVENTHEALTH PORTER HOSPITAL (060064),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1.0,1352.66,-154285438.0,-50810138.0,,284075.0,,8064840.0,,23632155.0,315066825.0,770372692.0,33422454.0,,-40733869.0,171133360.0,,1960233970.0,CO,23157125.0,18328672.0,,36241742.0,30961.0,61854.0,11974088.0,476427741.0,3516891.0,,6724.0,2.0,,84143621.0,2024-01-01 00:00:00,393363544.0,6160.0,,,133.0,36.0,2024-12-31,169.0,-204368782.0,7111212.0,2024,2024,8064840.0,,770372692.0,-0.10355273034656207,-58201273.0,-0.14795797396008817,,inf,-inf,inf,0.0,0.0,1.0,-11.337457146098643,8064840.0,48.77512064715481,0.8256520562265076,non-profit
ADVENTHEALTH REDMOND (110168),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,51.98,1544.93,44130372.0,127399192.0,,175279.0,,509491072.0,,16688845.0,374293945.0,-11123370.0,61530128.0,,-43194792.0,149495444.0,,3345135906.0,GA,16452621.0,66243764.0,,65462340.0,56900.0,76650.0,10069702.0,74185704.0,,,14974.0,1.0,,133381214.0,2024-07-01 00:00:00,374680585.0,12070.0,,,170.0,16.0,2025-06-30,210.0,58095903.0,3385604.0,2024,2024,382091880.0,,0.0,-0.11528430809939084,-50109632.0,-0.13373960115921138,1.3164607585904782,0.7022581182864264,1.0115617652169349,0.0,0.33342554152158377,0.25005186351921,0.74994813648079,,382091880.0,0.7354016696096296,5.050576658273675,non-profit
ADVENTHEALTH ROLLINS BROOK (451323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,91.62,13245362.0,13548691.0,,,,47657661.0,,284298.0,22496328.0,28991860.0,,,7684885.0,7073782.0,,96374165.0,TX,779358.0,625557.0,,,2662.0,9150.0,330258.0,20059560.0,133.0,,914.0,1.0,,,2023-10-01 00:00:00,27496919.0,260.0,,,25.0,,2024-09-30,25.0,44477698.0,-3580980.0,2023,2024,34108970.0,,28991860.0,0.2794816757470173,4750124.0,0.17275113622729876,3.357982816928673,4.283484664292301,3.3330489570613473,2.188831079135474,0.3972178286239661,0.2842919840316964,0.7157080159683036,40418.65413533834,34108970.0,0.5769674470595609,1.3707638153578643,non-profit
ADVENTHEALTH SEBRING (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,38.4,1477.84,-13143040.0,37718089.0,,-228823.0,,235246936.0,,18278342.0,263078899.0,235213821.0,49233627.0,,120236314.0,158119679.0,,1920985559.0,FL,16962325.0,8140757.0,,53064178.0,59886.0,74664.0,4321849.0,-217669062.0,,,16501.0,2.0,,113274973.0,2024-01-01 00:00:00,473159053.0,13035.0,,,182.0,22.0,2024-12-31,204.0,141757905.0,4937701.0,2024,2024,197528847.0,,235213821.0,0.2541139459081638,106772128.0,0.2256580051105986,inf,inf,inf,inf,0.1909497755535423,0.16033402875011302,0.839665971249887,,197528847.0,2.0113292910220943,inf,non-profit
ADVENTHEALTH SHAWNEE MISSION (170104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.48,2648.25,126127202.0,375783253.0,,-108428.0,,1130926295.0,,38823341.0,475132282.0,322282704.0,45509999.0,,71546971.0,262442071.0,,3609395669.0,KS,37878548.0,36349513.0,,50903748.0,76813.0,114924.0,10604333.0,130455662.0,5689323.0,,16301.0,1.0,,154550607.0,2024-01-01 00:00:00,696892276.0,16928.0,,,250.0,64.0,2024-12-31,314.0,455455326.0,7914279.0,2024,2024,755143042.0,,322282704.0,0.10266575403972479,33011978.0,0.04737027391016743,3.6110792816921444,4.156798285273942,3.4642543961293932,2.555219642468561,0.49763188177532064,0.3322791720922892,0.6677208279077108,12.191519272152416,755143042.0,0.616213699408236,5.3419856625310755,non-profit
ADVENTHEALTH SOUTH OVERLAND PARK (170208),General Short Term,Voluntary Nonprofit-Church,,259.05,16381178.0,52166647.0,,,,175978142.0,,4217273.0,68020601.0,3886346.0,5680720.0,,-18949.0,26429823.0,,398658306.0,KS,4132977.0,11964645.0,,6657001.0,6767.0,15006.0,2028292.0,12674203.0,1196696.0,,1711.0,1.0,,20868535.0,2023-10-01 00:00:00,78757728.0,2102.0,,,32.0,9.0,2024-09-30,41.0,17411947.0,1072810.0,2023,2024,123811495.0,,3886346.0,-0.00024059861147848248,-3183256.0,-0.04041833202704882,1.0629239850760428,1.0097930686059329,0.8736151331729622,0.2372445986485221,0.4213392867923936,0.29643821901472284,0.7035617809852771,7.338028204322568,123811495.0,0.44754267265760767,6.214018191124128,non-profit
ADVENTHEALTH TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,27.55,4179.03,156584124.0,411473941.0,,-122462.0,198014.0,848184776.0,,21275413.0,705603583.0,40921987.0,72914551.0,,84074444.0,310305669.0,,5890854701.0,FL,20528355.0,36779664.0,,80484993.0,154870.0,218136.0,22067227.0,80188691.0,8466130.0,,27409.0,1.0,,274080191.0,2024-01-01 00:00:00,1000298714.0,31826.0,358015.0,,488.0,108.0,2024-12-31,596.0,245792276.0,16492441.0,2024,2024,436710835.0,,41280002.0,0.08404933728626188,74574270.0,0.07455200027379022,1.5697139002418916,1.3103826668915681,1.3234586157661807,0.26134186502841117,0.942211431507075,0.4851229975389231,0.5148770024610769,13.152873154558222,436710835.0,1.1793405662352987,12.47431154600092,non-profit
