Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
BAY AREA REHAB HOSPITAL (673061),Rehabilitation,Proprietary-Corporation,,426.59,5974099.0,75466347.0,,,,83456384.0,,81049.0,61884721.0,-14631.0,,,19294971.0,32929720.0,,164747836.0,TX,79419.0,753036.0,,,39044.0,55115.0,154925.0,11896210.0,,,23326.0,1.0,,,2024-06-01 00:00:00,85442586.0,3007.0,,,151.0,,2025-05-31,151.0,13532271.0,107667.0,2024,2024,7990037.0,,0.0,0.2258238181133703,18675911.0,0.21857848497235324,2.2651568043984542,5.22106864984996,2.2212017243102267,0.0,9.445056011630484,0.9042609250839336,0.09573907491606634,,7990037.0,1.0237992817901145,7.182336727411504,for-profit
BAY PARK COMMUNITY HOSPITAL (360259),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,387.82,13156741.0,13721731.0,,-47054.0,75982.0,55981398.0,,8005728.0,83209049.0,4443584.0,6485190.0,,13601100.0,28671974.0,,603517620.0,OH,7092076.0,3685548.0,,7686193.0,10203.0,28182.0,2275638.0,69503631.0,-12085.0,,2014.0,2.0,,27834417.0,2024-01-01 00:00:00,127894571.0,2573.0,,,69.0,8.0,2024-12-31,77.0,22474661.0,91034.0,2024,2024,42259667.0,,4443584.0,0.10634618728264861,38715422.0,0.30271356866273863,1.7082240199149623,8.582292301718184,1.5283411750675946,0.33774199856940257,0.3247004052350909,0.24511233177849542,0.7548876682215045,inf,42259667.0,2.284590517014241,1.8401135186735784,non-profit
BAY REGIONAL MEDICAL CENTER (230041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13.58,1235.53,30913189.0,88116167.0,,-426725.0,373039.0,410622723.0,,20622993.0,296431512.0,-15544049.0,33597725.0,,25465024.0,124340815.0,,1026284485.0,MI,20864617.0,13177453.0,,38380755.0,46164.0,86952.0,7280773.0,184176898.0,1830860.0,,13142.0,2.0,,95306663.0,2023-10-01 00:00:00,303822474.0,9605.0,,,194.0,22.0,2024-09-30,216.0,44603454.0,1344433.0,2023,2024,322506556.0,,0.0,0.08381547179422942,-35949412.0,-0.11832374190988913,1.4428616212969811,6.7816336256993734,1.1638478320693475,0.0,0.27322287054530453,0.214591550989252,0.785408449010748,-12.437848333570017,322506556.0,0.7399066271351963,1.6496231465468596,non-profit
BAYAMON MEDICAL CENTER (400032),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,646.46,23227252.0,90350821.0,,,,130564538.0,,414610.0,76586471.0,-646727.0,6435144.0,,3584577.0,23581134.0,,159904914.0,PR,406317.0,7102343.0,,7010578.0,58710.0,75762.0,2214094.0,14595348.0,5507513.0,,3005.0,1.0,,23381189.0,2024-01-01 00:00:00,96784948.0,10036.0,,,178.0,24.0,2024-12-31,207.0,22265366.0,3422704.0,2024,2024,40213717.0,,0.0,0.03703651315698387,-548670.0,-0.005668960012253145,0.9585880413231836,0.7826980565759566,0.7159076760350299,0.0,2.2467662215855353,0.6920012308395714,0.30799876916042856,1.1899514354301115,40213717.0,0.7412805152345425,6.631218933594457,for-profit
BAYAMON REGIONAL HOSPITAL (400105),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32.81,155.79,,,,,,9018603.0,,89676.0,22843608.0,,2106099.0,,-15297178.0,7897539.0,,14674748.0,PR,35376.0,1044470.0,,2748539.0,8118.0,17155.0,,,,,565.0,1.0,,6231339.0,2024-07-01 00:00:00,14674748.0,1248.0,,,41.0,6.0,2025-06-30,47.0,,,2024,2024,,,0.0,-1.0424150384047481,-15340918.0,-1.0453956688046704,,,,,,,,,,1.6271642071393984,inf,non-profit
BAYCARE ALLIANT HOSPITAL (102021),General Long Term,Voluntary Nonprofit-Other,,103.35,2899547.0,2907216.0,,,,7695573.0,,612.0,19704628.0,3489231.0,,,869316.0,9053704.0,,75529121.0,FL,1534.0,175971.0,,,9107.0,17568.0,,8268605.0,,,2813.0,1.0,,,2024-01-01 00:00:00,20457887.0,308.0,,,42.0,6.0,2024-12-31,48.0,7302443.0,724960.0,2024,2024,4788357.0,,3489231.0,0.0424929514959194,721774.0,0.035280965233604036,2.518477196610367,4.354870605649779,,1.2033710783098188,0.6071427005129317,0.3777777171368526,0.6222222828631474,,4788357.0,2.658396847122365,2.4741642635003123,non-profit
BAYCARE HOSPITAL WESLEY CHAPEL (100362),General Short Term,Voluntary Nonprofit-Other,,337.61,6407278.0,6407278.0,,,,-27812960.0,,1438477.0,88933776.0,114068.0,6454145.0,,-9702336.0,29050535.0,,356065256.0,FL,1408683.0,11489375.0,,8387214.0,10090.0,31476.0,2882000.0,31156032.0,,,2581.0,1.0,,29009031.0,2024-01-01 00:00:00,84936763.0,2712.0,,,60.0,26.0,2024-12-31,86.0,-220148227.0,239790.0,2024,2024,-6407278.0,,114068.0,-0.11423011258387608,-11104243.0,-0.13073541547609954,0.0,3.3661351981293772,-0.4872256206145574,0.01780287978764149,-1.0,inf,-inf,,-6407278.0,inf,2.726173955656484,non-profit
BAYFRONT HEALTH PORT CHARLOTTE (100077),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,886.83,9830644.0,27988576.0,,37953.0,,153291576.0,,14173885.0,196890799.0,1025.0,40705090.0,,18978770.0,69999175.0,,2456854911.0,FL,14013405.0,13611133.0,,45490521.0,52409.0,104975.0,7060077.0,76602213.0,,,16437.0,2.0,,70936083.0,2024-01-01 00:00:00,237928217.0,10468.0,,,225.0,22.0,2025-02-28,247.0,58048635.0,1671553.0,2024,2024,125303000.0,,1025.0,0.07976678949348828,18086434.0,0.07601634740111553,5.904865947744624,9.722863324111827,5.016660658243753,0.00010426580394936486,0.2233671659896411,0.18258391446115735,0.8174160855388427,,125303000.0,1.5521284548604288,3.1060227594208016,for-profit
BAYFRONT HEALTH PUNTA GORDA (100047),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,263.43,23738822.0,33024695.0,,28340.0,,49426010.0,,4192765.0,58117655.0,1761.0,12343692.0,,10803270.0,22399844.0,,596303299.0,FL,4142922.0,3676637.0,,14012249.0,12096.0,24156.0,1609554.0,23003976.0,,,4173.0,2.0,,20665927.0,2023-10-01 00:00:00,72757224.0,3263.0,,,55.0,11.0,2024-09-30,66.0,15095245.0,760206.0,2023,2024,16401315.0,,1761.0,0.14848381241153455,10490102.0,0.1441795250462002,0.6358885457753548,1.424207443823455,0.5360621938190531,7.418228250753133e-05,2.013539463146705,0.6681642924444032,0.3318357075555967,,16401315.0,1.472043242009622,3.1628108114875446,for-profit
BAYHEALTH HOSPITAL  KENT CAMPUS (080004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,67.91,1883.0,167964000.0,480704000.0,,-73572.0,,1942884000.0,,46149009.0,507893993.0,80378000.0,82040783.0,,52367928.0,241157261.0,,1875012086.0,DE,43246901.0,22990139.0,,88044458.0,77885.0,101105.0,18458000.0,136944000.0,7987595.0,,25627.0,1.0,,105463274.0,2024-07-01 00:00:00,716050869.0,15036.0,,99572.0,185.0,92.0,2025-06-30,277.0,268944000.0,18196000.0,2024,2024,1462180000.0,,80378000.0,0.07313436833494018,52367928.0,0.07313436833494018,1.601200257197971,1.6056412564597176,1.382974923197828,0.4785430211235741,0.328758429194764,0.24741775628395726,0.7525822437160428,9.434387572229188,1462180000.0,0.3685504996695634,5.228785992814581,non-profit
BAYHEALTH HOSPITAL  SUSSEX CAMPUS (080009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,12.6,910.11,167964000.0,480704000.0,,-91990.0,,1942884000.0,,23982472.0,259776567.0,80378000.0,33499000.0,,69805969.0,114101744.0,,979571273.0,DE,23075661.0,21586716.0,,37035196.0,34669.0,46720.0,18458000.0,136944000.0,2100282.0,,11867.0,1.0,,59968508.0,2024-07-01 00:00:00,454987186.0,6741.0,,,118.0,10.0,2025-06-30,128.0,268944000.0,18196000.0,2024,2024,1462180000.0,,80378000.0,0.15342403291331375,69805969.0,0.15342403291331375,1.601200257197971,1.7094613667214402,1.382974923197828,0.4785430211235741,0.328758429194764,0.24741775628395726,0.7525822437160428,43.51448281706933,1462180000.0,0.23418134381671782,3.322432424932819,non-profit
BAYLOR ALL SAINTS MEDICAL CENTER (450137),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,94.22,1906.05,183929046.0,192906543.0,,422733.0,,915857703.0,,14126625.0,462703011.0,98.0,75799381.0,,119770462.0,182222119.0,,2034651950.0,TX,12975727.0,19943721.0,,87159658.0,113388.0,163968.0,9952034.0,360524669.0,,,18822.0,1.0,,176786704.0,2023-10-01 00:00:00,589926550.0,20058.0,,,361.0,39.0,2024-09-30,448.0,318649615.0,1105832.0,2023,2024,722951160.0,,98.0,0.20302605807451793,42773699.0,0.07250682140005396,1.7324594561317954,2.611307128728325,1.672339174748941,5.328141592165927e-07,0.2668320540491283,0.21062938311062063,0.7893706168893794,,722951160.0,0.6441246801414957,1.6363000946268118,non-profit
BAYLOR COUNTY HOSPITAL DISTRICT (451399),General Short Term,Governmental-Hospital District,,116.62,6207126.0,7986518.0,,,,23204625.0,,2737483.0,20444357.0,5025682.0,,,377655.0,9739178.0,,27920339.0,TX,2604636.0,1544721.0,,,1708.0,9125.0,300494.0,8660631.0,168779.0,,894.0,2.0,,,2024-07-01 00:00:00,16163567.0,155.0,,,25.0,,2025-06-30,25.0,13441065.0,264695.0,2024,2024,15218107.0,,5025682.0,0.023364582830015183,-4756875.0,-0.2942961166925593,2.165424868127375,2.4359144634731114,2.074370006344321,0.8096632805585064,0.5248036434492148,0.3441778524755302,0.6558221475244698,-19.031716031022818,15218107.0,0.6965666111820381,1.8663267145315394,govt
BAYLOR EMERGENCY MEDICAL CENTER (670062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,144.33,8021745.0,25833943.0,,,,157216257.0,,1706294.0,39159283.0,1992.0,416271.0,,9592772.0,12222416.0,,208493783.0,TX,1672083.0,1090284.0,,519376.0,688.0,14640.0,701296.0,-347058889.0,,,168.0,1.0,,12280387.0,2024-01-01 00:00:00,55151016.0,319.0,,,40.0,,2024-12-31,40.0,134250677.0,3001318.0,2024,2024,131382314.0,,1992.0,0.17393645114352926,9530965.0,0.17281576462707415,16.73584450764765,1.1960943660014125,16.274272368418593,0.00024832502155079726,0.19663181606011293,0.1643210663640211,0.8356789336359789,,131382314.0,0.3507971570649974,inf,for-profit
BAYLOR HEART AND VASCULAR HOSPITAL (450851),General Short Term (Acute Care Hospitals),Proprietary-Other,8.31,533.5,47028931.0,100570136.0,,236507.0,,230619006.0,,14651069.0,85228732.0,89466806.0,14722562.0,,57380162.0,32810920.0,,558575954.0,TX,14356474.0,6139520.0,,15215672.0,6254.0,11825.0,12408334.0,45330531.0,,,1964.0,1.0,,33677597.0,2024-07-01 00:00:00,153335538.0,1736.0,,,55.0,,2025-01-31,55.0,127267618.0,-5597577.0,2024,2024,130048870.0,,89466806.0,0.3742130672929846,26142266.0,0.17049058777228798,2.7061558766879052,4.1066411226740405,2.4423111807495688,1.9023780489503366,0.7733257197851854,0.43608780448910617,0.5639121955108939,,130048870.0,0.6648868220340868,3.3826106735877417,for-profit
BAYLOR INSTITUTE FOR REHABILITATION (453036),Rehabilitation,Proprietary-Corporation,4.23,350.96,12446053.0,12914564.0,,,,-261196302.0,,518666.0,161500652.0,77341634.0,,,37171152.0,70432198.0,,400265696.0,TX,502384.0,1552702.0,,,32941.0,41245.0,,8399365.0,,,8449.0,1.0,,63872656.0,2024-07-01 00:00:00,195813103.0,1620.0,,,92.0,,2025-06-30,113.0,89397338.0,1145576.0,2024,2024,-12914564.0,,77341634.0,0.18982974801231764,-4281625.0,-0.02186587584999355,7.182786221463142,9.803942422549543,,6.214149497836784,-1.0,inf,-inf,,-12914564.0,inf,23.312846030622552,for-profit
BAYLOR INSTITUTE FOR REHABILITATION (673046),Rehabilitation,Proprietary-Corporation,,179.53,5256842.0,22808194.0,,,,60031366.0,,2203.0,30306597.0,,,,5960815.0,18933685.0,,54398279.0,TX,2159.0,467813.0,,,14959.0,16060.0,,3247531.0,,,6321.0,1.0,,18738785.0,2024-07-01 00:00:00,37921584.0,1082.0,,,44.0,,2025-06-30,44.0,3260119.0,337978.0,2024,2024,37223172.0,,0.0,0.15718792231885673,4451007.0,0.11737397361882351,0.620166822590445,1.6985441068991611,,0.0,0.6127418157700263,0.37993794777216966,0.6200620522278304,,37223172.0,0.6316961702987068,11.677050657869009,for-profit
BAYLOR MEDICAL CENTER - GRAPEVINE (450563),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,1132.07,18405974.0,21232029.0,,-61705.0,,1769994690.0,,17248406.0,291453198.0,,39060596.0,,228886762.0,111816705.0,,1545589893.0,TX,16850485.0,15949929.0,,45297603.0,67278.0,105485.0,8479481.0,105553238.0,,,18261.0,1.0,,115258730.0,2024-07-01 00:00:00,431029917.0,13916.0,,,247.0,42.0,2025-06-30,289.0,1614822034.0,62824897.0,2024,2024,1748762661.0,,0.0,0.5310229127320645,102021614.0,0.23669265166111428,87.7335822597598,18.170187570622453,83.859602105273,0.0,0.012141172426370785,0.011995532596767281,0.9880044674032327,,1748762661.0,0.24352045768001712,4.083530976093789,non-profit
BAYLOR MEDICAL CENTER AT FRISCO (450853),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,481.36,19645357.0,118781697.0,,38345.0,,179258285.0,,9631230.0,134718248.0,54503095.0,2463632.0,,31906083.0,44110207.0,,481653187.0,TX,9438602.0,9636211.0,,2795802.0,13084.0,24888.0,5127599.0,30037970.0,5107266.0,,405.0,1.0,,47856845.0,2024-01-01 00:00:00,180951188.0,3162.0,,,60.0,,2024-12-31,68.0,78347262.0,1569817.0,2024,2024,60476588.0,,54503095.0,0.1763242527039944,40238975.0,0.222374748929529,3.988080338779285,6.444251025827629,3.647164365605573,2.7743499392757283,1.9640938903497664,0.6626287705474813,0.33737122945251874,9.765535219822112,60476588.0,1.009443931698889,6.024081787151395,for-profit
BAYLOR MEDICAL CENTER AT IRVING (450079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1008.18,23245386.0,154749973.0,,63997.0,,936581884.0,,7486303.0,252792537.0,36197.0,27000398.0,,80850403.0,100659119.0,,1272117568.0,TX,7300885.0,20975408.0,,30164168.0,61242.0,98185.0,5823519.0,91978789.0,,,10004.0,1.0,,104654422.0,2024-07-01 00:00:00,291804114.0,12532.0,,,219.0,14.0,2025-06-30,269.0,703364415.0,8518675.0,2024,2024,781831911.0,,36197.0,0.27707081264796696,-17204977.0,-0.05896070745596137,30.258237699300842,7.436546289229183,29.641246697301565,0.0015571692378005683,0.19793253616633205,0.16522845000918254,0.8347715499908175,,781831911.0,0.3115628424860714,3.172515285018593,non-profit
BAYLOR MEDICAL CENTER AT MCKINNEY (670082),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,967.52,23328329.0,87540459.0,,120985.0,,510298655.0,,11681426.0,258045199.0,,34508421.0,,91452281.0,100864833.0,,1307796086.0,TX,11394644.0,14212359.0,,39468992.0,59274.0,70080.0,4363653.0,89912143.0,,,13985.0,1.0,,104040638.0,2024-07-01 00:00:00,356328503.0,11479.0,,,163.0,16.0,2025-06-30,192.0,332634861.0,3273802.0,2024,2024,422758196.0,,0.0,0.2566516016261545,55703464.0,0.15632615278043024,14.258837870470705,7.7744284213412795,13.93144815473067,0.0,0.207069809239133,0.17154750094334464,0.8284524990566554,,422758196.0,0.6982744310780126,3.9630742979844222,non-profit
BAYLOR MEDICAL CENTER AT TROPHY CLUB (450883),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,163.39,9525371.0,18198400.0,,,8922.0,37816504.0,,4940795.0,56797559.0,7159378.0,2195756.0,,20079871.0,13367778.0,,194324067.0,TX,4841980.0,2676989.0,,2407159.0,1476.0,7686.0,2478849.0,19085053.0,19484.0,,315.0,1.0,,14210642.0,2024-01-01 00:00:00,79173376.0,581.0,,,21.0,,2024-12-31,21.0,20664560.0,130167.0,2024,2024,19618104.0,,7159378.0,0.25361898171425706,20652045.0,0.260845830295275,2.1694231122336336,4.93203109884119,1.8955213397987334,0.7516114595431506,0.9276329659583821,0.48122904221923846,0.5187709577807615,1197.3431533566004,19618104.0,2.093619653471934,4.14844936506071,for-profit
BAYLOR MEDICAL CENTER AT UPTOWN (450422),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,180.02,9571915.0,24196362.0,,,,34445823.0,,7040472.0,58097865.0,2716006.0,1335370.0,,15728534.0,14068878.0,,208168524.0,TX,6899663.0,3053815.0,,1522331.0,823.0,8784.0,1976842.0,24073082.0,1551442.0,,171.0,1.0,,14786777.0,2024-01-01 00:00:00,84448949.0,377.0,,,24.0,,2024-12-31,24.0,16560494.0,195069.0,2024,2024,10249461.0,,2716006.0,0.1862490201032579,21952393.0,0.25994868213220745,1.730112939782687,5.107591949991198,1.5032083966479017,0.2837474005985218,2.360744823557063,0.7024469120682644,0.29755308793173557,16.11804244051663,10249461.0,2.4516455594630444,3.508023982969858,for-profit
BAYLOR MEDICAL CENTER AT WAXAHACHIE (450372),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,8.32,830.58,35033177.0,37471609.0,,30360.0,,520506975.0,,15005472.0,232134142.0,23148.0,23967041.0,,75934402.0,80062272.0,,1199430913.0,TX,14540074.0,8856823.0,,27174501.0,41806.0,44895.0,6961036.0,83094889.0,,,9623.0,1.0,,81982271.0,2024-07-01 00:00:00,305891261.0,8557.0,,,111.0,12.0,2025-06-30,123.0,295170823.0,15970010.0,2024,2024,483035366.0,,23148.0,0.24823985409638755,34617181.0,0.11316825752665095,8.42546546663467,4.540051820021918,7.770913183237706,0.0006607450988530101,0.07757529083284556,0.07199059916536181,0.9280094008346382,,483035366.0,0.5876794657746901,3.6812283484727923,non-profit
BAYLOR ORTHOPEDIC AND SPINE HOSPITAL (670067),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,241.44,13761120.0,34805740.0,,,,59214933.0,,5955658.0,75664172.0,14784853.0,7834785.0,,67416930.0,18033401.0,,419754529.0,TX,5837214.0,3495419.0,,8888109.0,3402.0,8784.0,2120690.0,34765390.0,1714324.0,,1075.0,1.0,,19243486.0,2024-01-01 00:00:00,151046421.0,1777.0,,,24.0,,2024-12-31,24.0,36788102.0,100184.0,2024,2024,24409193.0,,14784853.0,0.4463325218410835,66881825.0,0.44278986921510705,2.673336327275687,8.508026599579104,2.5119487367307314,1.0743931453253805,1.4259275183739175,0.5877865301308371,0.4122134698691629,41.05247549471395,24409193.0,2.5508163793751146,4.344735410705877,for-profit
BAYLOR S&W MEDICAL CENTER - PLANO (450890),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,751.12,30249014.0,34013763.0,,311652.0,,1297647552.0,,11824471.0,225761924.0,26.0,32402688.0,,228111703.0,76954341.0,,996470785.0,TX,11543191.0,9918655.0,,36847014.0,40139.0,54900.0,8763403.0,63482683.0,,,14141.0,1.0,,78271333.0,2024-01-01 00:00:00,294982461.0,8276.0,,,128.0,22.0,2024-12-31,150.0,170634681.0,401583.0,2024,2024,1263633789.0,,26.0,0.7733059864871085,31592350.0,0.1070990793584843,5.64099976944703,9.639798903858486,5.3380151498491815,8.595321487173103e-07,0.026917421246639362,0.026211865423378073,0.9737881345766219,,1263633789.0,0.22732093976161563,4.646660271116771,non-profit
BAYLOR SCOTT & WHITE - MARBLE FALLS (670108),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,485.99,19356091.0,99827036.0,,-2039.0,,119226687.0,,18105087.0,134617607.0,25387.0,8067160.0,,6341986.0,76498677.0,,688301506.0,TX,17743480.0,8191653.0,,8934923.0,10233.0,16790.0,3052198.0,41171772.0,,,2924.0,2.0,,52313598.0,2024-06-01 00:00:00,179687744.0,2640.0,,,38.0,8.0,2025-05-31,46.0,29149893.0,-38292.0,2024,2024,19399651.0,,25387.0,0.03529448285577006,-8244759.0,-0.045883813867683705,1.505980365560381,2.456030249082834,1.3482936714856322,0.0013115768054613919,5.145816076794371,0.8372876787224659,0.16271232127753413,,19399651.0,1.5071100985973047,4.364343220398675,non-profit
BAYLOR SCOTT & WHITE CONTINUING CARE (452105),General Long Term,Voluntary Nonprofit-Other,,99.86,1476725.0,15466333.0,,,,17651273.0,,2546.0,24098633.0,,,,-4192384.0,12864577.0,,64499255.0,TX,2467.0,761193.0,,,7914.0,9150.0,321771.0,13324345.0,,,1755.0,1.0,,10476467.0,2024-01-01 00:00:00,16624204.0,547.0,,,25.0,,2024-12-31,25.0,7038864.0,2078327.0,2024,2024,2184940.0,,0.0,-0.25218554825241557,-8214740.0,-0.49414335868351955,4.766536762091791,6.183762041002895,3.1412524335946097,0.0,7.078607650553333,0.8762162932951069,0.12378370670489318,,2184940.0,0.9418133185068295,1.2476563763547102,non-profit
BAYLOR SCOTT & WHITE MC- LAKE POINTE (450742),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,854.15,56597383.0,95352980.0,,40236.0,,659379225.0,,10267518.0,217413622.0,114.0,25601386.0,,93065762.0,88509224.0,,1240918413.0,TX,9983121.0,8857912.0,,28628227.0,44270.0,59860.0,4451156.0,85774630.0,,,9690.0,1.0,,91016894.0,2024-06-01 00:00:00,298227467.0,9409.0,79545.0,,128.0,14.0,2025-05-31,164.0,369987584.0,85624.0,2024,2024,564026245.0,,79659.0,0.3120630132971622,55138586.0,0.18488768507697514,6.537185367740413,3.1598723566423557,6.4570265377817915,2.0142274069456532e-06,0.16905770049760716,0.14461022790034067,0.8553897720996594,,564026245.0,0.4522852035564208,3.47687267202435,non-profit
BAYLOR SCOTT & WHITE PFLUGERVILLE (670128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,163.18,14468786.0,65214426.0,,,28294.0,90522375.0,,2299320.0,46397068.0,4452.0,1889208.0,,8337705.0,17314754.0,,268985752.0,TX,2253993.0,3792041.0,,2829372.0,4412.0,9150.0,1393677.0,18077745.0,,,811.0,1.0,,18082817.0,2023-10-01 00:00:00,55977162.0,1329.0,,,25.0,,2024-09-30,25.0,-5697694.0,5607233.0,2023,2024,25307949.0,,4452.0,0.1489483336079096,6775068.0,0.12103271687835836,0.0,1.8259930031448388,-0.4838629861551619,0.00030769685860306456,2.5768356811529847,0.7204232765656005,0.2795767234343995,,25307949.0,0.6183792902031128,3.096468171223789,non-profit
BAYLOR SCOTT & WHITE WMC - BRENHAM (451397),General Short Term,Voluntary Nonprofit-Other,,164.91,5184652.0,6080195.0,,,,35760717.0,,-2740949.0,38009933.0,5335.0,,,6717468.0,16966028.0,,248467266.0,TX,-1873011.0,1848396.0,,,4297.0,9150.0,1154005.0,17289052.0,,,1322.0,2.0,,16923874.0,2024-01-01 00:00:00,47576389.0,1093.0,,,25.0,,2024-12-31,25.0,16308750.0,4240.0,2024,2024,29680522.0,,5335.0,0.14119331334708904,3677680.0,0.07730052820948644,3.1455823843143187,4.631333983457328,2.922183591106983,0.001028998667605849,0.20485471919934561,0.17002441533820478,0.8299755846617952,,29680522.0,1.3304092588523881,2.7518217308849553,non-profit
BAYLOR SCOTT AND WHITE MC AT SUNNYVA (670060),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,318.43,33349622.0,56229788.0,,-54387.0,,74002813.0,,2934653.0,89938889.0,22132238.0,9560141.0,,13795673.0,29287080.0,,627917330.0,TX,2875957.0,1431711.0,,10658518.0,21180.0,25620.0,1453149.0,115431130.0,726930.0,,4651.0,1.0,,33790896.0,2024-01-01 00:00:00,111838202.0,4421.0,,,62.0,8.0,2024-12-31,70.0,36525104.0,253816.0,2024,2024,17773025.0,,22132238.0,0.12335385184393433,14194357.0,0.12691868025560712,1.0952179308059324,4.556526937546699,1.0440339923492985,0.6636428442877104,3.1637713895074135,0.7598331160735742,0.24016688392642588,21.495973477501273,17773025.0,1.5112696053864871,0.9688738384524175,for-profit
BAYLOR SURGICAL HOSPITAL AT FT WORTH (450880),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,249.54,15536385.0,38327970.0,,,,54493393.0,,9968992.0,91283075.0,15233628.0,7314766.0,,25973502.0,20528160.0,,315733119.0,TX,9768574.0,3655121.0,,8020310.0,2769.0,10980.0,3126386.0,21773955.0,4817.0,,751.0,1.0,,22305446.0,2024-01-01 00:00:00,122888002.0,1284.0,,,26.0,4.0,2024-12-31,30.0,32401633.0,330563.0,2024,2024,16165423.0,,15233628.0,0.2113591365900798,25170215.0,0.20482239592437998,2.0855323165588393,4.0537798850890985,1.8630256652367974,0.9805130344027906,2.3709846627582833,0.7033507713494735,0.2966492286505265,5984.08470002076,16165423.0,2.255099108987396,5.643807108079354,for-profit
BAYLOR SURGICAL HOSPITAL LAS COLINAS (450874),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,133.43,7593959.0,7593959.0,,,,27642277.0,,3676640.0,47681263.0,5560998.0,2571523.0,,22512126.0,12143260.0,,166741404.0,TX,3603108.0,2590276.0,,2859004.0,1226.0,7320.0,1529881.0,13118599.0,3587.0,,226.0,1.0,,13158763.0,2024-01-01 00:00:00,72577766.0,649.0,,,20.0,,2024-12-31,20.0,15220445.0,235544.0,2024,2024,20048318.0,,5560998.0,0.31017937366658543,23534383.0,0.32426436217394733,2.0042832730595466,5.627704337092155,1.7718057208367861,0.7322923392133142,0.37878284851626953,0.2747226286749098,0.7252773713250902,7283.149986060775,20048318.0,2.625607362229964,5.532432693460636,for-profit
