Hospital,Hospital type,Control type,REIMBURSEMENT SETTLEMENT: Subtotal,IPPS Interim payment,Urban (1) and Rural (2) Indicator,NUMBER OF BEDS: Adults & Pediatrics,Total Costs,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total cost of charity care,Number of Interns & Residents,Cost of Uncompensated Care,Cost To Charge Ratio,NUMBER OF BEDS: Total Hospital,HAC reduction adjustment amount,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,State,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total discharges,REIMBURSEMENT SETTLEMENT: Interim payments,FTE Employees on Payroll,Total Salaries,IPPS Payment amount (unadjusted),Fiscal Year End Date,Net Revenue from Medicaid,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),BALANCE SHEET: Total Assets (G_C1THRU4_36),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Total Bad Debt expense,Total Inpatient Days,HVBP payment adjustment amount,Total Liabilities,"Donations, Land Improvements",BED DAYS: Total Hospital,Total Days Title XVIII,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
CGH MEDICAL CENTER (140043),General Short Term (Acute Care Hospitals),Governmental-City,25233248.0,13438504.0,2.0,87.0,188226608.0,,69417037.0,29550130.0,,1212.7,,,95.0,89218.0,3493513.0,1219034.0,,IL,,71075455.0,15138064.0,3824.0,24918744.0,,116991956.0,15064427.0,2024-04-30,,2023-05-01 00:00:00,8.0,272685286.0,276624618.0,10480179.0,42882992.0,5325385.0,1010834101.0,30180982.0,,15092.0,-100254.0,132096092.0,,34770.0,5427.0,2023,2023,144528526.0,,30180982.0,0.055514781241258464,-2572487.0,-0.00943390469553975,1.6574276113942796,1.8271666538566151,1.4517773619900403,0.7037984196625087,0.9139793759468633,0.4775283304684039,0.5224716695315961,6.486851064039231,144528526.0,0.9857592862541251,9.227887863775896,govt
CHADRON COMMUNITY HOSPITAL (281341),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,5107360.0,,2.0,25.0,28154934.0,,,8854392.0,,128.7,,,25.0,,256736.0,440853.0,,NE,,12861658.0,-1875604.0,448.0,5204898.0,,10084115.0,,2023-09-30,,2022-10-01 00:00:00,,25374047.0,29164939.0,2216587.0,3727650.0,518610.0,38654360.0,5237996.0,,2043.0,,15232103.0,,9125.0,1257.0,2022,2023,13932836.0,,5237996.0,-0.07391820469158901,-7421830.0,-0.2924968965336905,3.450339490027229,3.27734202513648,3.2423408850079807,1.4051737689965529,1.0932521562731379,0.5222744679836292,0.47772553201637075,-11.807207844791801,13932836.0,0.8700188606600548,2.865701789575162,non-profit
CHAMBERS COUNTY HOSPITAL (451320),General Short Term (Critical Access Hospitals),Governmental-Hospital District,1157735.0,,1.0,14.0,13354297.0,6214636.0,,3615169.0,,70.44,,,14.0,,,154457.0,,TX,,21612265.0,-1495735.0,72.0,1135169.0,,5937968.0,,2023-09-30,,2022-10-01 00:00:00,,8971752.0,32650942.0,453929.0,8597256.0,123963.0,20668414.0,1112786.0,,506.0,,12319593.0,,5110.0,145.0,2022,2023,20331349.0,,7327422.0,-0.1667160438674631,-7165975.0,-0.7987263803101111,2.513856165269477,0.4784414934253441,,0.12943501973187724,0.6059407568086111,0.3773120236469747,0.6226879763530253,-43.455757913205616,20331349.0,0.27477773841869557,2.4816964296828172,govt
CHAMBERS MEMORIAL HOSPITAL (040011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1306870.0,3822564.0,2.0,30.0,18971195.0,,7603534.0,12125141.0,,145.33,,,30.0,,34335.0,358294.0,,AR,,13737369.0,448978.0,1532.0,1272959.0,,11628527.0,3602269.0,2024-06-30,,2023-07-01 00:00:00,,22633001.0,34263488.0,1387574.0,2423493.0,309269.0,55870182.0,8432994.0,,5218.0,74700.0,7665958.0,,10980.0,2377.0,2023,2023,26597530.0,,8432994.0,0.01983731631523367,-1300808.0,-0.05747395142164311,5.668417032770468,8.66811375151486,5.526636553107436,3.4796857263462284,0.28822067312265465,0.22373548192174714,0.7762645180782528,0.24216425616951442,26597530.0,0.6605574131857211,1.8666175510866223,non-profit
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL (330250),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36557173.0,42097111.0,2.0,265.0,407308275.0,4169703.0,83123629.0,184226451.0,,1753.6,,,286.0,,1087855.0,2608327.0,,NY,,93059000.0,-34385636.0,7602.0,36200599.0,18.31,155536464.0,44851457.0,2023-09-30,,2022-10-01 00:00:00,21.0,394376525.0,201324000.0,13159303.0,114301086.0,7651595.0,1246775060.0,7922016.0,,55612.0,,197242919.0,,104390.0,20714.0,2022,2023,4081081.0,,12091719.0,-0.08718986506613191,-62141079.0,-0.15756789530005622,0.814156743882556,1.3900525232104968,0.7376968404307199,0.06930831785797731,48.33104733770293,0.9797287904075024,0.020271209592497664,-18.779001252527003,4081081.0,1.9589146102799468,2.140716074479446,non-profit
CHANDLER REGIONAL MEDICAL CENTER (030036),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31677356.0,91128354.0,2.0,321.0,627035215.0,,226919018.0,910749864.0,,2351.02,,,429.0,,783793.0,9394395.0,,AZ,,678788196.0,69305816.0,31986.0,30964243.0,8.95,237198829.0,103359744.0,2023-12-31,,2023-01-01 00:00:00,80.0,763727931.0,1344595315.0,26205939.0,72919890.0,23966635.0,4721938319.0,495481356.0,,135027.0,-295572.0,268072165.0,,156585.0,29100.0,2023,2023,1076523150.0,,495481356.0,0.09074673478191804,32894536.0,0.04307101346539596,9.308683762413795,20.23504198922955,8.969264325549586,6.794872510092925,0.24901662820720577,0.19937014654851745,0.8006298534514825,6.291035771861839,1076523150.0,0.567998357929724,0.8385704584634448,non-profit
CHAPMAN GLOBAL MEDICAL CENTER (050745),General Short Term (Acute Care Hospitals),Proprietary-Corporation,339686.0,5055076.0,1.0,63.0,55819141.0,,16900244.0,79699986.0,,161.76,,,75.0,,502574.0,,,CA,,36353729.0,-3778453.0,1767.0,361263.0,,21599469.0,5538784.0,2023-12-31,,2023-01-01 00:00:00,12.0,53345424.0,39673377.0,106866.0,25398766.0,593631.0,232184928.0,3863974.0,,5754.0,-760.0,25398766.0,,27375.0,1816.0,2023,2023,14274611.0,,3863974.0,-0.07082993660337202,-4081663.0,-0.07651383556347775,1.4313187105231806,3.141314306372207,1.3881589365404603,0.15213235162684674,1.7792965426518452,0.6401967243675778,0.3598032756324222,,14274611.0,1.3446151559016517,0.6693278967451763,for-profit
CHARLES A DEAN MEMORIAL HOSPITAL (201301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1940843.0,,2.0,25.0,20169025.0,,,3872918.0,,106.62,,,25.0,,22582.0,,,ME,,19451120.0,239740.0,144.0,2352588.0,,10980451.0,,2023-09-30,,2022-10-01 00:00:00,,19057110.0,47412250.0,603450.0,7501430.0,130967.0,26154099.0,10582806.0,,4019.0,,28367209.0,,9125.0,361.0,2022,2023,19045041.0,,10582806.0,0.012580081659810958,-3419580.0,-0.17943854026135128,2.592988270236475,1.977657726593463,2.5725189730491387,1.4107718128410183,1.4894800699037614,0.5983096984429129,0.401690301557087,,19045041.0,0.40194485602349606,4.920607665847818,non-profit
CHARLES A. CANNON MEMORIAL HOSPITAL (341323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1777269.0,,2.0,23.0,16859911.0,,,2628562.0,,131.06,,,23.0,,,,,NC,,4705168.0,-1392575.0,217.0,1709168.0,,6971186.0,,2023-06-30,,2022-10-01 00:00:00,,15969403.0,8772388.0,1336552.0,1516113.0,651168.0,41055261.0,981232.0,,1213.0,,6254551.0,,6279.0,640.0,2022,2023,2517837.0,,981232.0,-0.08720269630618001,-3865838.0,-0.2420778034094324,3.1034414980941394,1.4624365070413616,,0.647202418289402,2.484096865682727,0.7129815735464505,0.28701842645354947,,2517837.0,1.8204168579866737,6.075338150669453,non-profit
CHARLES A. CANNON MEMORIAL HOSPITAL (341323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2247871.0,,2.0,23.0,23165070.0,,,8676438.0,,134.52,,,23.0,,68826.0,,,NC,,15379880.0,2800359.0,384.0,2367399.0,,11351293.0,,2024-06-30,,2023-07-01 00:00:00,,26613304.0,35805137.0,1622126.0,29006413.0,744627.0,58479705.0,9084405.0,,1595.0,,33169476.0,,8418.0,694.0,2023,2023,2635661.0,,9084405.0,0.10522402629902698,-1001405.0,-0.03762798486050436,0.530223437141297,0.7088502118479799,0.5021795352634605,0.31318608750416677,12.584879466668893,0.9263887469554997,0.0736112530445003,,2635661.0,0.7432817251893213,3.0673075748365863,non-profit
CHARLES COLE MEMORIAL HOSPITAL (391313),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3427910.0,,2.0,21.0,89129531.0,,,25234873.0,,310.16,,,25.0,,,,,PA,,5786381.0,-11509992.0,883.0,3666575.0,,43162275.0,,2024-06-30,,2023-07-01 00:00:00,4.0,87733105.0,43112791.0,1581411.0,4657781.0,836714.0,201532153.0,1135289.0,,3459.0,,4679418.0,,9150.0,1076.0,2023,2023,38433373.0,,1135289.0,-0.13119325937455423,-14706716.0,-0.16763017791288704,1.2423042216883962,3.2086703947652326,,0.2437403132521688,0.12175402871873879,0.1085389716476486,0.8914610283523514,,38433373.0,2.0349669544706583,3.476661245729273,non-profit
CHARLESTON AREA MEDICAL CENTER  INC. (510022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,58228739.0,131303114.0,1.0,647.0,1174747603.0,,443443721.0,,,6948.88,,,803.0,34563.0,,,,WV,,,-1776752501.0,32552.0,57653526.0,180.2,665413149.0,148954807.0,2023-12-31,,2023-01-01 00:00:00,80.0,,,38119843.0,,,5124950734.0,,,189046.0,-259803.0,,,281991.0,45865.0,2023,2023,,,0.0,,,,,,,,,,,,,,,non-profit
CHARLESTON SURGICAL HOSPITAL (510091),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4499427.0,407430.0,1.0,7.0,24150887.0,,7331305.0,6639067.0,,118.8,,,7.0,,32380.0,277785.0,,WV,,10987534.0,6840672.0,103.0,4482530.0,,9729996.0,460545.0,2023-12-31,,2023-01-01 00:00:00,,33701544.0,85686382.0,971420.0,3424848.0,84401.0,66236702.0,7311209.0,,194.0,,7475952.0,,2555.0,46.0,2023,2023,78210430.0,,7311209.0,0.20297800005839495,6284098.0,0.18646320773908756,3.208181501777597,6.070619192442993,3.174083346180619,2.1347543015047674,0.09558766011131764,0.08724784295362127,0.9127521570463787,26.11918570117177,78210430.0,0.3933127203340199,5.076247008804098,for-profit
CHARLOTTE HUNGERFORD HOSPITAL (070011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11860210.0,18091894.0,1.0,98.0,149806485.0,,57065243.0,39830228.0,,809.05,,,108.0,,270664.0,,,CT,,21182342.0,-9919209.0,5283.0,11687444.0,,88982714.0,20572966.0,2023-09-30,,2022-10-01 00:00:00,10.0,173287000.0,187307660.0,8156407.0,20337776.0,4482254.0,538365928.0,1148441.0,,23824.0,,46110015.0,,35263.0,7225.0,2022,2023,141197645.0,,1148441.0,-0.05724150686433489,-16476897.0,-0.09508443795553043,1.0415269594866223,1.527180749753562,0.8078279552297164,0.05646836704268943,0.32656362646841597,0.24617260714270842,0.7538273928572916,,141197645.0,0.9251463608055325,4.350640423147967,non-profit
CHASE COUNTY COMMUNITY HOSPITAL (281351),General Short Term (Critical Access Hospitals),Governmental-County,2554910.0,,2.0,15.0,13536229.0,,,4040274.0,,68.47,,,15.0,,147066.0,54893.0,,NE,,5451667.0,-316708.0,108.0,2675927.0,,5737239.0,,2024-06-30,,2023-07-01 00:00:00,,13398319.0,12010954.0,889031.0,1251869.0,467586.0,19362431.0,1842679.0,,844.0,,1792446.0,,5490.0,567.0,2023,2023,10218508.0,,1842679.0,-0.02363789069360119,-1292905.0,-0.09649755316319905,4.354822269742281,4.446347820738432,3.8638347942156885,1.4719423517955952,0.175411713725722,0.14923427398023503,0.850765726019765,-7.357477273969359,10218508.0,1.1155083101642052,3.3161906840971676,govt
CHATHAM HOSPITAL  INC (341311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,541448.0,,2.0,21.0,32126110.0,,,9031970.0,,154.0,,,25.0,,573647.0,237579.0,,NC,,19608271.0,-3649380.0,1054.0,752368.0,,14157027.0,,2024-06-30,,2023-07-01 00:00:00,4.0,50348880.0,40597678.0,1203449.0,8731254.0,735926.0,118860714.0,10136611.0,,4363.0,,53003316.0,,9150.0,827.0,2023,2023,-12405638.0,,10136611.0,-0.07248185063898144,668719.0,0.013281705571206351,2.245756566009877,2.404531811810766,2.095769748537839,1.1609570629831638,-4.272518350124355,1.305575062692009,-0.3055750626920091,7.880191431060826,-12405638.0,1.2401911262018483,5.574518073022829,non-profit
CHATUGE REGIONAL HOSPITAL (111324),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2502718.0,,2.0,25.0,33659840.0,,,14302792.0,,146.57,,,25.0,,1134946.0,4133.0,,GA,,7272308.0,1036804.0,314.0,1923559.0,,16645719.0,,2024-04-30,,2023-05-01 00:00:00,,34554267.0,10823589.0,861649.0,-4275968.0,665109.0,60853448.0,277815.0,,6120.0,,-2996121.0,,9150.0,3617.0,2023,2023,10823589.0,,277815.0,0.03000509314811974,-204412.0,-0.00591568039918196,inf,inf,inf,inf,0.0,0.0,1.0,159.02177594967335,10823589.0,3.192496222833295,2.41591061381582,non-profit
CHCO - COLORADO SPRINGS (063303),Childrens,Voluntary Nonprofit-Other,34266.0,,1.0,51.0,250725672.0,,,86030086.0,,1029.38,,,117.0,,,4012979.0,,CO,,40847934.0,-27694441.0,3752.0,41683.0,,95588530.0,,2023-12-31,,2023-01-01 00:00:00,16.0,243169786.0,229531350.0,4740081.0,189609340.0,2013012.0,826897820.0,317703.0,,27557.0,,286546006.0,,43469.0,18.0,2023,2023,-57014656.0,,317703.0,-0.11388931764738239,-31448069.0,-0.1293255610300204,0.21543207734386924,0.30933786278671715,,0.0016755661930999812,-5.0258306565946835,1.248395942427908,-0.248395942427908,-6.655401884734507,-57014656.0,1.0594186197223168,2.8265668129170534,non-profit
CHELSEA COMMUNITY HOSPITAL (230259),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,16746137.0,10859529.0,1.0,73.0,146978514.0,48311682.0,61326612.0,78921192.0,,814.62,,,79.0,,81308.0,,,MI,,79610087.0,7800319.0,4423.0,16556308.0,,77741950.0,11809950.0,2024-06-30,,2023-07-01 00:00:00,6.0,192821797.0,173332357.0,3297611.0,35794255.0,3893704.0,688760007.0,363565.0,,13479.0,263196.0,38614001.0,,28914.0,4392.0,2023,2023,134718356.0,,48675247.0,0.04045351262855412,-9037908.0,-0.04687181709026392,2.224102359442877,2.305778874291419,2.1130506836921175,0.010157076882868495,0.2866276144284302,0.22277433751160494,0.7772256624883951,,134718356.0,1.112439710261368,2.443219522077163,non-profit
CHENANGO MEMORIAL HOSPITAL (330033),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3481817.0,4046054.0,2.0,53.0,70712102.0,136324.0,26682505.0,9051784.0,,311.3,,,58.0,10708.0,1842037.0,,,NY,,28872562.0,3782477.0,1056.0,3488684.0,,25804466.0,3717028.0,2023-12-31,,2023-01-01 00:00:00,5.0,89999249.0,99102707.0,4836499.0,20892802.0,859916.0,215551549.0,16982501.0,,4106.0,,38358266.0,,21170.0,1206.0,2023,2023,60744441.0,,17118825.0,0.042027872921472934,-445532.0,-0.004950396863867164,1.381938238825027,1.427130836735063,1.2526136513426969,0.812839800042139,0.6314695693717883,0.38705568355463793,0.6129443164453621,,60744441.0,0.9081411772132522,9.942708420793073,non-profit
CHEROKEE INDIAN HOSPITAL (340156),General Short Term (Acute Care Hospitals),Governmental- Federal,4809502.0,706981.0,2.0,34.0,52797869.0,,30983474.0,,,836.0,,,34.0,,,,,NC,,,-133142290.0,689.0,5520118.0,,55347671.0,670592.0,2023-09-30,,2022-10-01 00:00:00,,,,4772089.0,,,948834.0,,,3366.0,,,,12410.0,334.0,2022,2023,,,0.0,,,,,,,,,,,,,,,govt
CHEROKEE MEDICAL CENTER (010022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,611847.0,1095900.0,1.0,45.0,19441455.0,,7519661.0,-5767718.0,,76.06,,,45.0,,236866.0,,,AL,,3757424.0,1598156.0,985.0,598932.0,,9401335.0,1103943.0,2023-12-31,,2023-01-01 00:00:00,,15463745.0,6543570.0,-548834.0,1059103.0,198110.0,99245787.0,7739866.0,,4465.0,,1113705.0,,16425.0,594.0,2023,2023,5429865.0,,7739866.0,0.10334857435892793,993697.0,0.06425978959171921,3.547741815479703,8.816915824051108,3.1370395513939626,7.307944553079351,0.20510730929774498,0.17019837794965134,0.8298016220503487,,5429865.0,2.363197001025434,inf,non-profit
CHEROKEE MEDICAL CENTER (420043),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2181646.0,2412042.0,2.0,18.0,60277760.0,,14887323.0,6818939.0,,197.08,,,24.0,,312528.0,1079748.0,,SC,,9664776.0,2854153.0,1210.0,2236427.0,,25257848.0,3348086.0,2023-09-30,,2022-10-01 00:00:00,6.0,60139393.0,24794959.0,3035178.0,7123369.0,603715.0,243249141.0,,,4617.0,,7123369.0,,8760.0,1182.0,2022,2023,17671590.0,,0.0,0.04745895922162034,1512172.0,0.025144450659819597,1.3567703708736694,1.357937796006356,1.228145418270484,0.0,0.4030972312055678,0.28729101750077507,0.712708982499225,4.211491940712092,17671590.0,2.4254685397947218,8.819464875694004,for-profit
CHEROKEE NATION WW HASTINGS HOSPITAL (370171),General Short Term (Acute Care Hospitals),Governmental- Federal,38343422.0,7774384.0,2.0,52.0,155920476.0,,38167353.0,,,1049.0,,,52.0,,,,,OK,,,-200331606.0,2218.0,32106774.0,,59600026.0,7554519.0,2023-09-30,,2022-10-01 00:00:00,,,,10353482.0,,,1800942.0,,,7230.0,,,,18980.0,2397.0,2022,2023,,,0.0,,,,,,,,,,,,,,,govt
CHEROKEE REGIONAL MEDICAL CENTER (161362),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,6850403.0,,2.0,25.0,48032947.0,,,10263351.0,,209.4,,,25.0,,1020318.0,,,IA,,17910307.0,5178639.0,438.0,7117833.0,,21005413.0,,2023-12-31,,2023-01-01 00:00:00,,48996526.0,89221953.0,2724611.0,6986558.0,1011831.0,74345576.0,3158416.0,,1722.0,,7036882.0,,9125.0,937.0,2023,2023,82185071.0,,3158416.0,0.10569400369324143,-4596480.0,-0.0938123653909667,2.5635380111350967,2.6647699768612814,2.27267246618435,0.45207039002610444,0.08562238755016711,0.07886940112149304,0.9211305988785069,,82185071.0,0.5491532560377825,4.773930658709811,non-profit
CHERRY COUNTY HOSPITAL (281344),General Short Term (Critical Access Hospitals),Governmental-County,5374926.0,,2.0,25.0,30106316.0,,,11384435.0,,88.96,,,25.0,,388366.0,16801.0,,NE,,20085470.0,-681491.0,293.0,4783188.0,,11039470.0,,2024-03-31,,2023-04-01 00:00:00,,31226217.0,45399149.0,2490580.0,2087370.0,1262762.0,46668804.0,7007933.0,,1550.0,,2319713.0,,9150.0,977.0,2023,2023,43079436.0,,7007933.0,-0.02182432153084698,-2112193.0,-0.06764165508745423,9.622381274043413,8.543628585253213,8.831372492658225,3.3573027302299066,0.05384733913415208,0.05109595776784274,0.9489040422321573,22.521695137194214,43079436.0,0.6878150293081485,2.742886845065214,govt
CHERRY HOSPITAL (344026),Psychiatric,Governmental-State,527279.0,,1.0,314.0,119406189.0,,,2326985.0,,977.0,,,314.0,,,,,NC,,4337370.0,-3979822.0,436.0,746318.0,0.91,66303049.0,,2024-06-30,,2023-07-01 00:00:00,,5965046.0,118836773.0,4293240.0,899509.0,2010385.0,119408189.0,,,56531.0,,899509.0,,114924.0,1608.0,2023,2023,117937264.0,,0.0,-0.6671904961001139,-56860421.0,-9.532268653083312,4.821930631044269,55.6599878378093,,0.0,0.007627012612400437,0.00756928160612372,0.9924307183938763,,117937264.0,0.05019528761522328,2.5634226262739124,govt
CHESAPEAKE GENERAL HOSPITAL (490120),General Short Term (Acute Care Hospitals),Governmental-Other,23311066.0,51232734.0,2.0,274.0,396331721.0,,136811008.0,39243408.0,,1710.19,,,302.0,,7727183.0,3212735.0,,VA,,103296943.0,-1167193.0,15757.0,22993269.0,,137699796.0,57918520.0,2024-06-30,,2023-07-01 00:00:00,28.0,422646691.0,461735373.0,24541069.0,,7965496.0,1357755929.0,27468224.0,,88908.0,81571.0,204829986.0,,110532.0,28250.0,2023,2023,256905387.0,,27468224.0,-0.002761628151490721,-3063627.0,-0.007248671444111697,,,,,0.7972973567891747,0.4436090409733456,0.5563909590266545,6.685096031885605,256905387.0,0.915343973440822,10.769877351120984,govt
CHESHIRE MEDICAL CENTER (300019),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,30095727.0,18603200.0,2.0,59.0,230069726.0,,61039564.0,14344000.0,,737.46,,,86.0,154150.0,31563000.0,1319166.0,,NH,,61512000.0,-7935000.0,3559.0,29523265.0,,61416175.0,20415757.0,2024-06-30,,2023-07-01 00:00:00,27.0,260868000.0,159631000.0,10074064.0,38861000.0,,807036122.0,15605000.0,,18890.0,-18047.0,84014000.0,,31476.0,6156.0,2023,2023,75617000.0,,15605000.0,-0.030417682506095035,-49672817.0,-0.19041360764831256,1.5828722884125472,0.5381792285324618,,0.40155940402974705,1.1110464578071069,0.526301282332379,0.47369871766762095,-30.018021234628545,75617000.0,1.6341938595886765,18.186558839933074,non-profit
CHESTER RIVER HOSPITAL CENTER (210030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5810502.0,6385080.0,2.0,5.0,30506071.0,,11711759.0,2246000.0,,138.66,,,5.0,,,,,MD,,59263000.0,2941000.0,378.0,12768738.0,,12142329.0,6881541.0,2024-06-30,,2023-07-01 00:00:00,,47472748.0,79519000.0,2095667.0,3052000.0,567000.0,56321195.0,50277000.0,,1765.0,,6588000.0,,1830.0,1182.0,2023,2023,72931000.0,,50277000.0,0.061951332583485584,4894648.0,0.1031043747456962,19.41775884665793,19.244738204456095,,16.47346002621232,0.09033195760376246,0.08284812434764019,0.9171518756523598,,72931000.0,0.5969988053169683,21.136575244879786,non-profit
CHESTNUT HILL BENEVOLENT ASSOCIATION (221990),Religious Non-Medical,Voluntary Nonprofit-Church,,,1.0,20.0,6928843.0,,,482118.0,,12.83,,,20.0,,6639.0,,,MA,,4770025.0,1713060.0,27.0,,,3426440.0,,2023-12-31,,2023-01-01 00:00:00,,2911502.0,42672388.0,916263.0,1902670.0,5800.0,2834537.0,3009431.0,,1429.0,,1998511.0,,7300.0,768.0,2023,2023,40673877.0,,3009431.0,0.5883767210189105,-6396476.0,-2.196967750666151,2.5070164558226073,2.7354239043029005,2.500478800843026,1.581688364246033,0.04913500131792207,0.04683382143975631,0.9531661785602437,,40673877.0,0.06822917901852599,6.038982157894955,non-profit
CHESTNUT HILL HOSPITAL (390026),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6761218.0,29484635.0,1.0,114.0,111875518.0,,41184145.0,97057636.0,,451.21,,,128.0,263118.0,303552.0,,,PA,,54739447.0,-11738200.0,5100.0,6446769.0,59.72,45470888.0,32426064.0,2024-06-30,,2023-09-02 00:00:00,14.0,116714647.0,89146986.0,2088414.0,77443470.0,1884301.0,1540475014.0,5426332.0,,25487.0,-59646.0,84596451.0,,38784.0,9062.0,2023,2023,4550535.0,,5426332.0,-0.10057178170619836,-13140333.0,-0.11258512395620748,0.7068310213888918,1.171767845629851,0.6785800532956491,0.07006829626823281,18.590440684446992,0.9489546960118203,0.0510453039881797,,4550535.0,1.3092382842870314,1.2025292579761575,non-profit
CHEYENNE REGIONAL MEDICAL CENTER (530014),General Short Term (Acute Care Hospitals),Governmental-County,29190653.0,52614440.0,2.0,143.0,321204993.0,,127979101.0,165562332.0,,1533.94,,,159.0,,6555890.0,1462968.0,,WY,,106618421.0,53210119.0,8143.0,28865059.0,,157870779.0,55591779.0,2024-06-30,,2023-07-01 00:00:00,16.0,391860131.0,752186950.0,,46203627.0,9127431.0,1141169561.0,34154994.0,,33112.0,,161638140.0,,58194.0,13066.0,2023,2023,590548810.0,,34154994.0,0.13578855002220167,22557156.0,0.05756430474933925,2.307576870534428,5.791971093524757,1.9681376962029409,0.7392275502527107,0.2737083493572699,0.2148909124254283,0.7851090875745718,,590548810.0,0.5209610868680984,2.3668435100322216,govt
CHI FRANCISCAN REHABILITATION HOSPIT (503026),Rehabilitation,Proprietary-Partnership,,,1.0,60.0,23166925.0,,10163557.0,5359635.0,,112.7,,,60.0,,374614.0,,,WA,,6673568.0,7717602.0,1102.0,,,10897175.0,,2023-12-31,,2023-01-01 00:00:00,,31274142.0,33332943.0,302502.0,4363197.0,111474.0,61035654.0,1526534.0,,14174.0,,22486649.0,,21900.0,5702.0,2023,2023,10846294.0,,1526534.0,0.24677262129205654,7481520.0,0.23922382906619788,1.5295133362073727,3.3470345253721066,1.4181069523104275,0.34986593545970995,2.0732103518492124,0.6746073696522986,0.3253926303477014,,10846294.0,0.9382352467347392,5.8351253396919756,for-profit
CHI HEALTH - MISSOURI VALLEY (161309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2897587.0,,1.0,25.0,31082504.0,,,7803592.0,,98.73,,,25.0,,7462.0,,,IA,,5923238.0,6618382.0,303.0,3732848.0,,14638031.0,,2024-06-30,,2023-07-01 00:00:00,,36750417.0,48345341.0,738744.0,-27232604.0,356990.0,63674577.0,223794.0,,2351.0,,-27035355.0,,9150.0,840.0,2023,2023,48345341.0,,223794.0,0.18008998374086477,1810278.0,0.0492587063705971,inf,inf,inf,inf,0.0,0.0,1.0,,48345341.0,0.7601646040721897,4.709423173328386,non-profit
