Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
ADVANCED CARE HOSPITAL OF WHITE CO. (042011),General Long Term,Proprietary-Other,2018-10-01 00:00:00,,1446946.0,,,2019-09-30,,AR,77607.0,,2.0,5302389.0,2075.0,,,,,,,2623748.0,,27.0,12787308.0,518263.0,,27.0,9855.0,,58921.0,4170057.0,,1685227.0,125414.0,5081317.0,42.9,,590212.0,162.0,,,590212.0,,1948010.0,3419.0,2018,2019,1357798.0,,518263.0,0.3469847054848411,-1020201.0,-0.24464917386021343,2.855290980190169,12.313538186278828,2.5113111898775355,0.8780963450421204,0.43468321502903967,0.30298201754611115,0.6970179824538888,,1357798.0,2.1406753558759966,0.7864487120805358,for-profit
ADVANCED SPECIALTY HOSP. OF TOLEDO (362038),General Long Term,Proprietary-Partnership,2019-03-01 00:00:00,,-83188.0,,,2020-02-29,,OH,291619.0,,1.0,4140113.0,3030.0,,,,,,,4528636.0,820.0,40.0,34146944.0,-2562.0,,40.0,14640.0,,108109.0,12404585.0,782.0,4225234.0,,12270227.0,68.8,,688150.0,322.0,2.0,,631626.0,,4585092.0,7884.0,2019,2019,3896942.0,,0.0,-0.006706229994796279,-87747.0,-0.007073755389640201,6.6894554689009,6.422986070871054,,0.0,0.1765871804096648,0.1500842294985575,0.8499157705014425,,3896942.0,2.705416816063887,2.996194789852354,for-profit
ADVANCED SURGICAL HOSPITAL (390323),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2019-01-01 00:00:00,,2800997.0,268103.0,2730224.0,2019-12-31,2318381.0,PA,28455.0,5568261.0,1.0,7064151.0,475.0,,67777.0,,,588056.0,39732.0,5109769.0,917138.0,14.0,77030220.0,2350640.0,,14.0,5110.0,3109.0,428357.0,21297421.0,898877.0,4243417.0,2323.0,19473413.0,87.59,0.252802,12645459.0,740.0,,,3119620.0,,42476175.0,1629.0,2019,2019,29830716.0,148661.732912,2350640.0,0.13151813076334454,1947997.0,0.09146633294237833,1.3602352209563986,3.9157935902449656,1.3503692757451229,0.753502029093287,0.4239073242492738,0.297707102864135,0.702292897135865,764.3467352846575,29830716.0,0.5013968654192615,3.0148592520176876,for-profit
ADVENTHEALTH - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,151068.0,1895898.0,8178997.0,17808785.0,2019-12-31,15800737.0,FL,1335076.0,38063696.0,1.0,46991113.0,6999.0,59.0,9191618.0,,7617524.0,61302670.0,3974769.0,41165878.0,5546074.0,136.0,591674280.0,12100449.0,,123.0,49640.0,651007.0,4711132.0,121189396.0,5551722.0,37607596.0,3589612.0,108951653.0,612.17,0.184141,43997868.0,5214.0,,,13925386.0,13.0,84135542.0,20588.0,2019,2019,40137674.0,11288334.95647,12100508.0,0.015644091501206922,-1286853.0,-0.010618528043493178,2.700650165101348,4.379588472448807,2.347001943070016,0.8689489110032569,1.0961738340891403,0.5229403288327304,0.4770596711672696,5.259972627022444,40137674.0,1.4404066714159873,2.5789854349693737,non-profit
ADVENTHEALTH CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,145697.0,29071338.0,9292928.0,18991924.0,2019-12-31,17514954.0,FL,1896380.0,40936494.0,1.0,62748028.0,5465.0,157.0,9560088.0,,8028663.0,93197861.0,4219925.0,41690713.0,5769631.0,103.0,937884139.0,72111181.0,,95.0,35405.0,1779697.0,13522070.0,164729570.0,5776096.0,95527132.0,4267278.0,141156692.0,617.63,0.150505,76939085.0,5716.0,,,13814257.0,8.0,275911390.0,21617.0,2019,2019,198972305.0,14026744.069805,72111338.0,0.17647917128661236,19982527.0,0.12130503952629755,6.915111829756751,11.866765400412053,6.468930902327935,5.220054976536197,0.38668238275673594,0.27885432710842417,0.7211456728915758,18.826011955967786,198972305.0,0.5970379475816493,2.625254932314367,non-profit
ADVENTHEALTH CENTRAL TEXAS (450152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2018-10-01 00:00:00,63995.0,5608601.0,13693814.0,19703921.0,2019-09-30,17518060.0,TX,459475.0,46875671.0,1.0,14652089.0,6519.0,,11404573.0,,8877856.0,82337076.0,11883003.0,55112058.0,9906803.0,208.0,577798905.0,24048754.0,,194.0,75920.0,139.0,6301437.0,117110570.0,9993809.0,45927778.0,3764360.0,97745487.0,779.04,0.169169,11257000.0,6702.0,,,8221048.0,10.0,91299886.0,26316.0,2018,2019,80042886.0,13928880.809844,24048754.0,0.04789150116851109,554408.0,0.004734056029272166,5.586608665951105,5.389756147877984,5.072825630017,2.9252662191000467,0.14063710796234907,0.12329697761068398,0.876703022389316,49322.625899280574,80042886.0,1.2827022587958106,7.992755845258652,non-profit
ADVENTHEALTH CONNERTON (102026),General Long Term,Proprietary-Corporation,2019-01-01 00:00:00,,-360514.0,,,2019-12-31,,FL,370534.0,13133715.0,1.0,10680391.0,6888.0,58.0,,,,,,13651046.0,3579.0,77.0,113157403.0,1494263.0,,67.0,18493.0,653156.0,3217571.0,29201041.0,6234.0,7703580.0,209673.0,29190271.0,210.0,,27091849.0,651.0,,,6960068.0,10.0,49176874.0,16933.0,2019,2019,22085025.0,,1494321.0,-0.012345929722162988,-641776.0,-0.021977846611701275,1.1068253930852399,1.6974173240836152,1.0234631328314607,0.21469086221571398,1.2267067390686677,0.5509062857472397,0.44909371425276035,3.9436137768006416,22085025.0,0.593796201848861,2.734079772922171,for-profit
ADVENTHEALTH DADE CITY (100211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2018-10-01 00:00:00,48288.0,-11967635.0,1073463.0,5984297.0,2019-09-30,5170815.0,FL,3269500.0,16632317.0,1.0,36637621.0,2224.0,,4118037.0,,3971320.0,58381662.0,2240427.0,16942404.0,1518502.0,75.0,346918667.0,10874396.0,,63.0,38490.0,,1457409.0,35216678.0,1537157.0,21130353.0,1169919.0,42355150.0,241.71,0.12209,40622604.0,2334.0,,,30472219.0,12.0,38060444.0,7495.0,2018,2019,-2562160.0,7127817.113580001,10874396.0,-0.3398286175658022,-12090365.0,-0.3433136140779661,0.6934300715021771,1.166452039478976,0.547742650444984,0.3568626229681534,-15.854827177069348,1.0673181847274298,-0.06731818472742987,,-2562160.0,0.9252829000103099,0.961216286395888,non-profit
ADVENTHEALTH DAYTONA BEACH (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,268052.0,54230297.0,17097179.0,67022949.0,2019-12-31,60513952.0,FL,5378534.0,118463751.0,1.0,115283831.0,28892.0,349.0,17404553.0,,14511367.0,154960825.0,11775423.0,131719300.0,22959267.0,330.0,1741938777.0,200469388.0,,268.0,114115.0,3927527.0,15365242.0,409834748.0,22875090.0,250870239.0,7096894.0,272303837.0,2021.53,0.156322,170493668.0,16856.0,,,44425219.0,62.0,537666989.0,82606.0,2019,2019,367173321.0,24223786.085649997,200469737.0,0.13232235008047682,25948828.0,0.06331534387123271,5.6470231244104845,8.3282316739958,5.36620452000473,4.51251321912448,0.4643411115373494,0.31709900642607614,0.6829009935739239,10.519105279225323,367173321.0,0.7622464394963999,3.555006321745154,non-profit
ADVENTHEALTH DELAND (100045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,171792.0,22408807.0,12555375.0,25582577.0,2019-12-31,22617423.0,FL,1669198.0,48987230.0,1.0,6600782.0,11376.0,6820000.0,12353570.0,,10219188.0,115016074.0,8402961.0,69088611.0,7909065.0,154.0,781329011.0,103459097.0,,130.0,56210.0,,10438595.0,169064279.0,7973650.0,127414818.0,1906323.0,124338930.0,765.2,0.159138,50726738.0,8645.0,,,25121812.0,24.0,185296048.0,33861.0,2019,2019,134569310.0,18303427.984212,110279097.0,0.132546077341388,9100108.0,0.053826320106330684,5.071880085719932,5.273054586986002,4.9295527328999995,4.11829755751695,0.37695621683725655,0.2737604959604967,0.7262395040395033,,134569310.0,0.9124008894134644,25.612765123889865,non-profit
ADVENTHEALTH DURAND (521307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,,1699309.0,338585.0,,2019-12-31,,WI,141257.0,,2.0,1976317.0,983.0,,364361.0,,215352.0,1529380.0,463864.0,5597536.0,3216812.0,25.0,21239915.0,5079709.0,,25.0,9125.0,118371.0,377123.0,14541226.0,3569630.0,7359384.0,123412.0,13194946.0,84.46,0.621233,6002431.0,187.0,,,2310567.0,,8474518.0,1085.0,2019,2019,2472087.0,950101.3255400001,5079709.0,0.11686146683917849,72433.0,0.004981216852004088,3.185098722521355,3.789258221034058,3.0705515139790363,2.1984686009970713,2.4280824259016773,0.7082917282139232,0.2917082717860768,3.797855893757762,2472087.0,1.7158764663665826,7.357739674353861,non-profit
ADVENTHEALTH FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,55635.0,39012211.0,14340074.0,31631877.0,2019-12-31,27726539.0,FL,1750537.0,52011271.0,1.0,6358476.0,14966.0,8117000.0,11664291.0,,9280843.0,93265037.0,6859436.0,64796221.0,7224526.0,179.0,835298642.0,117092987.0,,156.0,65335.0,,9664366.0,185648869.0,7298486.0,145439589.0,3405649.0,131072497.0,767.76,0.156917,89346556.0,10064.0,,,40495552.0,23.0,261237069.0,44449.0,2019,2019,171890513.0,14634869.810929,125209987.0,0.21013977197997366,22930906.0,0.12351761755144332,3.591495406705408,4.011889355156833,3.4641681881506394,2.8915024296989458,0.5197875929313214,0.34201331511646993,0.6579866848835301,,171890513.0,0.7106528553189364,29.197070021181176,non-profit
ADVENTHEALTH HEART OF FLORIDA (100137),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-09-01 00:00:00,78659.0,-21148601.0,884973.0,15713696.0,2020-06-30,13445678.0,FL,2146158.0,41088600.0,2.0,39158207.0,6186.0,,6449727.0,,6139986.0,167046493.0,4343403.0,40498501.0,5267141.0,193.0,1176499709.0,-534370.0,,178.0,58672.0,,8872939.0,104635891.0,5335452.0,55856923.0,5987798.0,117746179.0,769.6,0.100082,19497435.0,5817.0,,,15069682.0,15.0,175456406.0,24288.0,2019,2019,155958971.0,16718347.112426002,0.0,-0.2021161266739727,-24803207.0,-0.23704301423686447,3.706576090988516,1.1950886554872227,3.1668197776170723,0.0,0.12501643781684094,0.11112409882600696,0.8888759011739931,,155958971.0,0.5963640392816436,2.672131821561697,non-profit
ADVENTHEALTH HENDERSONVILLE (340023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,115999.0,36781914.0,10067327.0,14230284.0,2019-12-31,12867185.0,NC,1336249.0,44477355.0,1.0,32050667.0,4571.0,33198.0,8387722.0,,5702891.0,40492389.0,3171189.0,78982626.0,24501370.0,73.0,559205116.0,130949116.0,,59.0,26645.0,934119.0,6429400.0,208555453.0,24409670.0,163714898.0,3331203.0,144275262.0,921.35,0.258001,65294645.0,3750.0,,,25475256.0,14.0,235768592.0,14011.0,2019,2019,170473947.0,10447076.854388999,130982314.0,0.1763651511907483,13652334.0,0.0654614099205548,6.426427981724698,7.842186041231539,6.243212865064045,5.1402473050712425,0.38301832126876256,0.2769437796871604,0.7230562203128397,21.498046822728153,170473947.0,0.884576911754217,6.507055001382654,non-profit
ADVENTHEALTH LAKE WALES (100099),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-09-01 00:00:00,-95324.0,-15083159.0,4019762.0,7687132.0,2020-06-30,6583348.0,FL,621267.0,20360836.0,1.0,13652437.0,4331.0,,4582982.0,,3975487.0,124588029.0,6785365.0,22813001.0,1773222.0,93.0,420312615.0,19414.0,,85.0,28272.0,,3287868.0,44327300.0,1838715.0,10323195.0,1523574.0,55170617.0,347.75,0.131261,12690726.0,4162.0,,,10941041.0,8.0,45586118.0,13889.0,2019,2019,32895392.0,16353549.274569,19414.0,-0.34026793871947986,-16418885.0,-0.37040119745619515,0.9435295050991949,-0.1289921132733165,0.747493222994046,0.0017744198198325005,0.38579038669002635,0.27839014499984405,0.721609855000156,,32895392.0,0.9723859355604704,3.246841571215454,non-profit
ADVENTHEALTH MANCHESTER (180043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2018-10-01 00:00:00,31254.0,-2923656.0,2213809.0,4573490.0,2019-09-30,4801174.0,KY,248111.0,17754360.0,2.0,5715308.0,2046.0,,3261503.0,,2604156.0,66472794.0,11010266.0,26382474.0,2582077.0,49.0,187857424.0,15513751.0,,43.0,17885.0,236503.0,2230502.0,53503120.0,2760875.0,21679720.0,641686.0,51923892.0,343.47,0.276401,16697659.0,1535.0,,,8251153.0,6.0,46810837.0,5498.0,2018,2019,30113178.0,18373146.734394,15513751.0,-0.054644588951074255,-4786404.0,-0.0894602782043365,2.627477638579723,2.218526671363384,2.5196385280941946,1.8801918956053778,0.5544967389360232,0.3567049869242885,0.6432950130757115,-10.807059529900254,30113178.0,1.1429643951890884,9.361371250683252,non-profit
ADVENTHEALTH NEW SMYRNA BEACH (100014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,-57065.0,192121.0,6215361.0,16374464.0,2019-12-31,14093462.0,FL,2308423.0,35214909.0,1.0,15849129.0,7858.0,,7999366.0,,6545512.0,29446031.0,2615298.0,49146365.0,9195806.0,109.0,432969299.0,20009069.0,122532.0,95.0,39785.0,,5169011.0,120153483.0,9105920.0,37747225.0,2418702.0,99117613.0,567.39,0.228925,28639507.0,5468.0,,,12423217.0,14.0,94230125.0,23145.0,2019,2019,65590618.0,6740932.646675,20009069.0,0.0015989632194016383,-2421889.0,-0.02015662750284151,3.0384420557090808,2.9018505432208097,2.6579347362281442,1.6106189725253934,0.43664029815971545,0.30393153994012,0.69606846005988,,65590618.0,1.2751069045063879,7.5810779885759025,non-profit
ADVENTHEALTH ORLANDO (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,2318935.0,929592363.0,189879238.0,469867695.0,2019-12-31,416481003.0,FL,33684922.0,1146260758.0,1.0,76857354.0,171885.0,,189159250.0,,160390272.0,2514946114.0,205340267.0,1264926996.0,130766963.0,2735.0,20042301292.0,2640827198.0,,2245.0,998275.0,24884616.0,253357811.0,3922800296.0,128398252.0,3282447553.0,102117656.0,2868698972.0,18864.83,0.143132,1392240626.0,130838.0,166.05,,511273935.0,396.0,6019961374.0,676760.0,2019,2019,4627720748.0,359969267.18904805,2640827198.0,0.2369716255879471,429252460.0,0.10942500958758977,6.42013474244487,7.133703999598572,6.154518663268058,5.165190355342484,0.30084802040004166,0.23127069087403748,0.7687293091259625,27.431014848692058,4627720748.0,0.6516321371998225,51.040012332456826,non-profit
ADVENTHEALTH OTTAWA (170014),General Short Term (Acute Care Hospitals),Governmental-County,2019-05-01 00:00:00,19391.0,-290866.0,2199548.0,2774694.0,2019-09-30,3006945.0,KS,308184.0,6775447.0,2.0,12708152.0,793.0,332680.0,877848.0,,96635.0,5040127.0,1126544.0,8939240.0,2285738.0,47.0,43324765.0,784313.0,,42.0,7191.0,,769200.0,17811810.0,2265211.0,10072537.0,836087.0,15395640.0,277.72,0.355354,11315383.0,525.0,,,5046632.0,5.0,24699399.0,1521.0,2019,2019,13384016.0,1791029.289958,1116993.0,-0.01632995186901275,-1361933.0,-0.07646235840153247,1.9958929044162523,2.615850333450111,1.7691533680284197,0.1554131547535069,0.845440038326314,0.4581238191261253,0.5418761808738747,,13384016.0,0.7211434577821104,1.4016050484759703,govt
ADVENTHEALTH PALM COAST (100118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,-138656.0,68072495.0,10093646.0,41383279.0,2019-12-31,36475795.0,FL,2348982.0,43840667.0,1.0,57831314.0,15099.0,165.0,10898425.0,,9095754.0,62135190.0,9458148.0,54768563.0,11692637.0,99.0,817356390.0,302597701.0,,81.0,36135.0,1847875.0,10091123.0,226264988.0,11627598.0,328670370.0,3076196.0,142290217.0,722.64,0.174086,83413181.0,8241.0,,,22552661.0,18.0,433613218.0,33492.0,2019,2019,350200037.0,10816866.686339999,302597866.0,0.30085297598053484,33785685.0,0.14931910278580088,14.57346297184177,19.000042167972996,14.332906968273056,13.417383474171851,0.23818724211042844,0.19236770821871024,0.8076322917812897,23.744467564093892,350200037.0,0.5218129397522194,3.9124995154009468,non-profit
ADVENTHEALTH ROLLINS BROOK (451323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2018-10-01 00:00:00,,2591297.0,2063341.0,,2019-09-30,,TX,,,1.0,7893709.0,1758.0,,2905384.0,,2245657.0,4213809.0,584119.0,5137296.0,1028203.0,25.0,53505421.0,12678894.0,,25.0,9125.0,7.0,613815.0,18502858.0,972679.0,20411835.0,329717.0,16703093.0,87.25,0.312176,6960291.0,397.0,,,6944454.0,,24049921.0,3192.0,2018,2019,17089630.0,1315450.038384,12678894.0,0.14004847251165198,1886012.0,0.10193084765607562,2.939300195522931,3.335597010218514,,1.825758223756684,0.40728155027346996,0.2894101398503554,0.7105898601496445,357118.14285714284,17089630.0,0.769352132175403,2.3440005199076883,non-profit
ADVENTHEALTH SEBRING (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,34844.0,32534525.0,12720899.0,42800928.0,2019-12-31,37361599.0,FL,2052972.0,72620590.0,1.0,,19636.0,,10495740.0,,8091175.0,137359797.0,10305268.0,100588802.0,20332425.0,180.0,1171705416.0,133975705.0,,158.0,65700.0,1801689.0,9226856.0,229320830.0,20483121.0,120567627.0,3939479.0,187146422.0,1289.7,0.159721,70285337.0,10808.0,,,4666500.0,22.0,190640673.0,45195.0,2019,2019,120355336.0,21939244.136637,133975705.0,0.14187339632426763,15442437.0,0.06733987924254417,25.83684281581485,35.68203792992607,24.552700310725385,28.710105003750133,0.5839818934160094,0.36867965211180304,0.631320347888197,13.692314822369454,120355336.0,1.2028956171383218,inf,non-profit
ADVENTHEALTH SHAWNEE MISSION (170104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,78619.0,94629983.0,28261984.0,55505755.0,2019-12-31,49154115.0,KS,5195004.0,132515717.0,1.0,88905749.0,20437.0,,23474794.0,,18979709.0,165037469.0,18070490.0,204325626.0,30659087.0,317.0,2325954676.0,364235319.0,,253.0,115705.0,4661935.0,39214606.0,535885026.0,30361033.0,455750511.0,8184451.0,347514100.0,2710.93,0.149407,234606223.0,17921.0,0.94,,83974883.0,64.0,921345943.0,79669.0,2019,2019,686739720.0,24657753.130883,364235319.0,0.17658635417814417,33901439.0,0.06326252340553364,5.427224126052072,6.523010350606859,5.267897259231668,4.337431693712512,0.3416232033294943,0.2546342389440575,0.7453657610559424,15.683626005081582,686739720.0,0.5816328058656248,6.027563256904792,non-profit
ADVENTHEALTH TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,-56656.0,51681304.0,30487739.0,65851453.0,2019-12-31,58777561.0,FL,7676125.0,162334427.0,1.0,233683544.0,29334.0,347610.0,32687172.0,,28261839.0,440439171.0,25646318.0,173892744.0,17105298.0,506.0,3191524440.0,171573069.0,,420.0,184690.0,5783126.0,33652130.0,547830273.0,17206171.0,253802650.0,18215913.0,420196381.0,2571.57,0.13166,344332199.0,21293.0,5.69,,87848976.0,86.0,800370845.0,116945.0,2019,2019,456038646.0,57988221.25386,171920679.0,0.09433816739806199,23750923.0,0.04335452816423674,2.889079207935218,5.201402882601614,2.594345687080063,1.9530457475110468,0.7550504809629665,0.4302158195180136,0.5697841804819864,9.925955789308412,456038646.0,0.6844705506483061,2.344325422418277,non-profit
ADVENTHEALTH WAUCHULA (101300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,,5182867.0,3410121.0,,2019-12-31,,FL,637615.0,,2.0,85560668.0,5984.0,,2998588.0,,2183091.0,22567625.0,1788789.0,9980039.0,-695602.0,25.0,119553229.0,-3385335.0,,25.0,9150.0,,2065585.0,29159217.0,-313257.0,60353770.0,75247.0,24416754.0,107.98,0.204233,32433421.0,86.0,,,31952417.0,,86150119.0,8617.0,2019,2019,53716698.0,4609053.756625,0.0,0.1777436959298324,4835286.0,0.16582358847290035,1.888863994232424,2.8399583981393333,1.866553882293161,0.0,0.6037865730317228,0.37647563783399995,0.623524362166,,53716698.0,0.33846984007067943,0.34080165199271234,non-profit
ADVENTHEALTH ZEPHYRHILLS (100046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,76665.0,24061964.0,9615842.0,29438649.0,2019-12-31,26212789.0,FL,3183883.0,54974680.0,1.0,4530500.0,11087.0,7331000.0,9859774.0,,8444515.0,136518721.0,7897570.0,64238532.0,9960573.0,149.0,1077881016.0,72996121.0,,135.0,54385.0,,9329759.0,174404991.0,9958382.0,105611821.0,6374456.0,141499070.0,898.0,0.131275,66755692.0,9398.0,,,17108857.0,14.0,182653841.0,36088.0,2019,2019,115898149.0,17921495.099275,80327121.0,0.13796602873595515,11961978.0,0.06858736055323096,6.172932592750059,5.937777433057041,5.614254768743464,4.2665691226479945,0.5759858339066313,0.36547653000081176,0.6345234699991883,,115898149.0,0.9548388911241127,38.49574903432292,non-profit
ADVENTIST BOLINGBROOK HOSPITAL (140304),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2019-01-01 00:00:00,4671.0,9648232.0,10128284.0,16429062.0,2019-12-31,14725608.0,IL,279282.0,36867789.0,1.0,81276605.0,6423.0,204.0,5595635.0,,3179379.0,103095018.0,16068555.0,37121422.0,9434973.0,110.0,554389477.0,4836870.0,,98.0,40150.0,7607251.0,6625022.0,148988646.0,9455969.0,31578526.0,2986642.0,125291528.0,465.19,0.225999,101775709.0,5794.0,,,30890541.0,12.0,118137025.0,21774.0,2019,2019,16361316.0,23299370.972982,4837074.0,0.06475816955877295,7938550.0,0.05328291929037331,1.0222717044677203,3.1000333403031046,0.9165460067533294,0.1565809417193438,6.220508729248919,0.8615056033449293,0.13849439665507066,1.914432953507121,16361316.0,1.2611511590037077,1.8331061687431458,non-profit
