Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
WAYNE MEDICAL CENTER (440010),General Short Term (Acute Care Hospitals),Governmental-County,2019-07-01 00:00:00,,-916310.0,1427299.0,1151131.0,2020-06-30,1114090.0,TN,121804.0,5336622.0,2.0,5028637.0,1740.0,,942009.0,,523043.0,5821726.0,968378.0,6598436.0,722002.0,30.0,41416704.0,3956402.0,11771.0,30.0,10980.0,586.0,302753.0,9902636.0,734215.0,4673740.0,261919.0,12111470.0,128.11,0.29243,5656071.0,346.0,,,5656071.0,,5685480.0,2844.0,2019,2019,29409.0,1702447.3341800002,3956402.0,-0.09253192786243986,-2985574.0,-0.3014928550337506,0.8263227247324159,1.4264785572882661,0.7584800473685709,0.6994965232932896,192.32449250229521,0.9948273496696849,0.005172650330315118,-4578.1928327645055,29409.0,1.7417414184906113,1.969248525992232,govt
WAYNE MEMORIAL HOSPITAL (110124),General Short Term (Acute Care Hospitals),Governmental-County,2019-07-01 00:00:00,20098.0,4777779.0,21103053.0,8199235.0,2020-06-30,7340870.0,GA,893176.0,21389957.0,2.0,48277208.0,3659.0,,7056433.0,,1914256.0,43054773.0,8746103.0,22460030.0,8805903.0,88.0,307583074.0,16731560.0,22025.0,76.0,32208.0,363373.0,2392688.0,84225278.0,8834753.0,29727628.0,2316789.0,74115533.0,412.14,0.240961,37483650.0,2875.0,,,23655291.0,12.0,74439861.0,13249.0,2019,2019,36956211.0,10374521.156853,16731560.0,0.05672618854401407,3749000.0,0.04451157762874941,1.2567010061300874,2.9738775988847483,1.121003457535145,0.7073072996650094,1.0142719988258537,0.5035427188667104,0.4964572811332896,16.90188318889956,36956211.0,1.1314539934457966,1.7446178329119613,govt
WAYNE MEMORIAL HOSPITAL (340010),General Short Term (Acute Care Hospitals),Governmental-County,2019-07-01 00:00:00,-57164.0,-16958631.0,36759861.0,42036547.0,2020-06-30,39352829.0,NC,3592283.0,87049460.0,2.0,45761036.0,17131.0,,18919086.0,,4772552.0,82724764.0,17739817.0,89233824.0,19162454.0,239.0,568583280.0,21038935.0,409893.0,223.0,87474.0,,-1186670.0,225977622.0,19722249.0,55030487.0,6793788.0,220467350.0,1328.0,0.387749,240099103.0,8982.0,,,107532997.0,16.0,428256781.0,43830.0,2019,2019,188157678.0,32076444.516236,21038935.0,-0.07504562111021772,-11080269.0,-0.04903259403269586,0.5117544245511915,0.5940159000683297,0.4151694572411108,0.195650968418559,1.2760526466530906,0.5606428517940969,0.43935714820590316,,188157678.0,0.5276685204431124,4.938210358699047,govt
WAYNE MEMORIAL HOSPITAL (390125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,-1498528.0,10680214.0,,2020-06-30,,PA,2058097.0,29778050.0,2.0,9554839.0,1601.0,3386832.0,3475383.0,,635353.0,55934200.0,6401979.0,34782798.0,,92.0,304514255.0,19536952.0,,84.0,33672.0,1689577.0,5864476.0,102449626.0,,38358600.0,1966814.0,79401338.0,560.68,0.260748,90711107.0,3153.0,,,24080194.0,8.0,175158220.0,11770.0,2019,2019,84447113.0,14584730.781599998,22923784.0,-0.01462697384566343,7056721.0,0.0688799098202662,1.5929522826934035,1.6495816437359268,1.4258061625251026,0.8113286794948579,1.07417653223977,0.5178809592835552,0.48211904071644485,7.64759285904105,84447113.0,0.5848976199917995,10.722276534434542,non-profit
WAYNESBORO HOSPITAL (390138),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,91996.0,8010292.0,8069404.0,8047102.0,2020-06-30,7968226.0,PA,683839.0,28969795.0,1.0,84085983.0,2556.0,,3740518.0,,1006585.0,29367305.0,4124827.0,29428551.0,4745588.0,57.0,179714911.0,10448122.0,,57.0,20862.0,5814.0,4782306.0,63450155.0,4569232.0,21437384.0,478939.0,60794889.0,432.93,0.338285,33577673.0,1910.0,,,21102054.0,,135085408.0,6463.0,2019,2019,101507735.0,9934518.771925,10448122.0,0.12624542839966268,-529931.0,-0.00835192601184347,1.0158908701494176,4.859450980459059,0.9607882720800544,0.49512346049346667,0.33078930388900907,0.2485662478067209,0.7514337521932791,731.4026487788097,101507735.0,0.46970398904965366,0.7545865878739861,non-profit
WEATHERFORD REGIONAL HOSPITAL (371323),General Short Term (Critical Access Hospitals),Governmental-City,2018-10-01 00:00:00,,-343257.0,3604340.0,,2019-09-30,,OK,277664.0,,2.0,6379186.0,1304.0,2649603.0,1661832.0,,128389.0,5138308.0,1913675.0,6370009.0,1947507.0,25.0,39222646.0,918018.0,,25.0,9125.0,293974.0,1333828.0,17144290.0,2155929.0,6962092.0,236852.0,16848009.0,128.67,0.429548,12604672.0,508.0,,,2090730.0,,15568455.0,2070.0,2018,2019,2963783.0,2207149.924784,3567621.0,-0.020021651523626817,-765596.0,-0.044656034166477586,3.3299813940585348,3.326085625594888,3.0838874460116803,0.4390896959435221,4.2528997568310505,0.8096289580436852,0.19037104195631488,1.9329328444012055,2963783.0,1.1012197421002918,2.687535682452275,govt
WEATHERFORD REHABILITATION HOSPITAL (673062),Rehabilitation,Proprietary-Corporation,2019-01-01 00:00:00,,2285024.0,,,2019-12-31,,TX,68760.0,3122933.0,1.0,1099377.0,4615.0,,,,,,,3122933.0,,26.0,10888830.0,16807.0,,26.0,9490.0,23714.0,49845.0,8242766.0,,1102519.0,,8313317.0,25.21,,-520235.0,495.0,,,-1414636.0,,1418064.0,5613.0,2019,2019,1418064.0,,16807.0,0.2772156822115295,2364452.0,0.28685176796235634,inf,inf,,inf,0.0,0.0,1.0,101.80893143290884,1418064.0,5.812689695246477,7.49767004403403,for-profit
WEBSTER COUNTY COMMUNITY HOSPITAL (281316),General Short Term (Critical Access Hospitals),Governmental-County,2019-07-01 00:00:00,,83126.0,132136.0,,2020-06-30,,NE,48622.0,,2.0,683470.0,287.0,465949.0,149439.0,,12173.0,519650.0,567621.0,2359019.0,1263344.0,13.0,4644666.0,5452997.0,,13.0,4758.0,6797.0,441666.0,5389942.0,1154792.0,7431081.0,171343.0,5743737.0,28.73,1.236631,3659322.0,43.0,,,3172632.0,,8990315.0,340.0,2019,2019,5330993.0,642615.29915,5918946.0,0.015422429406475988,-449811.0,-0.08345377371407707,2.342244861679514,1.9603890397625694,2.272912837038774,1.7187612682466797,0.6864240864694439,0.4070293421309487,0.5929706578690513,-1.198322789465941,5330993.0,0.5995276027591914,7.886142771445711,govt
WEBSTER COUNTY MEMORIAL HOSPITAL (511301),General Short Term (Critical Access Hospitals),Governmental-County,2019-07-01 00:00:00,,1655683.0,1456868.0,,2020-06-30,,WV,88630.0,,2.0,4188676.0,298.0,,1139759.0,,231670.0,3112841.0,859091.0,9387938.0,2432730.0,25.0,23224582.0,8007302.0,,25.0,9150.0,47491.0,439191.0,14502358.0,2545438.0,9969924.0,436085.0,14613942.0,140.0,0.629245,6762704.0,76.0,,,6762704.0,,11851862.0,629.0,2019,2019,5089158.0,1958739.6350450001,8007302.0,0.11416646865289079,-2588701.0,-0.17850207531768283,1.4742511279511863,2.0482429809141434,1.3966616016315367,1.1840385147716062,1.3288453610597273,0.5706026614214712,0.42939733857852885,-45.261417952875284,5089158.0,1.2236354085121814,3.462277340142804,govt
WEBSTER HEALTH SERVICES (250020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2018-10-01 00:00:00,-8507.0,-239530.0,3233446.0,3949694.0,2019-09-30,4114931.0,MS,-292902.0,7123538.0,2.0,8787319.0,6126.0,,1977827.0,,1038210.0,9037720.0,2456663.0,12199044.0,1441081.0,38.0,71073775.0,238849.0,,38.0,13870.0,,984869.0,23030985.0,1412165.0,2700108.0,370081.0,20384966.0,152.75,0.286814,13789009.0,960.0,,,4639633.0,,7395094.0,7444.0,2018,2019,-6393915.0,2592144.62408,238849.0,-0.010400336763712017,-927886.0,-0.040288593822626347,0.5819658580754125,1.8938217742653352,0.5022007128581075,0.05148014939974778,-2.156583095020813,1.8646157844646736,-0.8646157844646735,,-6393915.0,3.114360006782875,2.6209342121300025,non-profit
WEBSTER SURGICAL SPECIALTY HOSPITAL (670008),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,,9476257.0,2393476.0,4302903.0,2019-12-31,3709109.0,TX,2383485.0,15226295.0,1.0,60593665.0,592.0,,260699.0,,,873491.0,15634.0,14474629.0,6350508.0,21.0,477739448.0,4242195.0,,21.0,7665.0,,2178728.0,69954253.0,6223575.0,24582879.0,1311149.0,51597948.0,216.22,0.108004,13628918.0,808.0,,,7551866.0,,39338551.0,1692.0,2019,2019,25709633.0,94340.521964,4242195.0,0.13546362935217104,9089166.0,0.12993014163127437,3.2552059318849142,9.84023246704854,2.7659713506569106,0.5617412967867809,0.5301093951827317,0.346451957521262,0.653548042478738,,25709633.0,1.7782620666429731,1.1544812976736099,for-profit
WEEKS MEDICAL CENTER (301303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2018-10-01 00:00:00,,3314033.0,1711888.0,,2019-09-30,,NH,1281739.0,,2.0,11079238.0,2210.0,3871248.0,2013357.0,,1141021.0,11822486.0,5270456.0,24615849.0,7398317.0,25.0,83543725.0,6864365.0,,22.0,9125.0,462334.0,1775010.0,48860193.0,7148227.0,19826989.0,913694.0,44537887.0,202.53,0.533109,31053206.0,602.0,,,11420487.0,3.0,70777447.0,3037.0,2018,2019,39724241.0,6302673.6889740005,10735613.0,0.06782685037695205,-3716678.0,-0.07606760783773409,1.736089625600029,1.8786283807336763,1.5438532524926476,0.6010571177919121,0.7817193033342034,0.43874436443009873,0.5612556355699012,-4.199708435892666,39724241.0,0.6903356234366578,4.410068002871678,non-profit
WEIRTON MEDICAL CENTER (510023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,-5673.0,6664167.0,9074377.0,20181979.0,2020-06-30,17792113.0,WV,1136822.0,50125173.0,2.0,13770401.0,9498.0,,5613357.0,,3429199.0,100342900.0,10460157.0,55749736.0,12400600.0,127.0,571031473.0,37761100.0,,117.0,46482.0,2718561.0,4658521.0,151940384.0,12539135.0,57884616.0,2226577.0,130119707.0,885.05,0.227868,95982037.0,5313.0,,,31598056.0,10.0,119192992.0,21475.0,2019,2019,23210955.0,22864935.9372,37761100.0,0.04386040646047071,8047208.0,0.0529629305135888,1.831904342469676,2.394752386032862,1.7254611169750442,1.1950450369478427,4.135204130980393,0.8052657743502235,0.19473422564977647,4.673696488693834,23210955.0,1.2747425956049496,11.033838738610445,non-profit
WEISBROD MEMORIAL COUNTY HOSPITAL (061300),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2019-01-01 00:00:00,,401651.0,17323.0,,2019-12-31,,CO,25388.0,,2.0,1780375.0,331.0,,57222.0,,40847.0,1094355.0,740176.0,3600773.0,799404.0,25.0,6738933.0,2409622.0,,25.0,9125.0,,239924.0,7324717.0,841803.0,4425995.0,255412.0,7504493.0,63.67,1.113603,1123204.0,38.0,,,1123204.0,,7203379.0,6021.0,2019,2019,6080175.0,1218677.011065,2409622.0,0.0548350195645784,-620038.0,-0.0846500963791502,3.9405085808098974,4.087991139632694,3.690509471120117,2.145311092196965,0.18473218287302587,0.15592737797081063,0.8440726220291893,,6080175.0,1.0168445947381084,4.114142806992909,govt
WEISMAN CHILDRENS REHAB HOSPITAL (313302),Childrens,Proprietary-Corporation,2019-01-01 00:00:00,,739708.0,,,2019-12-31,,NJ,70253.0,,1.0,3727089.0,,,,,,,,9601880.0,,18.0,37506488.0,722151.0,,18.0,6570.0,,1778783.0,22883695.0,,3138019.0,,17052052.0,175.47,,1161924.0,115.0,,,1161924.0,,3763245.0,2864.0,2019,2019,2601321.0,,722151.0,0.03232467483944354,739708.0,0.03232467483944354,2.700709340714195,4.465823926521872,,0.6215131110124242,0.44666690500710987,0.30875587425214146,0.6912441257478585,,2601321.0,6.080841135775109,6.139830575551054,for-profit
WEKIVA SPRINGS CENTER  LLC (104069),Psychiatric,Proprietary-Corporation,2019-07-01 00:00:00,,2523322.0,,,2020-06-30,,FL,20420.0,,1.0,5840687.0,7403.0,,,,,,,8491922.0,360715.0,120.0,60304400.0,-28760.0,,120.0,43920.0,,534364.0,17207900.0,354127.0,2416485.0,45239.0,13472039.0,148.85,,-17111728.0,3134.0,,,913732.0,,25975562.0,23898.0,2019,2019,25975562.0,,0.0,0.1466374165354285,1992761.0,0.11580500816485452,2.6446321240801463,9.15367854031598,2.572774073798444,0.0,0.0,0.0,1.0,,25975562.0,0.6624649738088438,2.94621163572025,for-profit
WELCH COMMUNITY HOSPITAL (510086),General Short Term (Acute Care Hospitals),Governmental-State,2019-07-01 00:00:00,,1521787.0,2095678.0,2953494.0,2020-06-30,3513899.0,WV,,6861753.0,2.0,40790652.0,1010.0,,1189820.0,,31483.0,12404159.0,3747661.0,7740507.0,758610.0,49.0,42043292.0,32275.0,,42.0,17934.0,,366662.0,14433993.0,741867.0,12481328.0,896461.0,23784589.0,172.44,0.565717,22943004.0,530.0,,,21068305.0,7.0,14401410.0,2103.0,2019,2019,-8541594.0,7017243.617003,32275.0,0.10543077026571926,-12099322.0,-0.8382518960623023,0.5924220292045326,2.0098775862604987,,0.0015319220032176295,-2.686033075325285,1.5931081748245484,-0.5931081748245485,,-8541594.0,1.0022624867981678,0.35385541275486354,govt
WELIA HEALTH (241367),General Short Term (Critical Access Hospitals),Governmental-County,2019-01-01 00:00:00,,4989651.0,3010762.0,,2019-12-31,,MN,302755.0,,2.0,11096415.0,1289.0,,2887610.0,,1530229.0,36603897.0,14641559.0,28822690.0,10014097.0,25.0,149953345.0,14653568.0,,21.0,9125.0,1479053.0,3757939.0,82441921.0,9546565.0,73485715.0,2115938.0,67605374.0,394.32,0.450843,96376975.0,1149.0,,,8001053.0,4.0,149455505.0,3503.0,2019,2019,53078530.0,16502610.735171,14653568.0,0.060523225799165935,-6779323.0,-0.08223150210194641,9.18450546446824,3.8419485535216427,8.88220862928917,1.8314549347442144,1.8157431074296895,0.6448539650647195,0.3551460349352806,-2.042782780603535,53078530.0,0.5516151512786364,7.4295996499770425,govt
WELLBRIDGE HEALTHCARE FORT WORTH (454128),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,-873824.0,,,2019-12-31,,TX,18902.0,,1.0,1508679.0,4119.0,,,,,,,4075893.0,64656.0,48.0,15115109.0,152679.0,,48.0,17520.0,,,8246258.0,63397.0,770091.0,17772.0,8350128.0,61.67,,3163332.0,915.0,,,2603761.0,,1068823.0,10385.0,2019,2019,-2094509.0,,152679.0,-0.10596612427115426,-873827.0,-0.10596648807252938,0.2957610164681013,0.30245901985627716,0.281676006361567,0.05863787037289521,-1.5102976401629213,2.959640651445562,-1.959640651445562,,-2094509.0,7.71526997454209,5.4658797530820005,for-profit
WELLBRIDGE PLANO (454130),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,1408331.0,,,2019-12-31,,TX,12464.0,,1.0,1574743.0,9756.0,,,,,,,4747136.0,92183.0,48.0,19306641.0,360941.0,,48.0,17520.0,,,11821545.0,90338.0,2513069.0,33642.0,9721133.0,73.27,,2254196.0,879.0,,,1952044.0,,2812400.0,13941.0,2019,2019,558204.0,,360941.0,0.11913256685145639,1408328.0,0.11913231307752074,1.2874038699947337,1.7130822870795945,1.2637845253488138,0.18490413125933636,4.038301409520534,0.8015204096145641,0.19847959038543592,,558204.0,4.203365452993884,7.50696780363526,for-profit
WELLBRIDGE SAN MARCOS (454137),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,-358073.0,,,2019-12-31,,TX,14890.0,,1.0,884710.0,2366.0,,,,,,,1937619.0,13588.0,24.0,8228775.0,134063.0,,24.0,8760.0,,,4180679.0,13316.0,38705.0,,3888122.0,32.25,,2158337.0,584.0,,,1088371.0,,627793.0,5763.0,2019,2019,-1530544.0,,134063.0,-0.08564948421057919,-358071.0,-0.08564900581938963,0.0355623220390841,0.6070558660603783,,0.12317766643910946,-1.41017638173094,3.43797557475155,-2.43797557475155,,-1530544.0,6.65932719861483,4.725479535667055,for-profit
WELLINGTON REGIONAL MEDICAL CENTER (100275),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-138196.0,5597503.0,39122418.0,32242870.0,2019-12-31,28663706.0,FL,769990.0,64921367.0,1.0,100690564.0,12173.0,,13593104.0,,9242051.0,226393401.0,13415385.0,64830772.0,6770800.0,233.0,1575667894.0,323552.0,312499.0,192.0,84155.0,,19489025.0,189105130.0,6456942.0,34738729.0,5257511.0,168718094.0,1001.01,0.107077,72931921.0,14898.0,17.73,,16432108.0,41.0,146747195.0,59358.0,2019,2019,73815274.0,24241526.198877003,323552.0,0.02959995321121114,3125039.0,0.01652540573595227,2.1140762341630177,6.48800622537291,1.7472638324918508,0.019690230857781606,0.9880329239176163,0.4969902218573922,0.5030097781426077,,73815274.0,1.2886456194273423,1.8780819422165518,for-profit
WELLSPAN SURGERY AND REHAB HOSPITAL (390327),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-07-01 00:00:00,,9460200.0,2084464.0,1897645.0,2020-06-30,1720564.0,PA,1262000.0,15167252.0,1.0,12976000.0,174.0,,1142190.0,,269322.0,21108439.0,2582943.0,21677024.0,2844138.0,25.0,175049445.0,10152000.0,,25.0,9150.0,28459.0,2499982.0,91166368.0,2790290.0,34299000.0,1459000.0,74162696.0,208.96,0.423667,71391000.0,587.0,,,12844000.0,,84937001.0,1536.0,2019,2019,13546001.0,8942949.025813,10152000.0,0.10376853007898702,6718791.0,0.0736981317496382,2.6704297726564934,2.5372313920896916,2.4585798816568047,0.7904079725942074,5.27026389559546,0.8405170792408835,0.15948292075911652,323.93172634316034,13546001.0,1.0733410283699563,7.025768187422934,non-profit
WELLSTONE (154051),Psychiatric,Proprietary-Corporation,2019-01-01 00:00:00,,-159323.0,,,2019-12-31,,IN,10464.0,,1.0,2456228.0,5188.0,,,,,,,10178798.0,112326.0,100.0,47302641.0,-78429.0,,100.0,36500.0,,482048.0,18684021.0,110081.0,2482292.0,94029.0,15968422.0,192.42,,10412663.0,3372.0,,,-3257337.0,,29419174.0,26094.0,2019,2019,19006511.0,,0.0,-0.008527232976242105,-202947.0,-0.01086206229376428,inf,inf,inf,,0.547847156166642,0.35394137850369284,0.6460586214963071,,19006511.0,0.6350967229739353,7.6067942389713,for-profit
WENATCHEE VALLEY HOSPITAL (500148),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,,-5128375.0,1976180.0,2077257.0,2019-12-31,3042057.0,WA,1552959.0,27255943.0,1.0,65266305.0,323.0,,1925797.0,,1110952.0,26249678.0,6295605.0,74796766.0,17705631.0,11.0,380316454.0,4799149.0,,11.0,4015.0,,1812503.0,267501095.0,17587514.0,44488538.0,724577.0,184132909.0,739.58,0.484157,93336483.0,378.0,,,93336483.0,,102583795.0,665.0,2019,2019,9247312.0,12708965.351446,4799149.0,-0.019171416849714205,-26884589.0,-0.10050272504491992,0.4766468220149242,0.6957309394226907,0.4522454740446991,0.05141771840706704,10.093363671518816,0.9098560157576545,0.09014398424234549,,9247312.0,2.607635007069099,4.098609458586632,non-profit
WENTWORTH DOUGLASS HOSPITAL (300018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2018-10-01 00:00:00,210230.0,3559024.0,18721459.0,32460118.0,2019-09-30,28878627.0,NH,3528155.0,135572053.0,1.0,26993346.0,14260.0,136298198.0,8247723.0,,3342062.0,107368788.0,17526208.0,135961864.0,36829036.0,118.0,1168090544.0,15121614.0,,107.0,43070.0,,17556233.0,366709594.0,35973462.0,181145161.0,4569010.0,301772584.0,1854.5,0.258347,162562962.0,8253.0,,,41326911.0,11.0,472341693.0,32326.0,2018,2019,309778731.0,27738404.273436,151419812.0,0.00970529284816039,24707996.0,0.0673775554396867,4.3832252790439625,1.1051874648942428,4.187295682467049,0.3659023535535961,0.5247712180730704,0.34416390593747564,0.6558360940625243,,309778731.0,0.776365075187212,13.585184808137532,non-profit
WERNERSVILLE STATE HOSPITAL (394014),Psychiatric,Governmental-State,2019-07-01 00:00:00,,-73629298.0,,,2020-06-30,,PA,,,1.0,,804.0,,,,,,,35507222.0,1504712.0,266.0,77403540.0,,,266.0,97356.0,,791495.0,,1520985.0,,,75025999.0,569.0,,,64.0,,,,,,92810.0,2019,2019,,,0.0,,,,,,,,,,,,,,,govt
WESLACO REGIONAL REHABILITATION HOSP (453091),Rehabilitation,Proprietary-Corporation,2019-01-01 00:00:00,,1709164.0,,,2019-12-31,,TX,28467.0,,1.0,1932532.0,6445.0,,,,,,,5439878.0,45.0,32.0,16790740.0,51223.0,,32.0,11680.0,,637688.0,12089891.0,44.0,1772018.0,49169.0,11321007.0,88.67,,91946635.0,582.0,,,91483274.0,,90718231.0,8123.0,2019,2019,-1228404.0,,51223.0,0.14137133246279887,1682925.0,0.13920100685771278,0.019369857707541162,0.04036714951850105,0.018521221704417792,0.0005599165591734288,-74.8504848567735,1.013540872506652,-0.013540872506651943,,-1228404.0,0.13326859294687965,6.255984894428656,for-profit
WESLEY MEDICAL CENTER (170123),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-259659.0,143018783.0,43852059.0,126643017.0,2019-12-31,114866550.0,KS,3026829.0,156762784.0,1.0,219835823.0,45396.0,1621721.0,35985942.0,,31611000.0,836393296.0,89900032.0,148622919.0,30950384.0,606.0,5045785474.0,25809.0,,448.0,216708.0,,33390991.0,677709322.0,30914241.0,134650051.0,22255531.0,446786202.0,2277.12,0.088546,-216866999.0,30536.0,113.67,,43918513.0,132.0,509516409.0,152993.0,2019,2019,509516409.0,74059280.787616,1647530.0,0.211032633545507,138972811.0,0.2050625636812474,3.0659064208298674,8.262584914930978,2.4902412110355376,0.0005876565083157529,0.0,0.0,1.0,,509516409.0,1.3301030350133434,3.0827974838295575,for-profit
WESLEY REHAB HOSPITAL (173027),Rehabilitation,Proprietary-Partnership,2019-01-01 00:00:00,,251719.0,,,2019-12-31,,KS,603859.0,7999208.0,1.0,3930081.0,7575.0,,,,,,,8166088.0,,65.0,30318560.0,937325.0,,65.0,23725.0,4333.0,583146.0,17522232.0,,4270767.0,68433.0,15738484.0,126.37,,7149751.0,967.0,,,2514891.0,,9540135.0,12766.0,2019,2019,2390384.0,,937325.0,0.01436569268116071,154001.0,0.008788891734797256,1.6981916910116581,2.0355255953438935,1.430867182712889,0.37270999021428763,2.9910470451609448,0.749439185084907,0.2505608149150929,170.1239326102008,2390384.0,1.8366859588464943,4.458491313537812,for-profit
WEST ALLIS MEMORIAL HOSPITAL (520139),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2019-01-01 00:00:00,-42471.0,64270150.0,9800126.0,21739885.0,2019-12-31,18563548.0,WI,35999.0,73623288.0,1.0,123774455.0,10391.0,,5653713.0,,3544361.0,159606588.0,24314653.0,74359258.0,9471748.0,274.0,965769263.0,791152646.0,44469.0,213.0,100010.0,,11395109.0,280578870.0,9497902.0,835316959.0,3473593.0,194782576.0,1142.01,0.201686,82839812.0,10294.0,1.92,,14903675.0,16.0,939139257.0,52368.0,2019,2019,856299445.0,32190414.307368,791152646.0,0.22906268743615654,58787223.0,0.20952120521406334,56.047717022814844,65.69638676366735,55.812232016599935,53.08440005569096,0.09674163925214269,0.08820823044350706,0.911791769556493,,856299445.0,0.29876173092400077,2.2668560326118987,non-profit
WEST ANAHEIM MEDICAL CENTER (050426),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-50632.0,13595738.0,8817444.0,37260742.0,2019-12-31,34197241.0,CA,618372.0,43276575.0,1.0,102159515.0,10059.0,,2381913.0,,454695.0,183931791.0,33582240.0,50139909.0,2643854.0,167.0,503699804.0,3556895.0,,147.0,60955.0,,3579038.0,126815826.0,2484667.0,125764868.0,1030903.0,100530895.0,536.11,0.199585,62073299.0,6616.0,19.62,,60700608.0,20.0,149899084.0,24423.0,2019,2019,87825785.0,36710026.506735004,3556895.0,0.10720852774321717,12834709.0,0.10120747074580423,2.071888110247594,1.9668414029724381,2.0447174598317037,0.058597353753029956,0.7067776166190829,0.41410058916704257,0.5858994108329575,,87825785.0,0.846008011630011,1.24135109686063,for-profit
WEST BOCA MEDICAL CENTER (100268),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2019-01-01 00:00:00,-35896.0,28538930.0,17878909.0,18862266.0,2019-12-31,16498967.0,FL,495168.0,54001609.0,1.0,89302040.0,7415.0,,9520433.0,,7520508.0,223762487.0,14200070.0,52390274.0,3946521.0,194.0,1400450466.0,100.0,,139.0,70810.0,63162.0,5140624.0,200044745.0,3834563.0,42657447.0,3420632.0,145961255.0,579.9,0.104225,29436061.0,11544.0,3.12,,19535526.0,16.0,112282304.0,41027.0,2019,2019,82846243.0,23321645.207575,100.0,0.14266273278010877,27944094.0,0.1396892180296963,2.1835832319027397,6.032142159878367,1.9831381555838323,5.118879317608341e-06,0.3553095461432089,0.26216117724125076,0.7378388227587492,523.8073208574776,82846243.0,1.781623086394807,2.2400915477406786,for-profit
