Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
COMMUNITY MEMORIAL HOSPITAL (281309),Critical Access Hospitals,Governmental-Hospital District,,4921897.0,96.0,,546.0,75.56,2.0,2011-07-01 00:00:00,10456890.0,,2083934.0,264349.0,174691.0,18.0,0.771854,5318332.0,9928440.0,10131926.0,2046851.0,164859.0,,1967098.0,10725.0,70488.0,86217.0,1016728.0,288441.0,6588.0,18.0,,752533.0,146932.0,1312481.0,NE,,3406439.0,12863100.0,,335860.0,,292418.0,384.0,2012-06-30,,2011,2011,5534993.0,259234.88444000002,1323206.0,0.014501882465387134,-261220.0,-0.025781870100511986,3.3503936155982723,3.4839809663941583,3.103448513270019,1.2908870415686398,0.8892327415770896,0.47068459169026355,0.5293154083097364,2.812468873611119,5534993.0,0.9689234562092554,4.861922690449889,govt
COMMUNITY MEMORIAL HOSPITAL (361301),General Short Term (Critical Access Hospitals),Governmental-Other,,17736658.0,576.0,,3007.0,212.59,1.0,2011-01-01 00:00:00,19886898.0,,8075089.0,1008809.0,704792.0,23.0,0.533333,10898912.0,17475822.0,23684705.0,1854956.0,178137.0,,1843780.0,,709696.0,167728.0,3379426.0,1284421.0,9125.0,25.0,,1283325.0,-1029388.0,523275.0,OH,,5210769.0,32767171.0,,4781437.0,,1373165.0,1443.0,2011-12-31,2.0,2011,2011,2150240.0,2550098.1395209995,523275.0,-0.04346214149595699,-1998402.0,-0.08437521176641212,1.541909484036638,2.2397223670528663,1.4395651805957579,0.1548413843060922,8.248687588362229,0.8918765510840353,0.10812344891596468,-1.0145929579223374,2150240.0,1.1909703061784698,2.9330580752732263,govt
COMMUNITY MEMORIAL HOSPITAL (431309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,381971.0,142.0,,1853.0,39.1,2.0,2011-01-01 00:00:00,2205795.0,,575653.0,339244.0,12232.0,16.0,0.733298,1814267.0,3386838.0,3656070.0,392282.0,67839.0,,289923.0,,11269.0,32730.0,293168.0,92706.0,5840.0,16.0,,160755.0,88042.0,799660.0,SD,,1715882.0,4618640.0,,430382.0,,73101.0,1386.0,2011-12-31,,2011,2011,1823824.0,315598.259836,799660.0,0.024081048776418396,-91157.0,-0.024933056533381473,5.852896632647492,4.9915236315013916,5.50985441794466,2.7276510396769087,0.20943413399538552,0.1731670440816123,0.8268329559183877,5.689829954218443,1823824.0,1.6574840363678403,6.35116988880454,non-profit
COMMUNITY MEMORIAL HOSPITAL (431316),General Short Term (Critical Access Hospitals),Governmental-City-County,,10182948.0,289.0,,2035.0,75.2,2.0,2011-01-01 00:00:00,11848588.0,4869872.0,2428051.0,376713.0,641962.0,25.0,1.05063,5216904.0,10159744.0,9357338.0,1452346.0,191589.0,,1308896.0,,,22531.0,2103863.0,209663.0,9125.0,25.0,,570902.0,-1064850.0,262602.0,SD,,2130344.0,9670147.0,,607695.0,,210002.0,1884.0,2011-12-31,,2011,2011,1665640.0,638462.59785,262602.0,-0.11379839009769659,-1229755.0,-0.13142145768379854,1.0125868461967342,0.7727703752573243,0.9108121583962454,0.12481896397246399,6.113534737398237,0.8594229118271308,0.1405770881728692,-1.0263115262274092,1665640.0,0.789742879067109,3.8538473862369447,govt
COMMUNITY MEMORIAL HOSPITAL (490098),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,13877763.0,3758.0,13975248.0,16389.0,703.33,2.0,2011-07-01 00:00:00,59580630.0,22791082.0,10321953.0,3629328.0,137080.0,81.0,0.291244,34884560.0,59692530.0,87455339.0,5279150.0,717141.0,,5481488.0,,1479515.0,990611.0,11249896.0,14563762.0,33306.0,91.0,,2977052.0,-272666.0,18572983.0,VA,,31393875.0,204957203.0,12158735.0,15762508.0,,5549160.0,9743.0,2012-06-30,,2011,2011,45702867.0,4590735.879952,18572983.0,-0.0031177742047286557,-3108058.0,-0.035538802267978176,2.7905924641436686,2.5442252977271966,2.638790883044608,1.6509470843108238,0.30365191312833834,0.2329240728068837,0.7670759271931162,-0.9556901079661512,45702867.0,1.4678485104974552,8.472751135371379,non-profit
COMMUNITY MEMORIAL HOSPITAL (520103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,170021752.0,7871.0,27927330.0,33272.0,918.07,1.0,2011-07-01 00:00:00,308290601.0,56836246.0,39523024.0,4161469.0,,140.0,0.314654,59093376.0,125987266.0,177422514.0,8459745.0,4149959.0,,8457583.0,4081884.0,1414042.0,1818050.0,53902748.0,6713000.0,61854.0,169.0,,3171660.0,2505076.0,25672616.0,WI,,93868524.0,400399733.0,25274263.0,19781679.0,,3427692.0,13925.0,2012-06-30,29.0,2011,2011,138268849.0,6224384.424066,29754500.0,0.014119267862476574,-2408829.0,-0.013576794430948036,1.7414422730358756,1.2559789345062704,1.6307241886814379,0.47627657127981676,1.2296461077794898,0.5514983312773781,0.44850166872262187,,138268849.0,0.5755041296247627,4.489092585628064,non-profit
COMMUNITY MEMORIAL HOSPITAL (521310),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,13043656.0,781.0,,4105.0,272.49,2.0,2010-10-01 00:00:00,29769545.0,,5291096.0,3098969.0,636448.0,23.0,0.384811,16259393.0,25094390.0,33365330.0,2921953.0,1231963.0,,2912586.0,6717892.0,634398.0,309705.0,3924347.0,1798216.0,9125.0,25.0,,1158583.0,-1750817.0,2015889.0,WI,,17172957.0,65212220.0,,10452942.0,,1281778.0,2075.0,2011-09-30,2.0,2010,2011,16725889.0,4022407.063962,8733781.0,-0.05247414007294398,-5851713.0,-0.17538303982007672,4.376003702017177,1.4158197529423366,3.983156688233737,0.5136877549309478,0.7798482938634831,0.4381543621173921,0.5618456378826079,-7.373940997536327,16725889.0,1.120787368433075,6.3059392609773095,non-profit
COMMUNITY MENTAL HEALTH CENTER (154011),Psychiatric,Voluntary Nonprofit-Other,,4314549.0,579.0,,2858.0,241.0,1.0,2011-07-01 00:00:00,13890582.0,,4223770.0,,,16.0,,9632115.0,6258669.0,10798886.0,294742.0,,,294742.0,194923.0,,73449.0,3323798.0,,5856.0,16.0,,1.0,16488.0,2426159.0,IN,,5440348.0,8854260.0,,,,,699.0,2012-06-30,,2011,2011,9576033.0,,2621082.0,0.0015268241557508803,-5609806.0,-0.5194800648881746,1.6367865917242865,2.3986821702161203,,0.7299357542185175,0.450557031288426,0.31060966343958807,0.6893903365604119,,9576033.0,0.7774250207802668,2.5566936646645058,non-profit
COMMUNITY REGIONAL MEDICAL CENTER (050060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,397890811.0,33565.0,135198415.0,196498.0,4065.71,1.0,2011-09-01 00:00:00,986770219.0,256775778.0,551385599.0,805380916.0,11698392.0,478.0,0.235622,279439618.0,667264791.0,870798474.0,28515846.0,7200087.0,,30495574.0,14282789.0,7653918.0,8832285.0,116974757.0,4142605.0,237900.0,650.0,,16567232.0,99575056.0,51877704.0,CA,,388823763.0,2831931037.0,129449308.0,1111382832.0,203.01,8008498.0,42058.0,2012-08-31,78.0,2011,2011,588879408.0,261866245.641504,66160493.0,0.11434913929350776,63775746.0,0.07323823812764284,3.323997185136277,6.008461800010408,3.186938793982705,0.44349486445182357,0.6756745194255459,0.4032253946650573,0.5967746053349428,6.867865087783005,588879408.0,0.882473403871545,1.579291290123085,non-profit
COMMUNITY SPECIALTY HOSPITAL (192020),General Long Term,Proprietary-Corporation,,6230328.0,132.0,,6389.0,62.27,1.0,2011-01-01 00:00:00,3929677.0,,192778.0,,,22.0,,2146635.0,4110037.0,3668392.0,,,,,,,,5179466.0,,8030.0,22.0,,1444.0,-315456.0,20851.0,LA,,3885049.0,10382363.0,,,,,232.0,2011-12-31,,2011,2011,-2300651.0,,20851.0,-0.08599299093444757,-318088.0,-0.08671047150904265,0.7500867850083387,-0.01965974870768531,,0.004025704580356353,-2.708071758819569,1.585455496724031,-0.585455496724031,,-2300651.0,0.9335098024595915,19.02910083100769,for-profit
COMPASS BEHAVIORAL CENTER CROWLEY (194085),Psychiatric,Proprietary-Corporation,,750774.0,291.0,,3212.0,90.27,2.0,2011-01-01 00:00:00,1993093.0,3473781.0,836018.0,,,18.0,,3473781.0,6071174.0,7159096.0,3604650.0,,,3604649.0,,,2225.0,699600.0,,6570.0,18.0,,67457.0,128531.0,67727.0,LA,,1191952.0,15042050.0,,,,,2324.0,2011-12-31,,2011,2011,1242319.0,,67727.0,0.017953523740986292,850853.0,0.11884922342150461,1.7037621497998856,2.925187249857061,,0.09680817610062893,0.6043327035970633,0.37668789163375715,0.6233121083662428,,1242319.0,3.591952809025971,8.56332758385585,for-profit
COMPLEX CARE HOSPITAL AT RIDGELAKE (102018),General Long Term,Proprietary-Corporation,,1348557.0,314.0,,9746.0,114.21,1.0,2011-08-01 00:00:00,2591220.0,6381284.0,4890349.0,,,40.0,0.455406,6381284.0,15217973.0,16941572.0,11638.0,135349.0,,11638.0,,,216635.0,1348557.0,,12200.0,40.0,,384042.0,1242954.0,500.0,FL,,1723425.0,33416249.0,,,,-24128.0,7622.0,2012-05-31,,2011,2011,1242663.0,,500.0,0.07336709958202225,1118136.0,0.06599954242734972,1.2779771266620543,4.5484195328784764,1.0169692493531974,0.0003707666787536604,1.0852153801955962,0.5204332322226596,0.4795667677773404,,1242663.0,6.538067782743264,3.464286904676946,for-profit
COMPLEX CARE HOSPITAL AT TENAYA (292006),General Long Term,Proprietary-Corporation,,1478068.0,625.0,,16778.0,168.62,1.0,2011-08-01 00:00:00,3880473.0,,6075770.0,,,70.0,,9653801.0,22188896.0,25273036.0,79330.0,131569.0,,79330.0,,,263155.0,1478068.0,,21350.0,70.0,,337507.0,2427617.0,1500.0,NV,,3203130.0,63804301.0,,,,,12169.0,2012-05-31,,2011,2011,2402405.0,,1500.0,0.09605561437098416,2398808.0,0.09491570383550278,2.1671059788859512,5.754056646920168,1.9000519597203918,0.0010148382889014578,0.6152451397661927,0.38089892649684715,0.6191010735031528,,2402405.0,6.512875105689435,4.159643304470051,for-profit
COMPLEX CARE HOSPITAL OF IDAHO (132002),General Long Term,Proprietary-Corporation,,20220217.0,252.0,,8313.0,97.93,1.0,2011-02-01 00:00:00,15540619.0,,2192010.0,,,60.0,,7287807.0,18204537.0,17642377.0,6288.0,177238.0,,6288.0,,,280137.0,1231963.0,,21900.0,60.0,,1221411.0,-1972220.0,500.0,ID,,-4695224.0,41295226.0,,,,,5217.0,2012-01-31,,2011,2011,-4679598.0,,500.0,-0.11178879127228718,-2682132.0,-0.15202781348567712,0.0,0.17881218835305931,-0.37125709132498297,0.0004058563447116512,-4.3209303448715035,1.3011204379954235,-0.3011204379954235,,-4679598.0,1.1352428754607522,8.04849293570741,for-profit
CONCHO COUNTY HOSPITAL (451325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,177214.0,63.0,,297.0,26.65,2.0,2010-10-01 00:00:00,8046682.0,,649132.0,194797.0,,16.0,1.325688,1350921.0,3056220.0,3422246.0,426793.0,51316.0,,360247.0,2035841.0,44160.0,411665.0,177214.0,256798.0,5840.0,16.0,,217129.0,1196810.0,3143979.0,TX,,6077243.0,2305384.0,,272670.0,,359022.0,257.0,2011-09-30,,2010,2011,7869468.0,361475.34696,5179820.0,0.34971477795576356,6113.0,0.0017862538227818806,34.29324432606904,28.156895053438216,31.68069114178338,17.741143476249054,0.0225191842701438,0.02202323889523657,0.9779767611047634,,7869468.0,0.42529902387095697,5.2720340393017135,govt
CONCORD HOSPITAL  INC. (300001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,235698840.0,12365.0,57369186.0,54598.0,2515.0,1.0,2010-10-01 00:00:00,435799911.0,139380994.0,54490420.0,14108772.0,5390156.0,172.0,0.374838,162766954.0,286577702.0,373354698.0,21251341.0,772929.0,,21492505.0,20367895.0,17211606.0,4004959.0,59496482.0,23926682.0,70445.0,190.0,,26673375.0,26962978.0,8427759.0,NH,,74072906.0,764537917.0,52640863.0,69389802.0,28.59,25897398.0,25186.0,2011-09-30,18.0,2010,2011,200101071.0,26009934.602076,28795654.0,0.07221812968856763,1928192.0,0.005164504452010404,1.2449964016359825,1.5106970022193917,1.1646910148401715,0.1416513836902155,1.177898942879721,0.5408418727281474,0.4591581272718525,5.306259596197216,200101071.0,0.8567112763820642,6.851749316668875,non-profit
CONDELL MEDICAL CENTER (140202),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,149422000.0,17386.0,65469285.0,67136.0,1443.0,1.0,2011-01-01 00:00:00,400004000.0,91943346.0,37749000.0,26167459.0,,252.0,0.198927,92182710.0,246671879.0,293833507.0,14789851.0,,,15267512.0,,9747807.0,,87254000.0,20477269.0,98185.0,269.0,,19439908.0,23806125.0,55164000.0,IL,,109507000.0,1240011367.0,59216227.0,163405742.0,,13599527.0,32759.0,2011-12-31,17.0,2011,2011,250582000.0,32505814.038834,55164000.0,0.08101909562002403,17687267.0,0.06019486062220943,1.2550370183601898,1.342205354482316,,0.6322231645540606,0.5962998140329313,0.37355126448735515,0.6264487355126449,,250582000.0,0.7345764217357826,7.783875254973641,non-profit
CONEJOS COUNTY HOSPITAL (061308),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1772882.0,245.0,,1041.0,49.25,2.0,2011-07-01 00:00:00,4185664.0,,4369920.0,3060283.0,,17.0,0.729371,3655819.0,8350592.0,8966860.0,938721.0,156311.0,,1078970.0,27571.0,,139804.0,1434896.0,840663.0,6222.0,17.0,,148853.0,938606.0,1131566.0,CO,,2960866.0,11449026.0,,2637105.0,,511333.0,741.0,2012-06-30,,2011,2011,2412782.0,1923427.910955,1159137.0,0.10467499213771599,782790.0,0.08729811773575143,2.0634708020650976,4.488717649223358,1.857103929483391,0.7886048884379077,0.7347874776917268,0.4235605151297381,0.576439484870262,,2412782.0,2.1422789789146957,2.051950607791447,non-profit
CONEY ISLAND HOSPITAL (330196),General Short Term (Acute Care Hospitals),Governmental-City-County,,55797000.0,15622.0,87805322.0,91761.0,2581.8,1.0,2011-07-01 00:00:00,953812000.0,145109968.0,41473000.0,114753000.0,,251.0,1.0,160548864.0,344571119.0,359922656.0,5078569.0,1586000.0,,4947820.0,,38615909.0,1265000.0,54422000.0,23184586.0,106872.0,292.0,,16637304.0,-26669099.0,191000.0,NY,,803741000.0,344571119.0,85948846.0,175124995.0,114.81,61501371.0,31121.0,2012-06-30,22.0,2011,2011,898015000.0,175124995.0,191000.0,-0.07409674983060806,-35969679.0,-0.09993724596208803,14.76867810811804,0.2755301348719268,14.716291205762376,0.0035096100841571424,0.06213370600713797,0.058498949478513584,0.9415010505214864,,898015000.0,0.3773517800153489,8.678481325199527,govt
CONNALLY MEMORIAL MEDICAL CENTER (450108),General Short Term (Acute Care Hospitals),Governmental-Other,,14635265.0,1160.0,2610268.0,3043.0,197.88,1.0,2010-10-01 00:00:00,22050391.0,7626786.0,7982659.0,446645.0,739190.0,41.0,0.338198,8423472.0,19453327.0,18690140.0,1449293.0,589571.0,,1477352.0,1289767.0,1230850.0,609679.0,14635265.0,4307782.0,14965.0,41.0,,1493601.0,1153290.0,141279.0,TX,,5955020.0,57520452.0,2668999.0,2647436.0,,2648311.0,1546.0,2011-09-30,,2010,2011,7415126.0,895357.560328,1431046.0,0.06170579781638875,-3232796.0,-0.17296799274911798,0.4068952629146107,0.6339449268598826,0.3249527767348251,0.009653327083588853,1.9737041555328931,0.6637190696527785,0.3362809303472215,-2.3528389182754097,7415126.0,0.847610366637036,2.341342652867923,govt
CONNECTICUT CHILDRENS MEDICAL CENTER (073300),Childrens,Voluntary Nonprofit-Other,,131271022.0,6203.0,3123.0,37834.0,1229.19,1.0,2010-10-01 00:00:00,318281439.0,,28886565.0,74896948.0,,97.0,0.403817,89812090.0,173163028.0,185228029.0,20171.0,574503.0,,28284.0,,2738911.0,1097858.0,52558399.0,1147789.0,68255.0,187.0,,11986506.0,-288234.0,3472044.0,CT,,35880724.0,434869570.0,48584.0,228152903.0,75.71,3202408.0,36.0,2011-09-30,90.0,2010,2011,187010417.0,92132020.830751,3472044.0,-0.0015561035851652883,-26082136.0,-0.1408109568557791,0.6826829713743754,0.6102208706928078,0.6508638704919455,0.06606068803579805,0.7019449724022593,0.41243693761231237,0.5875630623876876,,187010417.0,0.5819630248686918,6.412255281997012,non-profit
CONNECTICUT MENTAL HEALTH CENTER (074011),Psychiatric,Governmental-State,,,233.0,,9508.0,219.0,1.0,2011-07-01 00:00:00,,19078183.0,,,,32.0,12.54507,19078183.0,37995543.0,,170111.0,,,180003.0,,,,,,11712.0,32.0,,180975.0,-36475614.0,,CT,,,3028723.0,,,15.2,,444.0,2012-06-30,,2011,2011,,,0.0,,,,,,,,,,,,,,,govt
CONNECTICUT VALLEY HOSPITAL (074003),Psychiatric,Governmental-State,,,3377.0,,203549.0,1440.0,1.0,2011-07-01 00:00:00,,136880799.0,,,,626.0,202.279079,138804251.0,247042226.0,,-472318.0,,,1824041.0,,,,,,229116.0,626.0,,2492087.0,-168895102.0,,CT,,,1221294.0,,,,,6035.0,2012-06-30,,2011,2011,,,0.0,,,,,,,,,,,,,,,govt
CONROE REGIONAL MEDICAL CENTER (450222),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,-76243923.0,14354.0,57247323.0,75530.0,1128.54,1.0,2011-01-01 00:00:00,108337838.0,67393829.0,74632780.0,16956704.0,,245.0,0.129028,69302754.0,180309484.0,246115587.0,10341568.0,6667543.0,,10638118.0,,7531985.0,1067417.0,13635817.0,38054679.0,109135.0,299.0,,8751409.0,14740357.0,39606.0,TX,,36535760.0,1397445129.0,52181878.0,166798110.0,21.72,12276881.0,29383.0,2011-12-31,38.0,2011,2011,108337838.0,21521626.53708,39606.0,0.05989200919647564,10326352.0,0.04195732633545067,2.6793964747400176,6.5571973428508175,2.112143335452507,0.0029045564339855836,0.0,0.0,1.0,,108337838.0,2.2717417251763874,3.2976875174688653,for-profit
CONTINUING CARE HOSPITAL (182002),General Long Term,Voluntary Nonprofit-Church,,4166347.0,466.0,,12573.0,85.68,1.0,2011-07-01 00:00:00,5719516.0,,6036048.0,,15819.0,45.0,,4643533.0,15527197.0,17479989.0,402.0,88657.0,,402.0,,,,4166347.0,,16470.0,45.0,,191264.0,1260159.0,3604066.0,KY,,4909770.0,38908158.0,,,,,7936.0,2012-06-30,,2011,2011,1553169.0,,3604066.0,0.07209152133905805,1120745.0,0.06411588702944836,1.1784352095492767,2.6162662399459284,,0.8650422060380473,2.682481429902348,0.7284439802249002,0.27155601977509986,82.93880776281686,1553169.0,3.0562007344677418,2.8959327361213827,non-profit
CONTINUING CARE HOSPITAL AT ST. LUKE (162002),General Long Term,Voluntary Nonprofit-Church,,5530532.0,165.0,,4544.0,37.86,1.0,2011-05-01 00:00:00,2055409.0,,3420840.0,,,28.0,,2263280.0,7123711.0,6949562.0,1452.0,75357.0,,1452.0,,,13292.0,1403788.0,,10248.0,28.0,,92831.0,-101377.0,471127.0,IA,,1714552.0,16574389.0,,,,,3704.0,2012-04-30,,2011,2011,-3475123.0,,471127.0,-0.014587538034771112,-102905.0,-0.014807408006432635,1.2213753073825961,2.700258158639339,1.1582254585450225,0.33561121764824886,-1.5914636690557429,2.690720922210616,-1.690720922210616,,-3475123.0,3.3811090639381263,2.031536698588651,non-profit
CONTINUOUS CARE CENTER OF BARTLESVIL (372014),General Long Term,Voluntary Nonprofit-Other,,3732403.0,46.0,,1187.0,36.18,2.0,2010-12-01 00:00:00,67173.0,584558.0,42023.0,,,16.0,0.494416,584558.0,1616349.0,1040298.0,,,,,,,,3226730.0,,2416.0,16.0,,662.0,-706420.0,39469.0,OK,,66492.0,3269211.0,,,,-2354.0,1089.0,2011-04-30,,2010,2011,-3665230.0,,39469.0,-0.6790554245033634,-717856.0,-0.6900484284310842,0.020606620324601067,-0.19367223164008143,,0.012231888010462605,-1.0183270899779824,55.564036145475114,-54.564036145475114,,-3665230.0,15.486847394042249,24.75544344763582,non-profit
CONTINUUM REHABILITATION HOSPITAL (673047),Rehabilitation,Proprietary-Partnership,,5329870.0,320.0,,4475.0,77.8,1.0,2011-04-04 00:00:00,2808941.0,3435406.0,1131356.0,,,41.0,1.876225,3435406.0,10754266.0,4731192.0,184.0,53449.0,,184.0,,,5734.0,836183.0,,14883.0,41.0,,194311.0,-6555577.0,180093.0,TX,,1370632.0,5731865.0,2994911.0,,,,2446.0,2012-03-31,,2011,2011,-2520929.0,,180093.0,-1.3856078975446358,-6555705.0,-1.385634952037457,1.639153151881825,-6.2715075527725395,1.5683755828568626,0.21537510329676637,-2.114248358442463,1.8974659845116006,-0.8974659845116006,,-2520929.0,1.6843329923982027,4.1818773224343175,for-profit
CONTRA COSTA REGIONAL MEDICAL CENTER (050276),General Short Term (Acute Care Hospitals),Governmental-County,,311604966.0,9833.0,18084675.0,38187.0,2044.85,1.0,2011-07-01 00:00:00,385977893.0,170440303.0,245335814.0,88746992.0,,109.0,0.730066,179166054.0,356387128.0,404336138.0,10623054.0,3333212.0,,8954987.0,,,4519127.0,149143450.0,,45018.0,123.0,,8771908.0,10491512.0,106537525.0,CA,,181367484.0,488157475.0,21332126.0,230986967.0,36.43,-48691.0,5633.0,2012-06-30,8.0,2011,2011,74372927.0,168635731.049822,106537525.0,0.025947500146524128,-71160993.0,-0.17599463988549052,1.216060671789475,2.4296397260489817,1.1634110985095223,0.7143292246491549,4.189763379892256,0.8073129877415026,0.1926870122584974,,74372927.0,1.0475629442331817,1.6480925936072262,govt
CONWAY HOSPITAL (420049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,98004778.0,8027.0,26211503.0,35970.0,861.0,1.0,2010-10-01 00:00:00,323681434.0,44896771.0,60646183.0,16761949.0,,148.0,0.283665,46800697.0,112993748.0,157065901.0,8356012.0,2981544.0,,8649884.0,22167.0,9440326.0,1617657.0,18945703.0,28139954.0,61320.0,168.0,,7825192.0,13769208.0,20013834.0,SC,,38685522.0,398335435.0,26454954.0,61610073.0,,17234665.0,15789.0,2011-09-30,20.0,2010,2011,225676656.0,17476621.357545,20036001.0,0.08766516419117604,9435614.0,0.06007423597309005,2.041915362021668,5.009031599408056,1.7991584160271066,1.0563785360722693,0.43427078253056,0.30278158616907264,0.6972184138309273,,225676656.0,0.4852484093974942,2.589872820190514,non-profit
CONWAY REGIONAL MEDICAL CENTER  INC (040029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,48068671.0,7719.0,27531388.0,31584.0,920.91,1.0,2011-01-01 00:00:00,143879907.0,39739013.0,15112638.0,5476113.0,896491.0,118.0,0.33838,47166084.0,103335200.0,121510352.0,11027334.0,2138141.0,,11108318.0,6169096.0,2742026.0,829243.0,17931132.0,10937960.0,49275.0,135.0,,6809955.0,6047991.0,16275480.0,AR,,41078174.0,305382173.0,24658312.0,24500790.0,,6440998.0,15052.0,2011-12-31,17.0,2011,2011,95811236.0,8290577.3202,22444576.0,0.04977346292273106,-1103419.0,-0.009080864155508331,2.2908857064908115,2.08777164765727,2.1253978834130494,0.9076660636930228,0.5017018150146816,0.3340888384088266,0.6659111615911734,6.365413595897784,95811236.0,0.8445262061505224,8.040313808879693,non-profit
CONWAY REGIONAL REHABILITATION HOSPI (043033),Rehabilitation,Proprietary-Corporation,,1135883.0,466.0,,5283.0,32.72,1.0,2011-01-01 00:00:00,2917790.0,,695647.0,,2673.0,26.0,,1275765.0,4673466.0,5922493.0,,34141.0,,,700000.0,,15496.0,375389.0,,9490.0,26.0,,412107.0,1167734.0,304119.0,AR,,1749403.0,7068653.0,,,,,4423.0,2011-12-31,,2011,2011,1781907.0,,1004119.0,0.1971693339274525,1138060.0,0.19215894387718144,4.660240443912848,5.78113104006777,4.528012275266457,0.8101436110274941,0.6374535820331813,0.38929566555509476,0.6107043344449052,579.9352787130565,1781907.0,2.029787270502675,8.51364700774962,for-profit
COOK CHILDRENS MEDICAL CENTER (453300),Childrens,Voluntary Nonprofit-Other,,413471859.0,11867.0,,73004.0,2813.0,1.0,2010-10-01 00:00:00,716367013.0,178215006.0,103236424.0,,7200106.0,193.0,0.3866,186559122.0,433261210.0,603633095.0,174384.0,4666661.0,,177478.0,42083983.0,,980061.0,110584167.0,,111690.0,306.0,,37170842.0,129185133.0,170410423.0,TX,,280108402.0,1120696687.0,,,4.0,,478.0,2011-09-30,113.0,2010,2011,302895154.0,,212494406.0,0.21401267437134142,77610323.0,0.12857201442873176,2.5329883074491124,3.6427636155183047,2.481925644925281,1.5410020043827792,1.3650659429170002,0.5771788084831874,0.42282119151681263,15.941593776536068,302895154.0,0.8426310592835743,5.847094190321819,non-profit
COOK CHILDRENS NORTHEAST HOSPITAL (670045),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,2146847.0,3.0,,12.0,130.02,1.0,2011-01-01 00:00:00,11105278.0,8407368.0,8277562.0,844348.0,48076.0,3.0,0.324066,8384417.0,20383910.0,36666477.0,77.0,295923.0,,77.0,,11174.0,253422.0,2146847.0,2080311.0,1095.0,3.0,,921812.0,13337614.0,4235896.0,TX,,8284757.0,62900492.0,,3311037.0,,685332.0,,2011-12-31,,2011,2011,8958431.0,1072994.5164420002,4235896.0,0.36375499069627004,13325611.0,0.363427634457491,3.8590346680504015,12.041413291212647,3.603150108042166,1.9730777274766205,0.23964542451686016,0.19331771793556182,0.8066822820644381,296.3520883600965,8958431.0,3.3017162650048024,4.42962275607238,for-profit
