Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
NEWPORT HOSPITAL (410006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,3400001.0,3730458.0,12008282.0,2022-09-30,10460385.0,RI,391732.0,45184857.0,1.0,14243791.0,5043.0,,3174389.0,,1958924.0,67641129.0,18440613.0,51377542.0,6373562.0,66.0,360396935.0,27980209.0,119575.0,60.0,24090.0,332115.0,7585675.0,121259838.0,6414216.0,43120200.0,2022067.0,116771760.0,577.94,0.324009,38182367.0,4001.0,,,16462215.0,6.0,317330572.0,17071.0,2021,2022,279148205.0,21916334.566161,27980209.0,0.02803897033080318,-5582962.0,-0.046041311716085255,2.619343751736932,2.9997492439504647,2.472717128284377,1.69966246947935,0.13678170346823473,0.1203236321018575,0.8796763678981425,6.030179305361095,279148205.0,0.38212466336209167,8.513171668974923,non-profit
NEWPORT MEDICAL CENTER (440153),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2021-10-01 00:00:00,,7456182.0,8931961.0,4487325.0,2022-09-30,4484057.0,TN,257857.0,14859044.0,2.0,13626594.0,2130.0,,4428663.0,,3289612.0,62846899.0,4210467.0,15615905.0,1718040.0,32.0,327839411.0,-53758.0,,27.0,11680.0,,3334240.0,47795106.0,1779007.0,6299691.0,929785.0,40112695.0,249.68,0.122355,16610040.0,2222.0,,,15484344.0,5.0,22518722.0,10425.0,2021,2022,5908682.0,7689632.327145,0.0,0.156003043491524,5525344.0,0.11560480690219622,0.40684261470812066,1.3615543545144695,0.33014307871227866,0.0,2.8111243759606626,0.7376102427127081,0.26238975728729186,,5908682.0,2.122460857236925,3.5074873442329024,for-profit
NEWTON MEDICAL CENTER (170103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,117820.0,3728762.0,8712768.0,2023-06-30,8208871.0,KS,2416792.0,30803059.0,1.0,35612194.0,3858.0,31531170.0,2366389.0,,1089082.0,19373757.0,3209018.0,46366471.0,10336589.0,76.0,213278279.0,2114132.0,,70.0,27740.0,,2280598.0,93194376.0,10153213.0,50792281.0,1934916.0,72930281.0,574.05,0.341949,22536527.0,2790.0,,,9106928.0,6.0,108492969.0,9825.0,2022,2022,85956442.0,6624836.832393,33645302.0,0.0012642393785650757,-7363995.0,-0.07901759007431951,5.577323220299974,4.155533677218048,5.099477342963511,0.23214546112585935,0.2621854334082372,0.2077233871256671,0.7922766128743329,,85956442.0,0.8589900051495503,2.616923180863274,non-profit
NEWTON MEDICAL CENTER (310028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-4504462.0,6572955.0,36323418.0,2022-12-31,32300948.0,NJ,112387.0,73263946.0,1.0,96740467.0,17257.0,,3367390.0,,2513033.0,223804721.0,19475390.0,94246148.0,12986596.0,139.0,1756359126.0,8576259.0,,129.0,50735.0,2467313.0,11122569.0,189331045.0,12833052.0,86192823.0,1980280.0,186395508.0,907.54,0.106126,33029921.0,7676.0,,,22515819.0,10.0,156791934.0,38330.0,2022,2022,123762013.0,23751499.820846,8576259.0,-0.023791460085164584,-12756970.0,-0.06737917703882107,3.828100723318126,4.4762900252484705,3.7351586455726973,0.3808992690872138,0.2668825449695942,0.2106608430507656,0.7893391569492344,-0.6624214276826653,123762013.0,1.2075305162062737,1.957102863685783,non-profit
NEWTON WELLESLEY HOSPITAL (220101),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-8117513.0,12834258.0,82554901.0,2022-09-30,76655706.0,MA,,220453812.0,2.0,64376841.0,26609.0,168145166.0,6670322.0,,2531471.0,129883193.0,27607984.0,234258584.0,54973971.0,216.0,1866861564.0,1282481.0,,204.0,80640.0,,34389612.0,624257012.0,54897873.0,249836739.0,,595250617.0,2244.93,0.318851,353959523.0,15827.0,47.57,,122721220.0,12.0,639836322.0,74345.0,2021,2022,285876799.0,41413385.971243,169427647.0,-0.013003479086270961,-29154410.0,-0.04670257512461871,2.0358071652156,0.4688823090252851,,0.010450360581487048,1.2381540727969325,0.5532032346860108,0.44679676531398915,,285876799.0,0.9756511009701634,9.69691898985848,non-profit
NEXUS SPECIALTY HOSPITAL (452057),General Long Term,Proprietary-Other,2022-09-01 00:00:00,,-1481749.0,,,2023-08-31,,TX,97529.0,,1.0,2536271.0,3229.0,,,,,,,10192011.0,216.0,37.0,85985220.0,-36471.0,,21.0,13505.0,1307544.0,1975682.0,23122805.0,211.0,21109518.0,303661.0,23515263.0,109.07,,32749004.0,353.0,,,20854378.0,16.0,28870395.0,10434.0,2022,2022,-3878609.0,,0.0,-0.06408171499954265,-1481749.0,-0.06408171499954265,1.0122343615331035,0.05056597708164684,0.9929966743673678,0.0,-8.443491983852974,1.1343455467097003,-0.13434554670970036,0.37775631259827586,-3878609.0,0.8009175142910238,9.11685107782252,for-profit
NGMC BARROW (110045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-2899292.0,8940611.0,4002444.0,2022-09-30,3577789.0,GA,,15902461.0,1.0,18257362.0,1436.0,,6734792.0,,5011759.0,39659494.0,5290778.0,15005009.0,2852004.0,56.0,251005542.0,-988.0,39996.0,50.0,20440.0,,2027336.0,45774102.0,2860497.0,4133404.0,670755.0,47925144.0,159.43,0.190933,7713513.0,1446.0,,,7700767.0,6.0,17248474.0,6406.0,2021,2022,9534961.0,7572306.167901999,0.0,-0.06333913443020685,-3661474.0,-0.0799900782324468,0.5367522481851483,1.9943558868876308,,0.0,0.8089716360664716,0.447199734886692,0.552800265113308,,9534961.0,2.6538058961042004,2.5071585916957773,non-profit
NGMC LUMPKIN  LLC (110237),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,4402785.0,5550162.0,2823243.0,2022-09-30,2071895.0,GA,,9399509.0,2.0,9396380.0,1224.0,,3259681.0,,2152729.0,17772873.0,2019728.0,9120793.0,1173685.0,24.0,132981763.0,150.0,,24.0,8760.0,,566554.0,27027012.0,1165201.0,2015881.0,494595.0,26427025.0,100.27,0.198727,1883626.0,934.0,,,1875293.0,,15549344.0,4994.0,2021,2022,13665718.0,3531949.7326709996,150.0,0.16290313557414338,3952749.0,0.14625179431599764,1.0749685515810063,7.358485847278265,,7.998750061990314e-05,0.1378358605087563,0.12113861523675853,0.8788613847632415,,13665718.0,1.7381448374928228,2.8763217324118435,non-profit
NIAGARA FALLS MEMORIAL MEDICAL CENTE (330065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-7070330.0,1284053.0,7920895.0,2022-12-31,7860350.0,NY,455925.0,51421060.0,1.0,13871022.0,4159.0,,1663611.0,,990069.0,49831743.0,14727184.0,61613764.0,4855129.0,133.0,177747317.0,825300.0,,121.0,48545.0,,5501796.0,83070116.0,4917524.0,25766252.0,3443755.0,102264120.0,765.85,0.575334,56080976.0,3405.0,10.32,,34191085.0,12.0,79030079.0,22166.0,2022,2022,22949103.0,28669896.027162,825300.0,-0.08511279796455322,-45373607.0,-0.5462085426725539,0.7535956229525913,0.22304036271443273,0.6395401608343227,0.024137871026906576,2.4437110243480977,0.7096155882622868,0.2903844117377132,,22949103.0,1.0511202449892527,5.988752378880229,non-profit
NICHOLAS H. NOYES MEMORIAL HOSPITAL (330238),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,-4731336.0,1421048.0,4886241.0,2023-06-30,4826732.0,NY,1927637.0,24078761.0,1.0,9360109.0,2550.0,39881.0,1517941.0,,948344.0,25239894.0,7515385.0,33205172.0,5056880.0,67.0,162709909.0,5352403.0,,59.0,24455.0,228936.0,4727795.0,74253540.0,4951527.0,18794343.0,1648977.0,66701816.0,383.07,0.409943,23815868.0,1893.0,,,15667360.0,8.0,77020993.0,9945.0,2022,2022,53205125.0,10346917.866042,5392284.0,-0.06371865906999181,-7950782.0,-0.10707613401327398,1.1995858268400037,0.6977542483226274,0.9713014190010314,0.34162762584123935,0.4476235700978054,0.30921268439112437,0.6907873156088756,-14.078113533913408,53205125.0,0.9640688480866508,7.932978130917065,non-profit
NICKLAUS CHILDRENS HOSPITAL (103301),Childrens,Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-4304606.0,,,2022-12-31,,FL,2385420.0,,1.0,240144530.0,65.0,,5648227.0,,5648227.0,1527319666.0,242065955.0,228257601.0,152723.0,259.0,2369039862.0,90216591.0,,123.0,94535.0,,36803440.0,769283946.0,48204.0,417140154.0,12847199.0,557532185.0,3548.0,0.235341,743890170.0,10029.0,124.11,,154801588.0,,1557247838.0,60901.0,2022,2022,813357668.0,359440937.516106,90216591.0,-0.005595600977223565,42371447.0,0.05507907349466513,2.694676194148603,2.4054108669737935,2.5962752720598705,0.5827885370271525,0.914591697191696,0.4776954264103464,0.5223045735896537,,813357668.0,0.4940022565630944,3.203420648390367,non-profit
NINNESCAH VALLEY HEALTH SYSTEMS (171378),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-05-01 00:00:00,,408765.0,744258.0,,2023-04-30,,KS,77813.0,,2.0,3048423.0,1280.0,,487107.0,,77670.0,1758042.0,456436.0,8135016.0,3254071.0,25.0,27951470.0,5940528.0,,25.0,9125.0,131124.0,901125.0,15044207.0,3218508.0,8708323.0,322163.0,16615380.0,107.11,0.594437,6773023.0,194.0,,,1555724.0,,15341188.0,1551.0,2022,2022,8568165.0,1045045.212354,5940528.0,0.027170923665168926,-3287321.0,-0.21851075300944742,5.597601502580149,6.040734731867606,5.340501914221289,3.8184973684278187,0.7904869945898567,0.44149273185362176,0.5585072681463782,-18.198011042982216,8568165.0,0.9806415904687433,4.93507856357205,non-profit
NIOBRARA HEALTH & LIFE CENTER (531314),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,873542.0,710248.0,,2023-06-30,,WY,26253.0,,2.0,1731926.0,668.0,,810794.0,,18350.0,1172602.0,37349.0,3765098.0,1242521.0,24.0,9320009.0,7592637.0,,24.0,8760.0,10801.0,639850.0,9338672.0,1211116.0,11548727.0,296940.0,10398596.0,41.85,1.115728,6011837.0,110.0,,,1633170.0,,13474065.0,6610.0,2022,2022,7462228.0,1308304.8842560002,7592637.0,0.09354028067374033,-1160846.0,-0.12430525453726182,7.0713563193054,6.239632126477954,6.873463264693816,4.6490181671228346,0.8056356627002016,0.4461784175748002,0.5538215824251999,-48.23590408295528,7462228.0,0.6930849747273744,5.3920733333872235,govt
NIOBRARA VALLEY HOSPITAL (281303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-09-01 00:00:00,,227350.0,5000.0,,2023-08-31,,NE,33790.0,,2.0,397420.0,145.0,,6091.0,,1048.0,318518.0,218522.0,1258300.0,768274.0,15.0,2643205.0,1217172.0,,15.0,5475.0,,199514.0,2803192.0,544629.0,1768628.0,54039.0,3364507.0,22.16,1.272889,363189.0,23.0,,,363189.0,,5150479.0,207.0,2022,2022,4787290.0,405438.058502,1217172.0,0.08110397004557661,-706171.0,-0.25191674348385695,4.869717970533249,5.07157981106256,4.627890712549114,3.3513459934083905,0.07586525988607333,0.07051557728902497,0.9294844227109751,,4787290.0,0.5442585048885744,7.053474913190076,non-profit
NOCONA GENERAL HOSPITAL (450641),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,5107968.0,91846.0,1582492.0,2023-06-30,1907736.0,TX,6903726.0,4443682.0,2.0,7043343.0,676.0,,1112612.0,,1080466.0,2929808.0,271147.0,5593526.0,593197.0,18.0,23293135.0,2692339.0,,18.0,6570.0,,623146.0,8227806.0,580748.0,12762705.0,291025.0,12323842.0,10.75,0.529076,1921054.0,351.0,,,1921054.0,,35342947.0,1261.0,2022,2022,33421893.0,1550091.097408,2692339.0,0.6208177489843586,-4273336.0,-0.5193773406908233,6.64359513058977,7.726826002808875,2.898384949095653,1.4014905359245498,0.05747891060509349,0.05435466374663098,0.945645336253369,,33421893.0,0.23279909284305011,1.1681677294432486,govt
NOLAND HOSPITAL ANNISTON (012011),General Long Term,Voluntary Nonprofit-Other,2022-09-01 00:00:00,,838382.0,,,2023-08-31,,AL,9041.0,,1.0,-651443.0,3006.0,,,,,,,2790762.0,,38.0,23175426.0,-603987.0,,38.0,13870.0,,218692.0,7496250.0,,64127977.0,,7452998.0,36.0,,36668912.0,256.0,,,36668912.0,,64733934.0,5165.0,2022,2022,28065022.0,,0.0,0.11184018676004669,715898.0,0.09550081707520428,1.7488377348092574,0.024905811222323694,,0.0,1.30656986479469,0.5664557942670377,0.43354420573296226,,28065022.0,0.11580093371121242,inf,non-profit
NOLAND HOSPITAL BIRMINGHAM (012009),General Long Term,Voluntary Nonprofit-Other,2022-09-01 00:00:00,,935236.0,,,2023-08-31,,AL,46746.0,,1.0,-501448.0,2846.0,,,,,,,5310489.0,,79.0,32273375.0,-953770.0,,79.0,28835.0,,521489.0,11504392.0,,84164112.0,,12783030.0,64.1,,55446967.0,308.0,,,55446967.0,,86304509.0,8110.0,2022,2022,30857542.0,,0.0,0.08129382239409089,-35995.0,-0.003128805068533826,1.517920935152323,0.021131633764566417,,0.0,1.7968692062381377,0.6424573599045676,0.35754264009543235,,30857542.0,0.1333000110110122,inf,non-profit
NOLAND HOSPITAL DOTHAN (012010),General Long Term,Voluntary Nonprofit-Other,2022-09-01 00:00:00,,1556266.0,,,2023-08-31,,AL,21192.0,,1.0,-439535.0,3587.0,,,,,,,3287547.0,,38.0,25914335.0,-574404.0,,38.0,13870.0,,202256.0,8231419.0,,69563377.0,,7927637.0,41.2,,43213703.0,226.0,,,43213703.0,,70183395.0,5463.0,2022,2022,26969692.0,,0.0,0.18906412126511846,1002307.0,0.12176600413610339,1.6097527444014692,0.03791806501747837,,0.0,1.6023061368294453,0.6157254575672778,0.38427454243272213,,26969692.0,0.1172844231887044,inf,non-profit
NOLAND HOSPITAL TUSCALOOSA (012012),General Long Term,Voluntary Nonprofit-Other,2022-09-01 00:00:00,,668060.0,,,2023-08-31,,AL,15001.0,,1.0,-1300915.0,1800.0,,,,,,,2399190.0,,32.0,17544184.0,-434342.0,,32.0,11680.0,,170322.0,5846569.0,,58246304.0,,5709622.0,29.5,,30110528.0,167.0,,,30110528.0,,58701168.0,3686.0,2022,2022,28590640.0,,0.0,0.11426530671236412,658062.0,0.11255524393879555,1.9344165602144208,0.02412800599179131,,0.0,1.0531603349907521,0.5129459774974153,0.4870540225025846,,28590640.0,0.0995988529563841,inf,non-profit
NOR-LEA HOSPITAL (321305),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,24949797.0,8697526.0,,2023-06-30,,NM,565608.0,,2.0,33968913.0,674.0,111110297.0,3525009.0,,565032.0,80275764.0,21563429.0,47551895.0,7481614.0,25.0,292924898.0,4862938.0,,25.0,9125.0,462075.0,8532618.0,131469639.0,9236437.0,140646017.0,1761251.0,99689328.0,409.02,0.340324,26812000.0,362.0,,,14619843.0,,237796302.0,1599.0,2022,2022,210984302.0,27319769.107536003,115973235.0,0.1897761124908847,1151339.0,0.008757451596866406,9.620213910641858,4.3635545197031185,9.461056319141047,0.3326258701957333,0.12708054459900053,0.1127519636533288,0.8872480363466712,20.95754368879511,210984302.0,0.5528666253186729,3.8702927879970725,govt
NORMAN REGIONAL HOSPITAL (370008),General Short Term (Acute Care Hospitals),Governmental-City-County,2022-07-01 00:00:00,,-18538784.0,29683613.0,60267178.0,2023-06-30,54070233.0,OK,8608169.0,156049974.0,1.0,348711551.0,18024.0,,11587319.0,,6546067.0,396031540.0,45729653.0,275565478.0,35132299.0,322.0,2310207637.0,55284789.0,,261.0,117530.0,,22826907.0,540731074.0,33839022.0,159010321.0,15381648.0,369405521.0,2879.33,0.159901,457770991.0,14937.0,21.71,,83753747.0,36.0,763964185.0,60890.0,2022,2022,306193194.0,63325839.27754,55284789.0,-0.03428466550453877,-43882281.0,-0.08115361426408425,1.8985457570035642,4.602272373557209,1.6121129959713922,0.6600873510769614,1.4950397329863576,0.5992047794753624,0.40079522052463756,,306193194.0,0.7077963661346245,1.550654322890497,govt
NORRISTOWN STATE HOSPITAL (394001),Psychiatric,Governmental-State,2022-07-01 00:00:00,,-117844327.0,,,2023-06-30,,PA,,,1.0,,636.0,,,,,,,61875323.0,38371.0,374.0,137453561.0,,,120.0,136510.0,,2216178.0,,368766.0,,,118841232.0,752.0,,,379.0,,,,254.0,,122470.0,2022,2022,,,0.0,,,,,,,,,,,,,,,govt
NORTH ALABAMA MEDICAL CENTER (010006),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-07-01 00:00:00,,4917614.0,13179839.0,47995866.0,2023-06-30,41634281.0,AL,2663599.0,58693090.0,1.0,38159729.0,20770.0,,7790893.0,,5886064.0,105588624.0,4631940.0,98458721.0,12267732.0,223.0,1197253766.0,283342.0,,167.0,81395.0,,16728009.0,259452348.0,12537870.0,51195140.0,6596250.0,159945536.0,1210.66,0.133594,268597701.0,11307.0,36.12,,28311342.0,29.0,380549405.0,67263.0,2022,2022,111951704.0,14106006.634655999,283342.0,0.018953823458942063,1357462.0,0.005232028195019457,1.8082908256344754,1.5315658650162185,1.4812187638438332,0.010008073796007268,2.39922834046367,0.7058155852326191,0.2941844147673809,,111951704.0,0.6817836123012727,6.799114008383026,for-profit
NORTH ALABAMA SPECIALTY HOSPITAL (012014),General Long Term,Proprietary-Corporation,2022-05-01 00:00:00,,2225915.0,,,2023-04-30,,AL,32393.0,3646553.0,1.0,3265771.0,3370.0,,,,,,,3646553.0,,31.0,25284012.0,454194.0,,31.0,11315.0,,126779.0,11230325.0,,3752358.0,,8973726.0,53.0,,4105259.0,208.0,,,1247605.0,,5120091.0,5390.0,2022,2022,1014832.0,,454194.0,0.1982057509466556,1385684.0,0.12338770249302669,3.0076490555905115,4.663303689869791,,0.3640527250211405,4.045259708010784,0.8017941477993262,0.19820585220067377,,1014832.0,2.193383867591416,3.4387974539549773,for-profit
NORTH ARKANSAS REGIONAL MEDICAL CTR (040017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-04-01 00:00:00,,-8721134.0,5337739.0,6694585.0,2023-03-31,6128374.0,AR,896685.0,28348817.0,2.0,13499091.0,2362.0,,2912040.0,,1419873.0,31753305.0,3221309.0,45766845.0,8867427.0,120.0,256779273.0,419027.0,,96.0,43800.0,543721.0,1421698.0,89099604.0,8712066.0,20676512.0,2761779.0,71186499.0,610.09,0.277228,28370048.0,1945.0,,,11241963.0,24.0,84739595.0,7072.0,2022,2022,56369547.0,8802905.23854,419027.0,-0.09788072683241106,-12417806.0,-0.13936993479791449,1.839226120918562,0.46228438930105,1.513796834236156,0.037273472613279374,0.5032867835535382,0.3347909321492509,0.6652090678507491,-20.223805959306336,56369547.0,1.0514518508142503,6.600415094616371,non-profit
NORTH AUSTIN MEDICAL CENTER (450809),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-07-01 00:00:00,,165472066.0,19639790.0,47716191.0,2023-06-30,41607534.0,TX,3215352.0,149365695.0,1.0,127768059.0,14807.0,,38567200.0,,36226085.0,108402049.0,7060820.0,148289697.0,17061358.0,418.0,4059853964.0,-122737.0,,322.0,152570.0,913.0,26146979.0,615951109.0,16699718.0,103299138.0,14642631.0,426339491.0,1670.01,0.105014,-1148365376.0,24858.0,2.21,,34234982.0,30.0,404839623.0,125636.0,2022,2022,404839623.0,11383732.773686,0.0,0.2686448057032397,160011594.0,0.2597796994955975,3.0173562819457596,8.565511294850396,2.495726593342447,0.0,0.0,0.0,1.0,203897.67031763418,404839623.0,1.5214694264251896,4.82085361412589,for-profit
NORTH BALDWIN INFIRMARY (010129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-04-01 00:00:00,,1547606.0,8179708.0,3439428.0,2023-03-31,3176294.0,AL,,15241878.0,1.0,18853493.0,1305.0,,3142181.0,,457940.0,18918751.0,3508891.0,17831873.0,2501700.0,35.0,155897198.0,438824.0,,31.0,12775.0,882874.0,3141107.0,55309925.0,2483969.0,10130705.0,1130765.0,51123908.0,139.72,0.327933,72201690.0,2476.0,,,48728588.0,4.0,24234716.0,5282.0,2022,2022,-47966974.0,6204082.771682999,438824.0,0.027980620114744326,-1798759.0,-0.03252145071612374,0.2079006475623714,0.4276734429489317,,0.009005473337335364,-1.5052375411465397,2.9792670151364677,-1.979267015136468,1.5204298688148026,-47966974.0,2.2822600850779518,2.933669904033168,non-profit
NORTH BIG HORN HOSPITAL (531309),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,1280005.0,926961.0,,2023-06-30,,WY,425032.0,,2.0,3078885.0,1781.0,69545.0,858723.0,,247797.0,4644241.0,3332803.0,12947619.0,3566478.0,14.0,38433756.0,4665953.0,,14.0,5110.0,65424.0,1180718.0,24672329.0,3731186.0,8715262.0,475436.0,25605044.0,131.16,0.666212,4915514.0,199.0,,,2172966.0,,27168868.0,1998.0,2022,2022,22253354.0,3094049.085092,4735498.0,0.05188018528773672,-2704400.0,-0.10961267580373138,4.010767770871703,4.153237096208592,3.5963719634821714,2.147273818366233,0.2208886804209379,0.18092450520941836,0.8190754947905816,-23.289343360234778,22253354.0,0.9081103047797207,8.013397382493988,govt
NORTH CADDO MEDICAL CENTER (191304),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,453033.0,1099440.0,,2023-06-30,,LA,485768.0,,1.0,6136910.0,1235.0,,725699.0,,,6284190.0,4057719.0,16669672.0,1475163.0,25.0,45293562.0,9910254.0,,25.0,9125.0,567983.0,2332300.0,24088737.0,1327230.0,16148216.0,1068296.0,30075445.0,178.72,0.664011,27343275.0,411.0,4.58,,4385053.0,,56055616.0,2662.0,2022,2022,28712341.0,4172771.28609,9910254.0,0.018806839063417895,-9839623.0,-0.4084740100736705,3.6825589109185226,3.7628272679942523,3.3281586334304283,2.260007803782531,0.9523178552386237,0.4877883243670001,0.512211675633,-13.217513552342236,28712341.0,0.4297292353365629,3.925222465377527,govt
NORTH CANYON MEDICAL CENTER (131302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,2070085.0,2075682.0,,2022-09-30,,ID,676103.0,,2.0,14110719.0,801.0,3183352.0,1491504.0,,332402.0,15296587.0,8572837.0,20871137.0,4340320.0,16.0,74580958.0,11267753.0,,16.0,5840.0,1424822.0,3483509.0,53742525.0,4373538.0,24089352.0,1067863.0,42024003.0,244.22,0.563468,45479936.0,323.0,,,8890510.0,,60336693.0,1559.0,2021,2022,14856757.0,8619137.283715999,14451105.0,0.03851856607035118,2333771.0,0.04342503445828048,2.7095579443698954,3.3734082746659078,2.5133975441228906,1.2673910720532342,3.0612290421119495,0.753769120226725,0.24623087977327496,4.0828117477130474,14856757.0,0.8907104835858339,3.8086312256661055,non-profit
NORTH CAROLINA BAPTIST HOSPITAL (340047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2022-01-01 00:00:00,,-41543754.0,168597322.0,212649885.0,2022-12-31,195510614.0,NC,30818046.0,550963175.0,1.0,1166741400.0,36642.0,,91271534.0,,49903378.0,1306817249.0,325805440.0,669747866.0,96118672.0,800.0,7637417476.0,263009.0,1025274.0,525.0,291902.0,14161549.0,76878299.0,2189452982.0,95077307.0,373051160.0,47305775.0,1859466557.0,8586.51,0.243468,822717595.0,35795.0,692.42,,223173054.0,232.0,2136522913.0,228444.0,2022,2022,1313805318.0,318168181.979532,263009.0,-0.018974490131343683,-102058720.0,-0.04661379844145929,1.6715779674727218,5.042995266803133,1.3215185870960926,0.0011784980098896707,0.6262096702823667,0.3850731438422912,0.6149268561577088,-1.7780838098996092,1313805318.0,1.0247739299578482,1.8765537778979986,non-profit
NORTH CAROLINA SPECIALTY HOSPITAL (340049),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2022-01-01 00:00:00,,8948054.0,1540779.0,3235343.0,2022-12-31,2913487.0,NC,524189.0,16627014.0,1.0,24335210.0,493.0,,666740.0,,101698.0,6529070.0,2128508.0,16243588.0,8329682.0,18.0,167695377.0,3016560.0,,18.0,6570.0,2459859.0,4103914.0,71556579.0,8344349.0,14586895.0,2085239.0,61597669.0,193.5,0.367319,53081435.0,590.0,,,11317284.0,,72220341.0,1560.0,2022,2022,19138906.0,2398251.46333,3016560.0,0.1250486555540896,8387454.0,0.11721429555764537,1.288904210586215,3.2074678871715157,1.0583340490527586,0.2665445172180887,2.773483238801633,0.7349928602524876,0.2650071397475124,5.078082930769609,19138906.0,0.9908092098318949,2.9404545512448834,for-profit
