Hospital,Hospital type,Control type,HAC reduction adjustment amount,Total Liabilities,Total discharges,IPPS Payment amount (unadjusted),Total Inpatient Days,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,Fiscal Year Begin Date,BALANCE SHEET: Total Assets (G_C1THRU4_36),"ADJUSTED SALARIES, Subtotal Salaries",BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Net Revenue from Medicaid,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),NUMBER OF BEDS: Adults & Pediatrics,Cost To Charge Ratio,Total Salaries,Total Costs,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Subtotal,BALANCE SHEET: Inventory (G_C1THRU4_7),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Total cost of charity care,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Bad Debt expense,BED DAYS: Total Hospital,NUMBER OF BEDS: Total Hospital,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),State,HVBP payment adjustment amount,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,IPPS Interim payment,Medicaid charges,FTE Employees on Payroll,Cost of Uncompensated Care,Total Days Title XVIII,Fiscal Year End Date,NUMBER OF BEDS: ICU,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
CROSSROADS REGIONAL HOSPITAL (194022),Psychiatric,Proprietary-Corporation,,5238932.0,1604.0,,12449.0,192.0,1.0,2013-01-01 00:00:00,4624447.0,,662740.0,,169186.0,68.0,,5335301.0,7859939.0,7127118.0,546702.0,28184.0,,540418.0,,,,2207972.0,,18632.0,68.0,,85338.0,-531859.0,7796.0,LA,,837720.0,19416080.0,,,,,1211.0,2013-09-30,,2013,2013,-614485.0,,7796.0,-0.07462469402078091,-1463001.0,-0.2052724537463811,0.3794069852335084,0.06280740878960421,,0.0035308418766180007,-8.52572804869118,1.1328775094622126,-0.13287750946221247,-8.142890073646756,-614485.0,1.5411827619605112,10.754018167003652,for-profit
CROUSE HOSPITAL (330203),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,201531464.0,19690.0,71231249.0,118673.0,2297.6,1.0,2013-01-01 00:00:00,265304935.0,137697962.0,40652757.0,57124747.0,,416.0,0.382236,153013800.0,308280240.0,341238551.0,12851469.0,6792304.0,,12717129.0,,2787627.0,7666346.0,42689332.0,12290730.0,182865.0,501.0,,8195744.0,8984381.0,19753055.0,NY,-123938.0,78770532.0,806517020.0,64803593.0,166524375.0,41.4,7349273.0,32100.0,2013-12-31,28.0,2013,2013,63773471.0,63651611.002500005,19753055.0,0.026328739744296944,-9563825.0,-0.028026801110171164,1.8452041367149994,2.122099919483397,1.506509448309006,0.46271642292271054,3.1601143992930854,0.7596219949696752,0.24037800503032483,,63773471.0,1.2862126028677152,8.393982996036407,non-profit
CROW/NORTHERN CHEYENNE INDIAN HOSPIT (271339),General Short Term (Critical Access Hospitals),Governmental- Federal,,,342.0,,1078.0,239.0,2.0,2012-10-01 00:00:00,,,,,,24.0,56.711551,12996153.0,17233733.0,,1124332.0,,,1262676.0,,,,,,8760.0,24.0,,717374.0,-37748691.0,,MT,,,303884.0,,,,,394.0,2013-09-30,,2012,2013,,,0.0,,,,,,,,,,,,,,,govt
CROWLEY REHAB HOSPITAL (192050),General Long Term,Proprietary-Corporation,,669447.0,99.0,,2463.0,39.07,1.0,2013-01-01 00:00:00,1024053.0,1803266.0,683371.0,,,15.0,0.396813,1803266.0,3943090.0,4069292.0,1089919.0,,,1073736.0,,,-5750.0,273309.0,,5475.0,15.0,,,-176077.0,-591337.0,LA,,86284.0,9936907.0,,,,-36919.0,2142.0,2013-12-31,,2013,2013,354606.0,,0.0,-0.043269689174431324,-187059.0,-0.04596843873578008,0.3157012758452887,1.8561188983897348,,0.0,1.887861457504949,0.6537230006650047,0.34627699933499534,,354606.0,3.9737122980939463,5.954733226900176,for-profit
CROWNPOINT INDIAN HOSPITAL (320062),General Short Term (Acute Care Hospitals),Governmental- Federal,,,540.0,900464.0,1775.0,379.0,2.0,2012-10-01 00:00:00,,13012051.0,,,,25.0,,20191626.0,19757545.0,,1744416.0,,,1458821.0,,,,,,9125.0,25.0,,582298.0,-42671501.0,,NM,,,316760.0,1020921.0,,,,590.0,2013-09-30,,2012,2013,,,0.0,,,,,,,,,,,,,,,govt
CROZER CHESTER MEDICAL CENTER (390180),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,410745000.0,17351.0,75531582.0,77044.0,2722.12,1.0,2013-07-01 00:00:00,390434000.0,168431497.0,61745000.0,91551414.0,4821209.0,399.0,0.112332,199173866.0,427282126.0,502979000.0,26601299.0,6559000.0,,26501992.0,8489000.0,12066829.0,3890000.0,74274000.0,18579082.0,170090.0,466.0,,-3268.0,-6442000.0,28373000.0,PA,-133278.0,170181000.0,3803753525.0,68023173.0,769473690.0,111.09,14030802.0,23448.0,2014-06-30,20.0,2013,2013,-20311000.0,86436518.54508,36862000.0,-0.012807691772419923,-46404940.0,-0.09226019376554488,2.2912593909039503,1.1265853461507391,2.1505775910816705,0.3820044699356437,-20.222785682635024,1.0520215964798147,-0.05202159647981477,-9.62516663351454,-20311000.0,1.2882561457250137,8.146068507571464,non-profit
CRYSTAL CLINIC ORTHOPAEDIC CENTER (360351),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,56659632.0,3959.0,10762250.0,10980.0,563.84,1.0,2013-01-01 00:00:00,108574141.0,28129987.0,15101223.0,3221325.0,,60.0,0.363291,26881870.0,92389130.0,121474887.0,4232957.0,3133361.0,,4211011.0,,374891.0,1313799.0,20312000.0,3499334.0,21900.0,60.0,,8335450.0,16697811.0,10615315.0,OH,36864.0,30469013.0,254311550.0,9741408.0,11612750.0,,1611921.0,2510.0,2013-12-31,,2013,2013,51914509.0,4218807.56025,10615315.0,0.1374589547879143,14895396.0,0.12262119659349838,1.5000498719968491,2.0881424281213077,1.281107374950768,0.5226129873966129,1.0914026365924023,0.5218519942055079,0.47814800579449207,,51914509.0,1.1188196920664562,8.04404298910095,for-profit
CUBA MEMORIAL HOSPITAL INC (331301),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,10001928.0,80.0,,3421.0,128.09,2.0,2013-01-01 00:00:00,9291134.0,4804316.0,1634355.0,1217740.0,281005.0,20.0,0.983454,5938501.0,10905032.0,9530448.0,204043.0,58823.0,,133160.0,,208531.0,92870.0,9719916.0,126198.0,7300.0,20.0,,945219.0,-1328672.0,81439.0,NY,,2745935.0,11088503.0,,1573801.0,,332641.0,1720.0,2013-12-31,,2013,2013,-710794.0,1547760.8886540001,81439.0,-0.13941338329530784,-1821431.0,-0.1911170387792893,0.2825060422332868,0.0398277104452343,0.2668996316429072,0.008378570349784916,-14.071486253401126,1.0765023946484897,-0.07650239464848962,-3.118136687959289,-710794.0,1.0257572434107614,5.831320612718779,non-profit
CUERO COMMUNITY HOSPITAL (450597),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,5805375.0,1038.0,3041804.0,3684.0,271.2,2.0,2012-10-01 00:00:00,38140639.0,9626103.0,6065733.0,2236782.0,99115.0,45.0,0.48421,11546072.0,22690988.0,17325046.0,2211119.0,551002.0,,2096622.0,,597564.0,168715.0,3061385.0,3382656.0,16425.0,45.0,0.916,2029435.0,71364.0,4368444.0,TX,,11676595.0,46861874.0,3101409.0,6943346.0,,2098802.0,2162.0,2013-09-30,,2012,2013,32335264.0,3362037.56666,4368444.0,0.004119123262356706,-9949727.0,-0.5742972919090662,3.8141543778387885,3.473375286022503,3.579059151331832,1.4269502202434519,0.1795369600198718,0.15220969423191888,0.8477903057680811,-79.9101246027342,32335264.0,0.45424110487503894,2.85621638802763,govt
CULBERSON HOSPITAL (451338),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,2233120.0,80.0,,656.0,45.58,2.0,2013-04-01 00:00:00,4412290.0,,1252887.0,696291.0,26236.0,14.0,1.168299,2487806.0,6416857.0,4992798.0,508152.0,87182.0,,639286.0,,105263.0,26607.0,2233120.0,901414.0,5110.0,14.0,,615835.0,1048325.0,413201.0,TX,,2644340.0,5492477.0,,620499.0,,1131077.0,562.0,2014-03-31,,2013,2013,2179170.0,724928.3612009999,413201.0,0.20996743709639365,-794313.0,-0.15909175576500392,1.1841459482696854,1.2155249158128538,1.1331907824030951,0.18503304793293687,1.0247571323026656,0.5061136054067162,0.49388639459328376,-6.802790059460284,2179170.0,1.131566148190622,3.9850345641705918,for-profit
CULLMAN REGIONAL (010035),General Short Term (Acute Care Hospitals),Governmental-County,,85037953.0,6387.0,26939769.0,21682.0,777.0,2.0,2013-07-01 00:00:00,119297465.0,33078718.0,11423716.0,4281352.0,,103.0,0.243897,36682089.0,89110669.0,93962497.0,10200372.0,1074826.0,,10385245.0,4770928.0,1877957.0,910116.0,16147259.0,22443390.0,41975.0,115.0,,4711138.0,6762015.0,11888476.0,AL,106939.0,30758236.0,365361707.0,23920329.0,33561469.0,,7220869.0,11451.0,2014-06-30,12.0,2013,2013,34259512.0,8185541.604693,16659404.0,0.07196504154205267,-2591285.0,-0.027577864389874612,1.9048580319421395,1.8624961053761508,1.7819305431342867,0.7362535028390886,2.4821705866680177,0.7128227997133049,0.28717720028669513,,34259512.0,0.7876319668653479,8.225212969229977,govt
CUMBERLAND COUNTY HOSPITAL (181317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,13933181.0,754.0,,4611.0,147.08,2.0,2013-07-01 00:00:00,19660148.0,,3693108.0,1748773.0,,25.0,0.548741,7965844.0,13711590.0,21518777.0,1250700.0,1058730.0,,1202031.0,734692.0,171311.0,77774.0,10879970.0,1500283.0,9125.0,25.0,,843285.0,118423.0,808066.0,KY,,7516132.0,24987375.0,,4791135.0,,914227.0,2905.0,2014-06-30,,2013,2013,5726967.0,2629092.211035,1542758.0,0.005503240263143207,-2512578.0,-0.11676211896242988,0.6908228607247998,0.42459648326236193,0.5863644844608946,0.07427097685011999,2.4329075058403515,0.708701735103927,0.291298264896073,,5726967.0,1.0945378946282602,5.826739158454072,non-profit
CUMBERLAND MEDICAL CENTER (440009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,49970981.0,5464.0,24675661.0,24873.0,769.0,2.0,2013-07-01 00:00:00,117078122.0,33011946.0,11214194.0,7126997.0,1962456.0,110.0,0.280958,41130696.0,70063379.0,84917216.0,10521080.0,1738858.0,,10658322.0,16.0,4132509.0,1373949.0,9850809.0,10467687.0,44530.0,122.0,,6478849.0,-4759393.0,23216875.0,TN,-98099.0,39011802.0,249372923.0,21762502.0,30970680.0,,6772537.0,14679.0,2014-06-30,12.0,2013,2013,67107141.0,8701460.31144,23216891.0,-0.05604744507874587,-7683031.0,-0.09047671793667847,3.960263771229348,3.012181639091774,3.6442687093009316,2.356849574486725,0.7446447614271036,0.42681741171078913,0.5731825882892109,-0.613609680930426,67107141.0,0.7253038787212525,7.572297750511539,non-profit
CUMBERLAND MEMORIAL HOSPITAL (521353),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,7042330.0,432.0,,2543.0,139.07,2.0,2013-07-01 00:00:00,17711016.0,,4633565.0,345159.0,230968.0,25.0,0.54684,9454838.0,18255146.0,21752932.0,1804426.0,439605.0,,1725924.0,2662622.0,221537.0,39062.0,2489619.0,1028708.0,9125.0,25.0,,1001034.0,243397.0,908858.0,WI,,7423105.0,33382965.0,,756667.0,,737828.0,1636.0,2014-06-30,,2013,2013,10668686.0,413775.78228,3571480.0,0.011189158316681172,487267.0,0.022400060828581637,2.9816228908921407,2.752041175778302,2.789357729034041,0.36505907128761467,0.6600934735542877,0.397624280843064,0.602375719156936,6.443754113123896,10668686.0,1.2282148014546428,4.694642677938045,non-profit
CUMBERLAND RIVER HOSPITAL (440141),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,971076.0,406.0,1486454.0,2852.0,103.32,2.0,2013-07-01 00:00:00,4668271.0,3230807.0,1880949.0,646015.0,,28.0,0.409964,7196135.0,7803383.0,10813025.0,368112.0,177116.0,,395823.0,,75718.0,53808.0,971076.0,631513.0,10220.0,28.0,,534912.0,-1274268.0,1175081.0,TN,,1411954.0,19034295.0,1292400.0,2136317.0,,264384.0,2004.0,2014-06-30,,2013,2013,3697195.0,875813.062588,1175081.0,-0.11784565373704398,-1934148.0,-0.178872054767283,1.4540097788432624,1.8348327010450263,1.2162075882835124,1.2100813942472062,0.26265209165326686,0.2080162012873717,0.7919837987126283,,3697195.0,2.3162804815744416,5.748707168562253,for-profit
CURRY GENERAL HOSPITAL (381322),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,15600753.0,429.0,,1926.0,194.23,2.0,2013-07-01 00:00:00,26332388.0,,7383443.0,4018444.0,833417.0,15.0,0.645662,12548590.0,23668418.0,26123224.0,5576724.0,465043.0,,4812275.0,,543898.0,188235.0,3211897.0,1649881.0,5475.0,15.0,,1331538.0,181271.0,2762363.0,OR,,8819785.0,36657610.0,,6057478.0,,1514839.0,1298.0,2014-06-30,,2013,2013,10731635.0,3911083.360436,2762363.0,0.006939074595080607,-1494053.0,-0.05719251957568484,2.745973796793608,3.215257836723905,2.542580599564681,0.8600409664444407,1.4537163256111487,0.5924549266097704,0.40754507339022955,-0.19499842215841529,10731635.0,0.9920567781395292,3.5380816239794903,govt
CUSHING MEMORIAL HOSPITAL (170133),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,37844541.0,1980.0,3257982.0,6561.0,240.0,1.0,2013-01-01 00:00:00,21152984.0,12725787.0,4728294.0,2412863.0,,45.0,0.26851,12948558.0,27815997.0,24089735.0,2572410.0,731481.0,,2639127.0,,1141143.0,130846.0,4488934.0,3059047.0,18615.0,51.0,,966825.0,-6877303.0,2083696.0,KS,-357.0,8795668.0,103594000.0,2792464.0,11326363.0,,1936220.0,1897.0,2013-12-31,6.0,2013,2013,-16691557.0,3041241.7291300003,2083696.0,-0.2854868681618955,-9149102.0,-0.3797925547956422,1.9594112989854606,0.034451831993965606,1.7673106799966316,0.4641850381404583,-2.267286449071228,1.7890875821586212,-0.7890875821586212,,-16691557.0,1.1388338874553112,5.094804806976892,non-profit
CUSTER REGIONAL HOSPITAL (431323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,-418791.0,186.0,,1009.0,85.78,2.0,2013-07-01 00:00:00,4803561.0,,2997624.0,534475.0,,11.0,0.718854,9250743.0,15044785.0,14742675.0,1691104.0,41721.0,,1320158.0,,505180.0,30843.0,-418791.0,770196.0,4015.0,11.0,,106084.0,-1969646.0,11230.0,SD,,3140652.0,20928835.0,,823034.0,,1045478.0,429.0,2014-06-30,,2013,2013,4803561.0,591641.283036,11230.0,-0.13360166998187237,-3989516.0,-0.27061004871910965,inf,inf,inf,inf,0.0,0.0,1.0,,4803561.0,3.069113726254335,4.918120151159719,non-profit
CUYUNA REGIONAL MEDICAL CENTER (241353),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,68008002.0,2278.0,,6642.0,520.69,2.0,2013-04-01 00:00:00,102542082.0,,18032712.0,7541451.0,3348871.0,19.0,0.470523,37898828.0,76780575.0,89007291.0,8833769.0,1924690.0,,8398543.0,1069978.0,998053.0,1615278.0,12018836.0,2166768.0,9125.0,25.0,,3434164.0,612462.0,7691595.0,MN,,36544351.0,163181170.0,,24286190.0,,2006437.0,3134.0,2014-03-31,6.0,2013,2013,34534080.0,11427210.977370001,8761573.0,0.006881031802214945,-7708103.0,-0.08660080442174113,3.0405898707661874,2.1912911533196726,2.74605485922264,0.6399617234148132,1.969301107775276,0.6632204132543359,0.3367795867456641,-1.2762327960676896,34534080.0,0.868007448883279,4.935879361906296,govt
CYPRESS CREEK HOSPITAL (454108),Psychiatric,Proprietary-Corporation,,24583834.0,4009.0,,31625.0,191.51,1.0,2013-01-01 00:00:00,35946080.0,,2483443.0,,,96.0,,9975091.0,16136087.0,23430870.0,217549.0,97891.0,,214401.0,,,30242.0,24583834.0,,35040.0,96.0,,329111.0,5298415.0,-64591.0,TX,,2546985.0,50053700.0,,,,,6231.0,2013-12-31,,2013,2013,11362246.0,,0.0,0.22612967422891253,5254471.0,0.2242541996946763,0.10360405948071404,0.3165437091708315,0.09839197580003184,0.0,2.163642117940414,0.6839086209122107,0.3160913790877893,,11362246.0,0.6518338021837151,9.434833012072353,for-profit
CYPRESS FAIRBANKS MEDICAL CENTER (450716),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,15435699.0,8160.0,14655052.0,36694.0,607.5,1.0,2013-01-01 00:00:00,142796529.0,51276002.0,60702136.0,18808273.0,81145.0,144.0,0.154142,49839380.0,115769641.0,156011191.0,2509421.0,2005250.0,,2488455.0,,58832.0,220658.0,14811632.0,29128393.0,66065.0,181.0,,6376114.0,24468872.0,-164358.0,TX,-685.0,31210730.0,751058193.0,13079579.0,142397290.0,,4480398.0,6202.0,2013-12-31,22.0,2013,2013,127360830.0,21949403.07518,0.0,0.15684049229519695,24309104.0,0.15581641191368123,2.1071769809025773,5.750278429817862,1.9568959045161263,0.0,0.12119659553098076,0.10809575770570726,0.8919042422942928,378.15291145480313,127360830.0,1.0925418992502263,2.5701103994099976,for-profit
D W MCMILLAN MEMORIAL HOSPITAL (010099),General Short Term (Acute Care Hospitals),Governmental-County,,6598333.0,1903.0,3909244.0,7886.0,229.23,2.0,2012-10-01 00:00:00,29239097.0,10041543.0,12709730.0,1206652.0,,41.0,0.344824,10337557.0,24348806.0,21738574.0,3004383.0,630509.0,,3046291.0,,330833.0,131127.0,6332649.0,5983032.0,17885.0,49.0,,1064306.0,15064.0,3764953.0,AL,1960.0,8680517.0,70612352.0,3534990.0,4121950.0,,2331678.0,3617.0,2013-09-30,8.0,2012,2013,22640764.0,1421347.2868000001,3764953.0,0.0006929617370486215,-3704813.0,-0.17042576021775854,1.3707560611680831,2.9100057495686245,1.250484749746907,0.5945305037433781,0.2914359692102263,0.2256681524740658,0.7743318475259342,,22640764.0,0.7434762434694888,1.7103883402715871,govt
D.M. COGDELL MEMORIAL HOSPITAL (450073),General Short Term (Acute Care Hospitals),Governmental-County,,19369067.0,841.0,1229425.0,2043.0,150.16,1.0,2013-01-01 00:00:00,45547983.0,6325891.0,17620694.0,373821.0,138459.0,42.0,0.618485,8921035.0,25074839.0,15325926.0,1185726.0,761848.0,,1167237.0,,87057.0,1218456.0,16449640.0,4863720.0,15330.0,42.0,,3034661.0,915152.0,6599231.0,TX,,18475239.0,40542353.0,1352699.0,720134.0,,3076859.0,879.0,2013-12-31,,2013,2013,26178916.0,445392.07699,6599231.0,0.05971267250018041,-11980010.0,-0.7816826206781894,1.1231394121695064,1.5280747177445828,1.002753555700915,0.4011778373265312,0.7398727663131659,0.42524532864605663,0.5747546713539434,-64.60648278551774,26178916.0,0.33647869764068367,0.8697685800570625,govt
DAHL MEMORIAL HEALTHCARE ASSOC. (271302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,273148.0,16.0,,74.0,20.01,2.0,2013-07-01 00:00:00,1520203.0,,326958.0,455196.0,1356.0,8.0,1.502298,1243078.0,2283296.0,1519869.0,158245.0,56540.0,,128806.0,267773.0,4268.0,7328.0,235293.0,43863.0,2920.0,8.0,,86466.0,22144.0,118264.0,MT,,716378.0,1519869.0,,452153.0,,70163.0,58.0,2014-06-30,,2013,2013,1247055.0,679268.547594,386037.0,0.014569676728718067,-1003986.0,-0.6605740363149719,3.0446209619495694,1.9863149349959413,2.773180672608195,0.5026243874658405,0.21903444515277995,0.17967863502440135,0.8203213649755986,-676.637168141593,1247055.0,0.9997802925004095,4.648514488099389,non-profit
DAKOTA PLAINS SURGICAL CENTER LLP (430092),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,4304990.0,346.0,2378980.0,978.0,46.35,2.0,2013-01-01 00:00:00,10392998.0,2409823.0,5702379.0,242509.0,150681.0,15.0,0.244764,2803857.0,7698029.0,14752151.0,761705.0,386961.0,,750895.0,,9424.0,140823.0,1191186.0,147987.0,5475.0,15.0,,362185.0,7074169.0,2567406.0,SD,7351.0,6188509.0,31450778.0,2157543.0,897130.0,,45646.0,521.0,2013-12-31,,2013,2013,6088008.0,219585.12732,2567406.0,0.47953474717009065,5823688.0,0.3947687357592801,5.195249944173286,12.881241048837042,4.752175562842411,2.1553359424976453,0.7071262061416477,0.4142202278880454,0.5857797721119546,41.05277374055123,6088008.0,1.4194317173928062,2.587016927496401,for-profit
DALE MEDICAL CENTER (010021),General Short Term (Acute Care Hospitals),Governmental-County,,9625867.0,1811.0,5300791.0,8605.0,287.23,2.0,2012-10-01 00:00:00,24694028.0,10244503.0,3959361.0,2282560.0,194133.0,71.0,0.28884,14523989.0,25700323.0,26336431.0,2335238.0,1138702.0,,2473737.0,,326834.0,232027.0,8267516.0,7064203.0,28105.0,77.0,,862684.0,740941.0,565176.0,AL,-16506.0,13061692.0,88977585.0,5302306.0,11681509.0,,2271933.0,3506.0,2013-09-30,6.0,2012,2013,15068161.0,3374087.05956,565176.0,0.028133690552072148,-5074455.0,-0.1926781574921826,1.5798810670581103,0.6368875488115173,1.4140841094229513,0.06836104097046804,0.638821618643443,0.3898054622761422,0.6101945377238578,-21.69528622130189,15068161.0,1.0665101294936574,6.651687229328167,govt
DALLAS CO. HOSP. DIST. (450015),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,924914375.0,51734.0,73790724.0,227880.0,9353.46,1.0,2012-10-01 00:00:00,2063858307.0,521864862.0,569424534.0,180630905.0,,641.0,0.24242,626693462.0,955437752.0,703808935.0,21357778.0,7177366.0,,22463070.0,29671823.0,315708823.0,8980830.0,206550381.0,371106723.0,283246.0,794.0,,61069859.0,42889749.0,-85708376.0,TX,-49590.0,268975347.0,3941253850.0,73486760.0,1158586337.0,506.78,404511240.0,22286.0,2013-09-30,14.0,2012,2013,1138943932.0,280864499.81554,29671823.0,0.06093947784280403,-525496870.0,-0.7466470569885562,1.3022263415723256,2.964479077867206,1.2239975049961298,0.0,0.8120806907288567,0.44814819499137254,0.5518518050086275,,1138943932.0,0.34101611172282864,1.2360003705073936,govt
DALLAS COUNTY HOSPITAL (161322),General Short Term (Critical Access Hospitals),Governmental-County,,4297439.0,184.0,,980.0,82.9,1.0,2013-07-01 00:00:00,39250140.0,,1393489.0,1412868.0,,25.0,0.660088,4296360.0,11273910.0,12399766.0,1847123.0,206441.0,,1872430.0,2361738.0,380304.0,86676.0,1960203.0,808302.0,9125.0,25.0,,1574263.0,1394329.0,470583.0,IA,,6771166.0,17079409.0,,2732109.0,,913854.0,713.0,2014-06-30,,2013,2013,34952701.0,1803432.365592,2832321.0,0.11244800909952656,-1608064.0,-0.12968502792713993,3.4543187618833358,1.691048835248186,3.30478475953766,0.24006850310911676,0.1229501262291575,0.10948850118751169,0.8905114988124884,,34952701.0,0.3159164782596954,8.898359441660466,govt
DALLAS COUNTY MEDICAL CENTER (041317),General Short Term (Critical Access Hospitals),Governmental-County,,795374.0,333.0,,1094.0,86.92,1.0,2013-01-01 00:00:00,4062107.0,,884759.0,551895.0,48137.0,22.0,0.524302,3208632.0,8142521.0,6825428.0,1067135.0,140725.0,,1174194.0,,259202.0,65607.0,428595.0,1222123.0,8030.0,22.0,,187283.0,-552797.0,680675.0,AR,,2365936.0,15530200.0,,1347276.0,,860955.0,757.0,2013-12-31,,2013,2013,3266733.0,706379.501352,680675.0,-0.08099081845123851,-1841234.0,-0.2697609585801799,5.520213721578647,2.3626897187321365,5.038798866062367,1.5881543181791669,0.24347689266309797,0.19580331094183387,0.8041966890581661,-34.35924548683965,3266733.0,1.680267900377809,7.714448793400237,govt
DALLAS MEDICAL CENTER (450379),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,68787351.0,2836.0,11351651.0,12390.0,324.97,1.0,2013-01-01 00:00:00,70984731.0,19649153.0,83695820.0,974066.0,1273670.0,107.0,0.13985,19407087.0,52385290.0,58190493.0,1996798.0,3012305.0,,1969050.0,,620817.0,138038.0,39377648.0,13549667.0,43435.0,119.0,,2759754.0,6504843.0,753341.0,TX,-35708.0,14613409.0,374581751.0,10489984.0,33811423.0,,2515738.0,4449.0,2013-12-31,12.0,2013,2013,2197380.0,4728527.50655,753341.0,0.11178532204564756,-717458.0,-0.012329471070128242,0.37110923943451374,2.3097876236793016,0.2911059086108952,0.01913118325401253,31.304258253010403,0.9690443287021825,0.030955671297817556,1.6034734271828652,2197380.0,0.8197607031855907,0.6952616391117262,for-profit
DALLAS REGIONAL MEDICAL CENTER (450688),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,88108013.0,3739.0,13130669.0,16056.0,344.04,1.0,2013-01-01 00:00:00,52978684.0,23619126.0,84877783.0,17752534.0,,152.0,0.101439,21919778.0,58279188.0,86084940.0,2249580.0,1993047.0,,2534468.0,,2099076.0,620814.0,3308434.0,31157933.0,64240.0,176.0,,3342983.0,-8699007.0,-225306.0,TX,5232.0,15249061.0,574523584.0,12091180.0,109273296.0,,5183049.0,5800.0,2013-12-31,24.0,2013,2013,-35129329.0,11084573.872944,0.0,-0.10105143826550846,-9376133.0,-0.10891722756616895,4.60914771157593,23.025629648347223,3.819087822214377,0.0,-2.508104068825226,1.6630842132658485,-0.6630842132658485,,-35129329.0,1.6248976663897503,1.014222296546082,for-profit
DAMERON HOSPITAL (050122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,24490320.0,8845.0,25251706.0,32745.0,920.0,1.0,2013-01-01 00:00:00,162685292.0,76051271.0,113918263.0,9848835.0,297640.0,162.0,0.148419,74591567.0,152030949.0,173790439.0,5226893.0,3315455.0,,5129594.0,38224031.0,4290739.0,1992203.0,17359554.0,14215260.0,73730.0,202.0,,1924629.0,2391457.0,2544355.0,CA,18685.0,82801946.0,1024339161.0,23034720.0,233334534.0,,6303669.0,6769.0,2013-12-31,12.0,2013,2013,138194972.0,34631278.201746,40768386.0,0.013760578624236054,-995213.0,-0.0057265118019524655,4.769819892838261,7.03964318438135,4.4640713695755085,0.146567993624721,0.1772157094109039,0.15053800929957453,0.8494619907004255,3.12261792769789,138194972.0,1.0682615303662484,1.5255713563680302,non-profit
